Language	ISO 639-3	Glottocode	cardinals	quantifiers	reduced_numerals	reduced_system	small_numerals	small_system
Vincentian Creole English	svc	vinc1243	False	False	False	False	False	False
Vietnamese	vie	viet1252	False	False	False	False	False	False
Venetic	xve	vene1257	False	False	False	False	False	False
Venetian	vec	vene1258	False	False	False	False	False	False
Venda	ven	vend1245	False	False	False	False	False	False
Varhadi-Nagpuri	vah	varh1239	False	False	False	False	False	False
Vanimo	vam	vani1248	False	False	False	False	False	False
Vafsi	vaf	vafs1240	False	False	False	False	False	False
Uzbeki Arabic	auz	uzbe1248	False	False	False	False	False	False
Ute-Southern Paiute	ute	utes1238	False	False	False	False	False	False
Usarufa	usa	usar1243	False	False	False	False	False	False
Urdu	urd	urdu1245	False	False	False	False	False	False
Urartian	xur	urar1245	False	False	False	False	False	False
Ura (Vanuatu)	uur	urav1235	False	False	False	False	False	False
Upper Taromi	tov	uppe1235	False	False	False	False	False	False
Upper Sorbian	hsb	uppe1395	False	False	False	False	False	False
Upper Kinabatangan	dmg	uppe1427	False	False	False	False	False	False
Upper Chehalis	cjh	uppe1439	False	False	False	False	False	False
Unserdeutsch	uln	unse1236	False	False	False	False	False	False
Uncunwee	ghl	ghul1238	False	False	False	False	False	False
Unami	unm	unam1242	False	False	False	False	False	False
Una	mtg	unaa1239	False	False	False	False	False	False
Umiray Dumaget Agta	due	umir1236	False	False	False	False	False	False
Umbuygamu	umg	umbu1256	False	False	False	False	False	False
Umbundu	umb	umbu1257	False	False	False	False	False	False
Umbugarla	umr	umbu1235	False	False	False	False	False	False
Umbu-Ungu	ubu	umbu1258	False	False	False	False	False	False
Umanakaina	gdn	uman1240	False	False	False	False	False	False
Ulwa	ulw	ulwa1239	False	False	False	False	False	False
Ulithian	uli	ulit1238	False	False	False	False	False	False
Ukaan	kcf	ukaa1243	False	False	False	False	False	False
Uighur	uig	uigh1240	False	False	False	False	False	False
Ugong	ugo	ugon1239	False	False	False	False	False	False
U	uuu	uuuu1243	False	False	False	False	False	False
Tübatulabal	tub	tuba1278	False	False	False	False	False	False
Tày	tyz	tayy1238	False	False	False	False	False	False
Tzotzil	tzo	tzot1259	False	False	False	False	False	False
Tzeltal	tzh	tzel1254	False	False	False	False	False	False
Tweed-Albert	xjb	twee1234	False	False	False	False	False	False
Twana	twa	twan1247	False	False	False	False	False	False
Tututni	tuu	tutu1242	False	False	False	False	False	False
Tutsa Naga	tvt	tuts1235	False	False	False	False	False	False
Tutelo	tta	tute1247	False	False	False	False	False	False
Turung	try	turu1249	False	False	False	False	False	False
Turks And Caicos Creole English	tch	turk1310	False	False	False	False	False	False
Turkmen	tuk	turk1304	False	False	False	False	False	False
Turkic Khalaj	klj	turk1303	False	False	False	False	False	False
Turkana	tuv	turk1308	False	False	False	False	False	False
Tuparí	tpr	tupa1250	False	False	False	False	False	False
Tunumiisiut	NOCODE_Tunumiisiut	tunu1234	False	False	False	False	False	False
Tunni	tqq	tunn1238	False	False	False	False	False	False
Tunisian-Zuwara Berber	NOCODE_Tunisian-Zuwara	tuni1262	False	False	False	False	False	False
Tunisian Arabic	aeb	tuni1259	False	False	False	False	False	False
Tunica	tun	tuni1252	False	False	False	False	False	False
Tunen	tvu	tune1261	False	False	False	False	False	False
Tulu	tcy	tulu1258	False	False	False	False	False	False
Tule-Kaweah Yokuts	NOCODE_Tule-Kaweah	tule1245	False	False	False	False	False	False
Tula	tul	tula1252	False	False	False	False	False	False
Tugen	tuy	tuge1241	False	False	False	False	False	False
Tucano	tuo	tuca1252	False	False	False	False	False	False
Tswana	tsn	tswa1253	False	False	False	False	False	False
Tswa	tsc	tswa1255	False	False	False	False	False	False
Tsuvadi	tvd	tsuv1239	False	False	False	False	False	False
Tsou	tsu	tsou1248	False	False	False	False	False	False
Tsonga	tso	tson1249	False	False	False	False	False	False
Tshobdun	NOCODE_Tshobdun	tsho1240	False	False	False	False	False	False
Tsamai	tsb	tsam1247	False	False	False	False	False	False
Tsakonian	tsd	tsak1248	False	False	False	False	False	False
Trinidadian Creole English	trf	trin1276	False	False	False	False	False	False
Touo	tqu	touo1238	False	False	False	False	False	False
Torwali	trw	torw1241	False	False	False	False	False	False
Torau	ttu	tora1259	False	False	False	False	False	False
Tonsawang	tnw	tons1239	False	False	False	False	False	False
Tonga (Zambia)	toi	tong1318	False	False	False	False	False	False
Tonga (Tonga Islands)	ton	tong1325	False	False	False	False	False	False
Toma	tod	toma1245	False	False	False	False	False	False
Tolowa-Chetco	tol	tolo1259	False	False	False	False	False	False
Tolomako	tlm	tolo1255	False	False	False	False	False	False
Tol	jic	toll1241	False	False	False	False	False	False
Tokelau	tkl	toke1240	False	False	False	False	False	False
Tok Pisin	tpi	tokp1240	False	False	False	False	False	False
Tojolabal	toj	tojo1241	False	False	False	False	False	False
Toda	tcx	toda1252	False	False	False	False	False	False
Toba	tob	toba1269	False	False	False	False	False	False
Toaripi	tqo	toar1246	False	False	False	False	False	False
Tlingit	tli	tlin1245	False	False	False	False	False	False
Tlachichilco Tepehua	tpt	tlac1235	False	False	False	False	False	False
Tiv	tiv	tivv1240	False	False	False	False	False	False
Tirma-Chai	suq	suri1267	False	False	False	False	False	False
Tirahi	tra	tira1253	False	False	False	False	False	False
Tira	tic	tira1254	False	False	False	False	False	False
Tipai	dih	kumi1248	False	False	False	False	False	False
Tinà Sambal	xsb	tina1248	False	False	False	False	False	False
Timugon Murut	tih	timu1262	False	False	False	False	False	False
Timne	tem	timn1235	False	False	False	False	False	False
Timbe	tim	timb1251	False	False	False	False	False	False
Tillamook	til	till1254	False	False	False	False	False	False
Tikopia	tkp	tiko1237	False	False	False	False	False	False
Tigrinya	tir	tigr1271	False	False	False	False	False	False
Tigre	tig	tigr1270	False	False	False	False	False	False
Tibetan	bod	tibe1272	False	False	False	False	False	False
Thurawal	tbh	thur1254	False	False	False	False	False	False
Thulung	tdh	thul1246	False	False	False	False	False	False
Thompson	thp	thom1243	False	False	False	False	False	False
Thayore	thd	thay1249	False	False	False	False	False	False
Thavung	thm	aheu1239	False	False	False	False	False	False
Thai	tha	thai1261	False	False	False	False	False	False
Texistepec Popoluca	poq	texi1237	False	False	False	False	False	False
Tetelcingo Nahuatl	nhg	tete1251	False	False	False	False	False	False
Teso	teo	teso1249	False	False	False	False	False	False
Ternateño	tmg	tern1248	False	False	False	False	False	False
Termanu	twu	term1237	False	False	False	False	False	False
Terei	buo	tere1278	False	False	False	False	False	False
Tequistlateco Chontal	NOCODE_Tequistlateco-Chontal	tequ1245	False	False	False	False	False	False
Tepecano	tep	tepe1278	False	False	False	False	False	False
Tennet	tex	tenn1246	False	False	False	False	False	False
Tenharim-Parintintin-Diahoi	pah	tenh1241	False	False	False	False	False	False
Tenetehara	tqb	temb1276	False	False	False	False	False	False
Temiar	tea	temi1246	False	False	False	False	False	False
Temi	soz	temi1247	False	False	False	False	False	False
Tehuelche	teh	tehu1242	False	False	False	False	False	False
Tehit	kps	tehi1237	False	False	False	False	False	False
Teanu	tkw	tean1237	False	False	False	False	False	False
Tboli	tbl	tbol1240	False	False	False	False	False	False
Tayo	cks	tayo1238	False	False	False	False	False	False
Tawallammat Tamajaq	ttq	tawa1286	False	False	False	False	False	False
Tausug	tsg	taus1251	False	False	False	False	False	False
Tatar	tat	tata1255	False	False	False	False	False	False
Tasawaq	twq	tasa1240	False	False	False	False	False	False
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	rif	tari1263	False	False	False	False	False	False
Tarao	tro	tara1313	False	False	False	False	False	False
Taos Northern Tiwa	twf	nort1550	False	False	False	False	False	False
Tanudan Kalinga	kml	lowe1412	False	False	False	False	False	False
Tangwang	NOCODE_Tangwang	tang1373	False	False	False	False	False	False
Tangut	txg	tang1334	False	False	False	False	False	False
Tangam	NOCODE_Tangam	tang1377	False	False	False	False	False	False
Tangale	tan	nucl1696	False	False	False	False	False	False
Tanaina	tfn	tana1289	False	False	False	False	False	False
Tanacross	tcb	tana1290	False	False	False	False	False	False
Tamil	tam	tami1289	False	False	False	False	False	False
Talaud	tld	tala1285	False	False	False	False	False	False
Talaandig-Binukid	bkd	binu1244	False	False	False	False	False	False
Takestani	tks	take1255	False	False	False	False	False	False
Tajik	tgk	taji1245	False	False	False	False	False	False
Taita	dav	tait1250	False	False	False	False	False	False
Tai Laing	tjl	tail1248	False	False	False	False	False	False
Tai Dón	twh	taid1250	False	False	False	False	False	False
Tahltan	tht	tahl1239	False	False	False	False	False	False
Tahitian	tah	tahi1242	False	False	False	False	False	False
Tahaggart Tamahaq	thv	taha1241	False	False	False	False	False	False
Tagoi	tag	tago1246	False	False	False	False	False	False
Tagish	tgx	tagi1240	False	False	False	False	False	False
Tagin	tgj	tagi1241	False	False	False	False	False	False
Tagdal	tda	tagd1238	False	False	False	False	False	False
Tagbanwa	tbw	tagb1258	False	False	False	False	False	False
Tagalog	tgl	taga1270	False	False	False	False	False	False
Tacana	tna	taca1256	False	False	False	False	False	False
Tabla	tnm	tabl1243	False	False	False	False	False	False
Tabaru	tby	taba1263	False	False	False	False	False	False
Ta'izzi-Adeni Arabic	acq	taiz1242	False	False	False	False	False	False
T'apo	lgn	opuu1239	False	False	False	False	False	False
Sô	sss	sooo1254	False	False	False	False	False	False
Sìcìté Sénoufo	sep	sici1249	False	False	False	False	False	False
Sylheti	syl	sylh1242	False	False	False	False	False	False
Sydney	xdk	sydn1236	False	False	False	False	False	False
Syan	NOCODE_Syan	syan1242	False	False	False	False	False	False
Swedish	swe	swed1254	False	False	False	False	False	False
Swati	ssw	swat1243	False	False	False	False	False	False
Swampy Cree	csw	swam1239	False	False	False	False	False	False
Swahili	swh	swah1253	False	False	False	False	False	False
Swabian	swg	swab1242	False	False	False	False	False	False
Sursurunga	sgz	surs1246	False	False	False	False	False	False
Sumi Naga	nsm	sumi1235	False	False	False	False	False	False
Sumerian	sux	sume1241	False	False	False	False	False	False
Sumbawa	smw	sumb1241	False	False	False	False	False	False
Sumayela Ndebele	NOCODE_Sumayela-Ndebele	sout2808	False	False	False	False	False	False
Sula	szn	sula1248	False	False	False	False	False	False
Sui	swi	suii1243	False	False	False	False	False	False
Suena	sue	suen1241	False	False	False	False	False	False
Sudanese Creole Arabic	pga	suda1237	False	False	False	False	False	False
Sudanese Arabic	apd	suda1236	False	False	False	False	False	False
Subtiaba	sut	subt1250	False	False	False	False	False	False
Subiya	sbs	subi1246	False	False	False	False	False	False
Suba-Simbiti	ssc	suba1252	False	False	False	False	False	False
Suba	sxb	suba1238	False	False	False	False	False	False
Suabo	szp	suab1238	False	False	False	False	False	False
Stoney	sto	ston1242	False	False	False	False	False	False
Standard Malay	zsm	stan1306	False	False	False	False	False	False
Standard Indonesian	ind	indo1316	False	False	False	False	False	False
Sri Lanka Malay	sci	sril1245	False	False	False	False	False	False
Sranan Tongo	srn	sran1240	False	False	False	False	False	False
Spokane	spo	spok1245	False	False	False	False	False	False
Spanish	spa	stan1288	False	False	False	False	False	False
Southwestern Dinka	dik	sout2832	False	False	False	False	False	False
Southern-Coastal Tsimshian	tsi	nucl1649	False	False	False	False	False	False
Southern Tutchone	tce	sout2957	False	False	False	False	False	False
Southern Tiwa	tix	sout2961	False	False	False	False	False	False
Southern Sotho	sot	sout2807	False	False	False	False	False	False
Southern Sierra Miwok	skd	sout2985	False	False	False	False	False	False
Southern Pumi	pmj	sout2729	False	False	False	False	False	False
Southern Puget Sound Salish	slh	sout2965	False	False	False	False	False	False
Southern Pame	pmz	sout2999	False	False	False	False	False	False
Southern Kiwai	kjd	sout2949	False	False	False	False	False	False
Southern Kisi	kss	sout2778	False	False	False	False	False	False
Southern Jinghpaw	kac	kach1280	False	False	False	False	False	False
Southern Haida	hax	sout2956	False	False	False	False	False	False
Southern Grebo	grj	sout2826	False	False	False	False	False	False
Southern Ghale	ghe	sout2715	False	False	False	False	False	False
Southern Conchucos Ancash Quechua	qxo	sout2992	False	False	False	False	False	False
Southern Bobo Madaré	bwq	sout2840	False	False	False	False	False	False
Southern Bai	bfs	sout2730	False	False	False	False	False	False
Southern Amami-Oshima	ams	sout2954	False	False	False	False	False	False
Southern Altai	alt	sout2694	False	False	False	False	False	False
Southeastern Pomo	pom	sout2982	False	False	False	False	False	False
Southeastern Kolami	nit	sout1549	False	False	False	False	False	False
Southeast Ijo	ijs	sout2774	False	False	False	False	False	False
South-Eastern Ju	ktz	juho1239	False	False	False	False	False	False
South Levantine Arabic	ajp	sout3123	False	False	False	False	False	False
South Fali	fal	sout2782	False	False	False	False	False	False
South Bolivian Quechua	quh	sout2991	False	False	False	False	False	False
South Azerbaijani	azb	sout2697	False	False	False	False	False	False
Sorkhei	sqo	sork1239	False	False	False	False	False	False
Sora	srb	sora1254	False	False	False	False	False	False
Somali	som	soma1255	False	False	False	False	False	False
Soic	soj	soii1239	False	False	False	False	False	False
Sobei	sob	sobe1238	False	False	False	False	False	False
So (Democratic Republic of Congo)	soc	sode1235	False	False	False	False	False	False
Slovak	slk	slov1269	False	False	False	False	False	False
Siyin Chin	csy	siyi1240	False	False	False	False	False	False
Siwu	akp	siwu1238	False	False	False	False	False	False
Situ	tzi	situ1238	False	False	False	False	False	False
Siroi	ssd	siro1249	False	False	False	False	False	False
Sirionó	srq	siri1273	False	False	False	False	False	False
Sinhala	sin	sinh1246	False	False	False	False	False	False
Sinasina	sst	sina1271	False	False	False	False	False	False
Siksika	bla	siks1238	False	False	False	False	False	False
Sikkimese	sip	sikk1242	False	False	False	False	False	False
Sikaiana	sky	sika1261	False	False	False	False	False	False
Sika	ski	sika1262	False	False	False	False	False	False
Sichuan Yi	iii	sich1238	False	False	False	False	False	False
Siawi	mmp	siaw1243	False	False	False	False	False	False
Siane	snp	sian1257	False	False	False	False	False	False
Shuswap	shs	shus1248	False	False	False	False	False	False
Shumashti	sts	shum1235	False	False	False	False	False	False
Shughni	sgh	shug1248	False	False	False	False	False	False
Shuar	jiv	shua1257	False	False	False	False	False	False
Shona	sna	shon1251	False	False	False	False	False	False
Sholaga	sle	shol1240	False	False	False	False	False	False
Shixing	sxg	shix1238	False	False	False	False	False	False
Shina	scl	shin1264	False	False	False	False	False	False
Shilluk	shk	shil1265	False	False	False	False	False	False
Shihhi Arabic	ssh	shih1239	False	False	False	False	False	False
Sherdukpen	sdp	sher1257	False	False	False	False	False	False
She	shx	shee1238	False	False	False	False	False	False
Shasta	sht	shas1239	False	False	False	False	False	False
Shan	shn	shan1277	False	False	False	False	False	False
Shambala	ksb	sham1280	False	False	False	False	False	False
Shahrudi	shm	shah1254	False	False	False	False	False	False
Severn Ojibwa	ojs	seve1240	False	False	False	False	False	False
Seselwa Creole French	crs	sese1246	False	False	False	False	False	False
Serua	srw	seru1245	False	False	False	False	False	False
Sereer	srr	sere1260	False	False	False	False	False	False
Sentani	set	nucl1632	False	False	False	False	False	False
Senhaja De Srair	sjs	senh1238	False	False	False	False	False	False
Seneca	see	sene1264	False	False	False	False	False	False
Senari	sef	ceba1235	False	False	False	False	False	False
Sena	seh	nucl1396	False	False	False	False	False	False
Semnani	smy	semn1249	False	False	False	False	False	False
Semai	sea	sema1266	False	False	False	False	False	False
Selkup	sel	selk1253	False	False	False	False	False	False
Selk'nam	ona	onaa1245	False	False	False	False	False	False
Selepet	spl	sele1250	False	False	False	False	False	False
Selayar	sly	sela1260	False	False	False	False	False	False
Selaru	slu	sela1259	False	False	False	False	False	False
Seke (Nepal)	skj	seke1240	False	False	False	False	False	False
Seediq	trv	taro1264	False	False	False	False	False	False
Sedang	sed	seda1262	False	False	False	False	False	False
Sechelt	sec	sech1246	False	False	False	False	False	False
Sebat Bet Gurage	sgw	seba1251	False	False	False	False	False	False
Sea Island Creole English	gul	gull1241	False	False	False	False	False	False
Scottish Gaelic	gla	scot1245	False	False	False	False	False	False
Scots	sco	scot1243	False	False	False	False	False	False
Sayula Popoluca	pos	sayu1241	False	False	False	False	False	False
Saya	say	saya1246	False	False	False	False	False	False
Sauraseni Prakrit	psu	saur1252	False	False	False	False	False	False
Satawalese	stw	sata1237	False	False	False	False	False	False
Sasak	sas	sasa1249	False	False	False	False	False	False
Sartang	onp	sart1249	False	False	False	False	False	False
Sarangani Manobo	mbs	sara1327	False	False	False	False	False	False
Sarangani Blaan	bps	sara1326	False	False	False	False	False	False
Saramaccan	srm	sara1340	False	False	False	False	False	False
Saraiki	skr	sera1259	False	False	False	False	False	False
Saposa	sps	sapo1253	False	False	False	False	False	False
Sanumá	xsu	sanu1240	False	False	False	False	False	False
Sansi	ssi	sans1271	False	False	False	False	False	False
Sankaran Maninka	msc	sank1253	False	False	False	False	False	False
Saniyo-Hiyewe	sny	sani1270	False	False	False	False	False	False
Sango	sag	sang1328	False	False	False	False	False	False
Sangisari	sgr	sang1315	False	False	False	False	False	False
Sangir	sxn	sang1336	False	False	False	False	False	False
Sanga (Democratic Republic of Congo)	sng	sang1331	False	False	False	False	False	False
Sandawe	sad	sand1273	False	False	False	False	False	False
Sanapaná	spn	sana1298	False	False	False	False	False	False
Sanaani Arabic	ayn	sana1295	False	False	False	False	False	False
San Martín Quechua	qvs	sanm1289	False	False	False	False	False	False
San Juan Atzingo Popoloca	poe	sanj1285	False	False	False	False	False	False
San Francisco del Mar Huave	hue	sanf1258	False	False	False	False	False	False
San Felipe Otlaltepec Popoloca	pow	sanf1264	False	False	False	False	False	False
San Blas Kuna	cuk	sanb1242	False	False	False	False	False	False
Samoan	smo	samo1305	False	False	False	False	False	False
Samo	smq	samo1303	False	False	False	False	False	False
Samburu	saq	samb1315	False	False	False	False	False	False
Samba Daka	ccg	samb1311	False	False	False	False	False	False
Samaritan	smp	sama1313	False	False	False	False	False	False
Salinan	sln	sali1253	False	False	False	False	False	False
Sakizaya	szy	saki1247	False	False	False	False	False	False
Sakha	sah	yaku1245	False	False	False	False	False	False
Sakao	sku	saka1289	False	False	False	False	False	False
Sajalong	sjl	saja1240	False	False	False	False	False	False
Saisiyat	xsy	sais1237	False	False	False	False	False	False
Saint Lucian Creole French	acf	sain1246	False	False	False	False	False	False
Safeyoka	apz	safe1240	False	False	False	False	False	False
Sadu	NOCODE_Sadu	sadu1234	False	False	False	False	False	False
Sabanê	sae	saba1268	False	False	False	False	False	False
Saamia	lsm	saam1283	False	False	False	False	False	False
S'gaw Karen	ksw	sgaw1245	False	False	False	False	False	False
Réunion Creole French	rcf	reun1238	False	False	False	False	False	False
Rwa	rwk	rwaa1238	False	False	False	False	False	False
Ruund	rnd	ruun1238	False	False	False	False	False	False
Ruuli	ruc	ruul1235	False	False	False	False	False	False
Rusyn	rue	rusy1239	False	False	False	False	False	False
Russia Buriat	bxr	russ1264	False	False	False	False	False	False
Ruga	ruh	ruga1238	False	False	False	False	False	False
Ruching Palaung	pce	ruch1235	False	False	False	False	False	False
Roviana	rug	rovi1238	False	False	False	False	False	False
Rotokas	roo	roto1249	False	False	False	False	False	False
Rongpo	rnp	rong1264	False	False	False	False	False	False
Ritarungo	rit	rita1239	False	False	False	False	False	False
Rio Grande Tewa	tew	tewa1260	False	False	False	False	False	False
Resígaro	rgr	resi1247	False	False	False	False	False	False
Reshe	res	resh1242	False	False	False	False	False	False
Rengao	ren	reng1252	False	False	False	False	False	False
Rendille	rel	rend1243	False	False	False	False	False	False
Rejang	rej	reja1240	False	False	False	False	False	False
Rejang Kayan	ree	reja1241	False	False	False	False	False	False
Reel	atu	reel1238	False	False	False	False	False	False
Rawa	rwo	rawa1267	False	False	False	False	False	False
Raute	rau	raut1239	False	False	False	False	False	False
Rarotongan	rar	raro1241	False	False	False	False	False	False
Rapoisi	kyx	rapo1238	False	False	False	False	False	False
Rao	rao	raoo1244	False	False	False	False	False	False
Rangpuri	rkt	rang1265	False	False	False	False	False	False
Raji	rji	raji1240	False	False	False	False	False	False
Rade	rad	rade1240	False	False	False	False	False	False
Rabha	rah	rabh1238	False	False	False	False	False	False
Quinault	qun	quin1251	False	False	False	False	False	False
Quileute	qui	quil1240	False	False	False	False	False	False
Quechan	yum	quec1382	False	False	False	False	False	False
Quapaw	qua	quap1242	False	False	False	False	False	False
Pökoot	pko	poko1263	False	False	False	False	False	False
Päri	lkr	pari1256	False	False	False	False	False	False
Páez	pbb	paez1247	False	False	False	False	False	False
Pwo Western Karen	pwo	pwow1235	False	False	False	False	False	False
Pwo Eastern Karen	kjp	pwoe1235	False	False	False	False	False	False
Purepecha	tsz	pure1242	False	False	False	False	False	False
Purari	iar	pura1257	False	False	False	False	False	False
Pumé	yae	pume1238	False	False	False	False	False	False
Puma	pum	puma1239	False	False	False	False	False	False
Pulaar	fuc	pula1263	False	False	False	False	False	False
Prasun	prn	pras1239	False	False	False	False	False	False
Prai	prt	phai1238	False	False	False	False	False	False
Pottangi Ollar Gadaba	gdb	pott1240	False	False	False	False	False	False
Portuguese	por	port1283	False	False	False	False	False	False
Port Sandwich	psw	port1285	False	False	False	False	False	False
Poqomchi'	poh	poqo1254	False	False	False	False	False	False
Polish	pol	poli1260	False	False	False	False	False	False
Polci	plj	polc1243	False	False	False	False	False	False
Pohnpeian	pon	pohn1238	False	False	False	False	False	False
Plautdietsch	pdt	plau1238	False	False	False	False	False	False
Plateau Malagasy	plt	plat1254	False	False	False	False	False	False
Plains Cree	crk	plai1258	False	False	False	False	False	False
Pitta Pitta	pit	pitt1247	False	False	False	False	False	False
Pitjantjatjara	pjt	pitj1243	False	False	False	False	False	False
Pitcairn-Norfolk	pih	pitc1234	False	False	False	False	False	False
Pirahã	myp	pira1253	False	False	False	False	False	False
Pintupi-Luritja	piu	pint1250	False	False	False	False	False	False
Pintiini	pti	pint1251	False	False	False	False	False	False
Pingelapese	pif	ping1243	False	False	False	False	False	False
Pinai-Hagahai	pnn	pina1252	False	False	False	False	False	False
Picuris Northern Tiwa	NOCODE_Picuris-Northern-Tiwa	picu1248	False	False	False	False	False	False
Phrygian	xpg	phry1239	False	False	False	False	False	False
Phong-Kniang	pnx	phon1246	False	False	False	False	False	False
Phoenician	phn	phoe1239	False	False	False	False	False	False
Phake	phk	phak1238	False	False	False	False	False	False
Pfaelzisch	pfl	pala1330	False	False	False	False	False	False
Peripheral Mongolian	mvf	peri1253	False	False	False	False	False	False
Peranakan Indonesian	pea	pera1256	False	False	False	False	False	False
Penrhyn	pnh	penr1237	False	False	False	False	False	False
Pennsylvania German	pdc	penn1240	False	False	False	False	False	False
Pengo	peg	peng1244	False	False	False	False	False	False
Pedi	nso	pedi1238	False	False	False	False	False	False
Pazeh	pzh	kulo1237	False	False	False	False	False	False
Pawnee	paw	pawn1254	False	False	False	False	False	False
Paumarí	pad	paum1247	False	False	False	False	False	False
Patep	ptp	pate1247	False	False	False	False	False	False
Pass Valley Yali	yac	pass1247	False	False	False	False	False	False
Pará Arára	aap	para1310	False	False	False	False	False	False
Paraguayan Guaraní	gug	para1311	False	False	False	False	False	False
Parachi	prc	para1299	False	False	False	False	False	False
Papiamento	pap	papi1253	False	False	False	False	False	False
Papar	dpp	papa1268	False	False	False	False	False	False
Panytyima	pnw	pany1241	False	False	False	False	False	False
Pangasinan	pag	pang1290	False	False	False	False	False	False
Pamplona Atta	att	pamp1244	False	False	False	False	False	False
Pampanga	pam	pamp1243	False	False	False	False	False	False
Palenquero	pln	pale1260	False	False	False	False	False	False
Palauan	pau	pala1344	False	False	False	False	False	False
Palantla Chinantec	cpa	pala1351	False	False	False	False	False	False
Paiwan	pwn	paiw1248	False	False	False	False	False	False
Paisaci Prakrit	qpp	pais1238	False	False	False	False	False	False
Paipai	ppi	paip1241	False	False	False	False	False	False
Pahlavi	pal	pahl1241	False	False	False	False	False	False
Pacaraos Quechua	qvp	paca1245	False	False	False	False	False	False
Paama	pma	paam1238	False	False	False	False	False	False
Paakantyi	drl	darl1243	False	False	False	False	False	False
Oyda	oyd	oyda1235	False	False	False	False	False	False
Otuho	lot	otuh1238	False	False	False	False	False	False
Ottawa	otw	otta1242	False	False	False	False	False	False
Ot Danum	otd	otda1235	False	False	False	False	False	False
Ostfränkisch	vmf	main1267	False	False	False	False	False	False
Osage	osa	osag1243	False	False	False	False	False	False
Orya	ury	orya1242	False	False	False	False	False	False
Orowe	bpk	orow1242	False	False	False	False	False	False
Oroko	bdu	orok1266	False	False	False	False	False	False
Orokaiva	okv	orok1269	False	False	False	False	False	False
Orok	oaa	orok1265	False	False	False	False	False	False
Oro Win	orw	orow1243	False	False	False	False	False	False
Ormu	orz	ormu1248	False	False	False	False	False	False
Orma	orc	orma1241	False	False	False	False	False	False
Oriya	ory	oriy1255	False	False	False	False	False	False
Ongota	bxe	bira1253	False	False	False	False	False	False
Oneida	one	onei1249	False	False	False	False	False	False
Omi	omi	omii1238	False	False	False	False	False	False
Omani Arabic	acx	oman1239	False	False	False	False	False	False
Omaha-Ponca	oma	omah1247	False	False	False	False	False	False
Olo	ong	oloo1241	False	False	False	False	False	False
Olekha	ole	olek1239	False	False	False	False	False	False
Older Runic	NOCODE_Older-Runic	olde1239	False	False	False	False	False	False
Old Uighur	oui	oldu1238	False	False	False	False	False	False
Old Telugu	NOCODE_Old-Telugu	oldt1249	False	False	False	False	False	False
Old Tamil	oty	oldt1248	False	False	False	False	False	False
Old Provençal	pro	oldp1253	False	False	False	False	False	False
Old Malay	NOCODE_Old-Malay	oldm1243	False	False	False	False	False	False
Old Latin	qbb	oldl1238	False	False	False	False	False	False
Old Kannada	qkn	oldk1250	False	False	False	False	False	False
Old Japanese	ojp	oldj1239	False	False	False	False	False	False
Old High German (ca. 750-1050)	goh	oldh1241	False	False	False	False	False	False
Old Chinese	och	oldc1244	False	False	False	False	False	False
Oku	oku	okuu1243	False	False	False	False	False	False
Okolie	oie	okol1243	False	False	False	False	False	False
Okiek	oki	okie1245	False	False	False	False	False	False
Oki-No-Erabu	okn	okin1246	False	False	False	False	False	False
Oirata	oia	oira1263	False	False	False	False	False	False
Oirad-Kalmyk-Darkhat	xal	kalm1243	False	False	False	False	False	False
Odual	odu	odua1238	False	False	False	False	False	False
N||ng	ngh	nngg1234	False	False	False	False	False	False
Nzima	nzi	nzim1238	False	False	False	False	False	False
Nyunga	nys	nyun1247	False	False	False	False	False	False
Nyoro	nyo	nyor1246	False	False	False	False	False	False
Nyiyaparli	xny	nija1241	False	False	False	False	False	False
Nyishi-Hill Miri	njz	nyis1236	False	False	False	False	False	False
Nyigina	nyh	nyig1240	False	False	False	False	False	False
Nyawaygi	nyt	nyaw1247	False	False	False	False	False	False
Nyanja	nya	nyan1308	False	False	False	False	False	False
Nyangatom	nnj	nyan1315	False	False	False	False	False	False
Nyang'i	nyp	nyan1313	False	False	False	False	False	False
Nyamwezi	nym	nyam1276	False	False	False	False	False	False
Nyam	nmi	nyam1285	False	False	False	False	False	False
Nyali	nlj	nyal1250	False	False	False	False	False	False
Nyakyusa-Ngonde	nyy	nyak1260	False	False	False	False	False	False
Nyahkur	cbn	nyah1250	False	False	False	False	False	False
Nyaheun	nev	nyah1249	False	False	False	False	False	False
Nuristani Kalasha	wbk	waig1243	False	False	False	False	False	False
Nupe-Nupe-Tako	nup	nupe1254	False	False	False	False	False	False
Nung (Myanmar)	nun	nung1282	False	False	False	False	False	False
Nukuoro	nkr	nuku1260	False	False	False	False	False	False
Nugunu (Cameroon)	yas	nugu1242	False	False	False	False	False	False
Nsong-Mpiin	soo	song1299	False	False	False	False	False	False
Nottoway	ntw	nott1246	False	False	False	False	False	False
Northwestern Lingala	NOCODE_Northwestern-Lingala	nort3345	False	False	False	False	False	False
Northwestern Kolami	kfb	nort2699	False	False	False	False	False	False
Northwest Sahaptin	yak	yaki1237	False	False	False	False	False	False
Northwest Maidu	mjd	nort2951	False	False	False	False	False	False
Northwest Gbaya	gya	nort2775	False	False	False	False	False	False
Northern Uzbek	uzn	nort2690	False	False	False	False	False	False
