Language	ISO 639-3	Glottocode	occlusive	plosive	stop
Nai	bio	naii1241	False	False	True
Nahenic	NOCODE_Nahenic	nahe1238	False	False	True
Naga Pidgin	nag	naga1394	False	False	True
Nabak	naf	naba1256	False	False	True
Naasioi	nas	naas1242	False	False	True
Na	nbt	naaa1245	False	False	True
Mün Chin	mwq	munc1235	False	False	True
Mískito	miq	misk1235	False	False	True
Myene	mye	myen1241	False	False	True
Mwera (Nyasa)	mjh	mwer1247	False	False	True
Mwera (Chimwera)	mwe	mwer1248	False	False	True
Mwani	wmw	mwan1247	False	False	True
Mwan	moa	mwan1250	False	False	True
Mwakai	mgt	mong1344	False	False	True
Mwaghavul	sur	mwag1236	False	False	True
Mutsun	css	muts1243	False	False	True
Mussau-Emira	emi	muss1246	False	False	True
Musom	msu	muso1238	False	False	True
Muruwari	zmu	muru1266	False	False	True
Murui Huitoto	huu	muru1274	False	False	True
Murrinh-Patha	mwf	murr1258	False	False	True
Murle	mur	murl1244	False	False	True
Munsee	umu	muns1251	False	False	True
Mungaka	mhk	mung1266	False	False	True
Mundari	unr	mund1320	False	False	True
Mullukmulluk	mpb	mull1237	False	False	True
Mulam	mlm	mula1253	False	False	True
Mufian	aoj	mufi1238	False	False	True
Muduga	udg	mudu1239	False	False	True
Mudhili Gadaba	gau	mudh1235	False	False	True
Mru	mro	mruu1242	False	False	True
Mro Chin	cmr	mroc1235	False	False	True
Mpoto	mpa	mpot1240	False	False	True
Mpi	mpz	mpii1239	False	False	True
Mpade	mpi	mpad1242	False	False	True
Mountain Koiali	kpx	moun1252	False	False	True
Motu	meu	motu1246	False	False	True
Mota	mtt	mota1237	False	False	True
Mossi	mos	moss1236	False	False	True
Mortlockese	mrl	mort1237	False	False	True
Moroccan Arabic	ary	moro1292	False	False	True
Moro	mor	moro1285	False	False	True
Mori Bawah	xmz	mori1268	False	False	True
Morelos Nahuatl	nhm	more1259	False	False	True
Mor (Mor Islands)	mhz	morm1235	False	False	True
Moose Cree	crm	moos1236	False	False	True
Montagnais	moe	mont1268	False	False	True
Mono-Alu	mte	mono1273	False	False	True
Mono (USA)	mnr	mono1275	False	False	True
Moni	mnz	moni1261	False	False	True
Mongolia Buriat	bxm	mong1330	False	False	True
Mongo	lol	mong1338	False	False	True
Mongghul	mjg	huzh1238	False	False	True
Mon	mnw	monn1252	False	False	True
Momu-Fas	fqs	fass1245	False	False	True
Mombo Dogon	dmb	momb1254	False	False	True
Moloko	mlw	molo1266	False	False	True
Molmo One	aun	molm1235	False	False	True
Molale	mbe	mola1238	False	False	True
Mokilese	mkj	moki1238	False	False	True
Mok	mqt	mokk1243	False	True	False
Mohegan-Montauk-Narragansett	mof	mohe1244	False	False	True
Mohawk	moh	moha1258	False	False	True
Modern Hebrew	heb	hebr1245	False	False	True
Mocoví	moc	moco1246	False	False	True
Mocho	mhc	moch1257	False	False	True
Mlahsô	lhs	mlah1239	False	False	True
Mlabri	mra	mlab1235	False	False	True
Mizo	lus	lush1249	False	False	True
Miyako	mvi	miya1259	False	False	True
Miya	mkf	miya1266	False	False	True
Mitla Zapotec	zaw	mitl1236	False	False	True
Misool-Salawati Ma'ya	slz	maya1282	False	False	True
Misima-Paneati	mpx	misi1243	False	False	True
Miriwung	mep	miri1266	False	False	True
Minigir	vmg	mini1251	False	False	True
Min Nan Chinese	nan	minn1241	False	False	True
Miluk	iml	milu1241	False	False	True
Milang	NOCODE_Milang	mila1245	False	False	True
Middle Mongol	xng	midd1351	False	False	True
Middle High German	gmh	midd1343	False	False	True
Middle English	enm	midd1317	False	False	True
Michoacán Nahuatl	ncl	mich1245	False	False	True
Mian	mpt	mian1256	False	False	True
Miami	mia	miam1252	False	False	True
Mi'kmaq	mic	mikm1235	False	False	True
Mewati	wtm	mewa1250	False	False	True
Mewari	mtr	mewa1249	False	False	True
Meskwaki	sac	mesk1242	False	False	True
Mescalero-Chiricahua Apache	apm	mesc1238	False	False	True
Mesaka	iyo	mesa1245	False	False	True
Meriam	ulk	meri1244	False	False	True
Merei	lmb	mere1242	False	False	True
Menominee	mez	meno1252	False	False	True
Mende (Sierra Leone)	men	mend1266	False	False	True
Mende (Papua New Guinea)	sim	mend1268	False	True	False
Melo	mfx	melo1242	False	False	True
Mele-Fila	mxe	mele1250	False	False	True
Mekeo	mek	meke1243	False	False	True
Mekens	skf	saki1248	False	False	True
Mehri	gdq	mehr1241	False	False	True
Mednyj Aleut	mud	medn1235	False	False	True
Me'en	mym	meen1242	False	False	True
Mbula	mna	mbul1263	False	False	True
Mbukushu	mhw	mbuk1240	False	False	True
Mbugwe	mgz	mbug1242	False	False	True
Mbugu	mhd	mbug1240	False	False	True
Mbre	mka	mbre1244	False	False	True
Mbosi	mdw	mbos1242	False	False	True
Mbe	mfo	mbee1249	False	False	True
Mbay	myb	mbay1241	False	False	True
Mbalanhu	lnb	mbal1255	False	False	True
Mbabaram	vmb	mbab1239	False	False	True
Mazanderani	mzn	maza1291	False	False	True
Mayogo	mdm	mayo1261	False	False	True
Mayo	mfy	mayo1264	False	False	True
Matumbi	mgw	matu1259	False	False	True
Mattole	mvb	matt1238	False	False	True
Matsés	mcf	mats1244	False	False	True
Matigsalug Manobo	mbt	mati1250	False	False	True
Matbat	xmt	matb1237	False	False	True
Masai	mas	masa1300	False	False	True
Marwari (India)	rwr	marw1260	False	False	True
Maru	mhx	maru1249	False	False	True
Martuthunira	vma	mart1255	False	False	True
Martu Wangka	mpj	mart1256	False	False	True
Marithiel	mfr	mari1424	False	False	True
Maring	nng	mari1416	False	False	True
Marik	dad	mari1428	False	False	True
Maricopa	mrc	mari1440	False	False	True
Maria (India)	mrr	mari1414	False	False	True
Marathi	mar	mara1378	False	False	True
Maranunggu	zmr	mara1386	False	False	True
Maranao	mrw	mara1404	False	False	True
Maram Naga	nma	mara1379	False	False	True
Maragus	mrs	mara1399	False	False	True
Maraghei	vmh	mara1373	False	False	True
Mara	mec	mara1385	False	False	True
Mara Chin	mrh	mara1382	False	False	True
Mar Paharia of Dumka	mkb	malp1246	False	False	True
Mapos Buang	bzh	mapo1242	False	False	True
Mape	mlh	mape1249	False	False	True
Maori	mri	maor1246	False	False	True
Maore Comorian	swb	maor1244	False	True	False
Manyika	mxc	many1258	False	False	True
Manx	glv	manx1243	False	False	True
Manus Koro	kxr	bowa1234	False	False	True
Manumanaw Karen	kxf	manu1255	False	True	False
Mansaka	msk	mans1262	False	False	True
Maniq	tnz	tong1308	False	False	True
Manipuri	mni	mani1292	False	False	True
Mangghuer	NOCODE_Mangghuer	minh1238	False	False	True
Mangbetu	mdj	mang1394	False	False	True
Mangala	mem	mang1383	False	False	True
Manga Kanuri	kby	mang1399	False	False	True
Mandinka	mnk	mand1436	False	False	True
Mandeali	mjl	mand1409	False	False	True
Mandaya	mry	kara1489	False	False	True
Mandarin Chinese	cmn	mand1415	False	False	True
Mandari	mqu	mand1425	False	False	True
Mandara	tbf	mand1440	False	False	True
Mandan	mhq	mand1446	False	False	True
Manchu	mnc	manc1252	False	False	True
Manange	nmm	mana1288	False	False	True
Manambu	mle	mana1298	False	False	True
Manam	mva	mana1295	False	False	True
Mampruli	maw	mamp1244	False	False	True
Mambai	mcs	mamb1294	False	False	True
Mambae	mgm	mamb1306	False	False	True
Mamanwa	mmn	mama1275	False	False	True
Mam	mam	mamm1241	False	False	True
Malvi	mup	malv1243	False	False	True
Malinaltepec Me'phaa	tcf	mali1285	False	False	True
Mali	gcc	mali1284	False	False	True
Malgana	vml	malg1242	False	False	True
Maleu-Kilenge	mgl	male1289	False	False	True
Malecite-Passamaquoddy	pqm	male1292	False	False	True
Male (Ethiopia)	mdy	male1284	False	False	True
Malayo	mbp	mala1522	False	False	True
Malayalam	mal	mala1464	False	False	True
Malay, Manado	xmm	mala1481	False	False	True
Malawi Lomwe	lon	mala1256	False	False	True
Malavedan	mjr	mala1463	False	False	True
Malacca-Batavia Portuguese Creole	mcm	mala1533	False	False	True
Makonde	kde	mako1251	False	False	True
Makhuwa-Meetto	mgh	makh1261	False	False	True
Makhuwa	vmw	makh1264	False	False	True
Makasar	mak	maka1311	False	False	True
Makah	myh	maka1318	False	False	True
Makaa	mcp	maka1304	False	False	True
Mak (China)	mkg	makc1235	False	False	True
Majhi	mjz	majh1253	False	False	True
Majang	mpe	maja1242	False	False	True
Maithili	mai	mait1250	False	False	True
Mairasi	zrs	nucl1594	False	False	True
Maipure-Avane	NOCODE_Maipure	maip1247	False	False	True
Mailu	mgu	mail1248	False	False	True
Maijiki	ore	orej1242	False	False	True
Mahasu Pahari	bfz	maha1287	False	False	True
Maguindanao	mdh	magu1243	False	False	True
Magahi	mag	maga1260	False	False	True
Mag-Anchi Ayta	sgb	maga1263	False	False	True
Madurese	mad	nucl1460	False	False	True
Madngele	zml	madn1237	False	False	True
Macushi	mbc	macu1259	False	False	True
Macedonian	mkd	mace1250	False	False	True
Ma'anyan	mhy	maan1238	False	False	True
Lydian	xld	lydi1241	False	False	True
Lycian A	xlc	lyci1241	False	False	True
Luyi	lyn	luya1241	False	False	True
Luvale	lue	luva1239	False	False	True
Lusi	khl	lusi1240	False	False	True
Luo (Kenya and Tanzania)	luo	luok1236	False	False	True
Lundayeh	lnd	lund1271	False	False	True
Lunda	lun	lund1266	False	False	True
Luiseno	lui	luis1253	False	False	True
Lubuagan Kalinga	knb	lubu1243	False	False	True
Luba-Lulua	lua	luba1249	False	False	True
Luba-Katanga	lub	luba1250	False	False	True
Lowland Oaxaca Chontal	clo	lowl1260	False	False	True
Lower Tanana	taa	lowe1425	False	False	True
Lower Silesian	sli	lowe1388	False	False	True
Lower Grand Valley Dani	dni	lowe1415	False	False	True
Lower Chehalis	cea	lowe1427	False	False	True
Louisiana Creole French	lou	loui1240	False	False	True
Lotha Naga	njh	loth1237	False	False	True
Lote	uvl	lote1237	False	True	False
Loniu	los	loni1238	False	False	True
Longgu	lgu	long1395	False	False	True
Lolak	llq	lola1250	False	False	True
Lokono	arw	araw1276	False	False	True
Logo	log	logo1259	False	False	True
Lodhi	lbm	lodh1246	False	False	True
Liv	liv	livv1244	False	True	False
Lithuanian	lit	lith1251	False	False	True
Lisu	lis	lisu1250	False	False	True
Linngithigh	lnj	leni1238	False	False	True
Limos Kalinga	kmk	limo1248	False	False	True
Limonese Creole	qlm	limo1249	False	False	True
Limbum	lmp	limb1268	False	False	True
Lijili	mgi	liji1238	False	False	True
Libyan Arabic	ayl	liby1240	False	False	True
Libinza	liz	libi1244	False	False	True
Liberia Kpelle	xpe	libe1247	False	False	True
Liangmai Naga	njn	lian1251	False	False	True
Lhomi	lhm	lhom1239	False	False	True
Lewotobi	lwt	lewo1244	False	False	True
Lese	les	lese1243	False	False	True
Lepcha	lep	lepc1244	False	False	True
Lengua Sur	enx	sout2989	False	False	True
Lengo	lgr	leng1259	False	False	True
Lenakel	tnl	lena1238	False	False	True
Lemeting	beg	bela1260	False	False	True
Lembena	leq	lemb1266	False	True	False
Lele (Chad)	lln	lele1276	False	False	True
Leh Ladakhi	lbj	lada1244	False	False	True
Lega-Shabunda	lea	lega1249	False	False	True
Lealao Chinantec	cle	leal1235	False	False	True
Laz	lzz	lazz1240	False	False	True
Lavukaleve	lvk	lavu1241	False	False	True
Lavia-Awalai-Damangnuo Awa	vwa	awac1238	False	False	True
Laven	lbo	lave1248	False	False	True
Latin	lat	lati1261	False	False	True
Lashi	lsi	lash1243	False	True	False
Larike-Wakasihu	alo	lari1255	False	False	True
Lardil	lbz	lard1243	False	False	True
Lao	lao	laoo1244	False	False	True
Lango (Uganda)	laj	lang1324	False	False	True
Lampung Api	ljp	lamp1243	False	False	True
Lamnso'	lns	lamn1239	False	False	True
Lamkang	lmk	lamk1238	False	False	True
Lamenu	lmu	lame1260	False	False	True
Lambadi	lmn	lamb1269	False	False	True
Lamba	lam	lamb1271	False	False	True
Lamaholot	slp	lama1277	False	False	True
Lama (Togo)	las	lama1275	False	False	True
Lala-Bisa	leb	lala1264	False	False	True
Lala	nrz	lala1268	False	False	True
Lakota	lkt	lako1247	False	False	True
Lake Miwok	lmw	lake1258	False	False	True
Lak	lbe	lakk1252	False	False	True
Laiyolo	lji	laiy1246	False	False	True
Lahu	lhu	lahu1253	False	False	True
Lacandon	lac	laca1243	False	False	True
Labuk-Kinabatangan Kadazan	dtb	labu1249	False	False	True
Labu	lbu	labu1248	False	False	True
Kâte	kmg	kate1253	False	False	True
Kyaka	kyc	kyak1244	False	False	True
Kwoma	kmo	kwom1262	False	False	True
Kwini	gww	kwin1241	False	False	True
Kwara'ae	kwf	kwar1239	False	False	True
Kwangali	kwn	kwan1273	False	True	False
Kwamera	tnk	kwam1252	False	False	True
Kwak'wala	kwk	kwak1269	False	False	True
Kwaio	kwd	kwai1243	False	False	True
Kwadi	kwz	kwad1244	False	False	True
Kuy	kdt	kuyy1240	False	False	True
Kuvi	kxv	kuvi1243	False	False	True
Kuungkari of Barcoo River	lku	kuun1236	False	False	True
Kutep	kub	kute1248	False	False	True
Kutenai	kut	kute1249	False	False	True
Kusunda	kgg	kusu1250	False	False	True
Kurukh	kru	kuru1301	False	False	True
Kurtokha	xkz	kurt1248	False	False	True
Kurrama	vku	kurr1243	False	False	True
Kupsabiny	kpz	kups1238	False	False	True
Kupia	key	kupi1238	False	False	True
Kupang Malay	mkn	kupa1239	False	False	True
Kuot	kto	kuot1243	False	False	True
Kuo	xuo	kuoo1238	False	False	True
Kunjen	kjn	kunj1245	False	False	True
Kung	kfl	kung1260	False	False	True
Kunbarlang	wlg	kunb1251	False	False	True
Kumzari	zum	kumz1235	False	False	True
Kumbainggar	kgs	kumb1268	False	False	True
Kumarbhag Paharia	kmj	kuma1274	False	False	True
Kuman	kue	kuma1280	False	False	True
Kumam	kdi	kuma1275	False	False	True
Kulungtfu-Yuanggeng-Tobo	kgf	kube1244	False	False	True
Kulung (Nepal)	kle	kulu1253	False	False	True
Kullu Pahari	kfx	kull1236	False	False	True
Kuku-Yalanji	gvn	kuku1273	False	False	True
Kuku-Uwanh	uwa	kuku1280	False	False	True
Kuku-Muminh	xmh	kuku1283	False	False	True
Kuku	ukv	kuku1285	False	False	True
Kukatja	kux	kuka1246	False	False	True
Kui (India)	kxu	kuii1252	False	False	True
Kuanua	ksd	kuan1248	False	False	True
Kryz	kry	kryt1240	True	False	False
Kriol	rop	krio1252	False	False	True
Krio	kri	krio1253	False	False	True
Kpan	kpk	kpan1246	False	False	True
Koyukon	koy	koyu1237	False	False	True
Koyraboro Senni Songhai	ses	koyr1242	False	False	True
Koyra Chiini Songhay	khq	koyr1240	False	False	True
Koya	kff	koya1251	False	False	True
Kove	kvc	kove1237	False	False	True
Kotia-Adivasi Oriya-Desiya	ort	adiv1239	False	False	True
Kota (India)	kfe	kota1263	False	True	False
Kosraean	kos	kosr1238	False	False	True
Korku	kfq	kork1243	False	False	True
Korean	kor	kore1280	False	False	True
Korana	kqz	kora1292	False	False	True
Koorete	kqy	koor1239	False	False	True
Koonzime	ozm	koon1245	False	False	True
Konyak Naga	nbe	kony1248	False	False	True
Konso	kxc	kons1243	False	False	True
Kono (Guinea)	knu	kono1267	False	False	True
Konkan Marathi	knn	konk1267	False	False	True
Konda-Dora	kfc	kond1295	False	False	True
Komo (Democratic Republic of Congo)	kmw	komo1260	False	False	True
Komi-Zyrian	kpv	komi1268	False	False	True
Kombio	xbi	komb1272	False	False	True
Komba	kpf	komb1273	False	False	True
Kom (India)	kmm	komi1270	False	False	True
Koluwawa	klx	kolu1245	False	False	True
Kol (Cameroon)	biw	kolc1235	False	False	True
Kokata	ktd	koka1244	False	False	True
Kok-Nar	gko	kokn1236	False	False	True
Kok Borok	trp	kokb1239	False	False	True
Koitabu	kqi	koit1244	False	False	True
Koireng	nkd	koir1240	False	False	True
Kohumono	bcs	kohu1244	False	False	True
Kohistani Shina	plk	kohi1248	False	False	True
Kofyar	kwl	kofy1242	False	False	True
Koenoem	kcs	koen1239	False	True	False
Koda	cdz	koda1236	False	False	True
Kochila Tharu	thq	koch1247	False	False	True
Koch	kdq	koch1250	False	False	True
Koasati	cku	koas1236	False	False	True
Kman	mxj	miju1243	False	True	False
Klon	kyo	kelo1247	False	False	True
Klao	klu	klao1243	False	False	True
Klamath-Modoc	kla	klam1254	False	False	True
Kituba (Democratic Republic of Congo)	ktu	kitu1246	False	False	True
Kitja	gia	kitj1240	False	False	True
Kitan	zkt	kita1247	False	False	True
Kistane	gru	kist1241	False	False	True
Kirghiz	kir	kirg1245	False	False	True
Kire	geb	kire1240	False	False	True
Kipchak Urum	uum	urum1249	False	False	True
Kiowa	kio	kiow1266	False	False	True
Kinyarwanda	kin	kiny1244	False	False	True
Kinnauri	kfk	kinn1249	False	False	True
Kimaragang	kqr	kima1244	False	False	True
Kiliwa	klb	kili1268	False	False	True
Kilivila	kij	kili1267	False	False	True
Kilen	NOCODE_Kilen	kile1243	False	True	False
Kikuyu	kik	kiku1240	False	False	True
Kickapoo	kic	kick1244	False	False	True
Khün	kkh	khun1259	False	False	True
Khumi Chin	cnk	khum1248	False	False	True
Khoresh-e Rostam	okh	kore1279	False	True	False
Khoibu	nkb	khoi1251	False	False	True
Kho'ini	xkc	khoi1250	False	False	True
Khmu	kjg	khmu1256	False	False	True
Khengkha	xkf	khen1241	False	False	True
Khasi	kha	khas1269	False	False	True
Kharia Thar	ksy	khar1283	False	False	True
Kharam Naga	kfw	khar1288	False	False	True
Khandesi	khn	khan1272	False	False	True
Khamti	kht	kham1290	False	False	True
Khams Tibetan	khg	kham1282	False	False	True
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	kham1281	False	False	True
Khamba	kbg	kham1283	False	False	True
Khaling	klr	khal1275	False	False	True
Ket	ket	kett1243	False	False	True
Kesawai	xes	kesa1244	False	False	True
Kerinci	kvr	keri1250	False	False	True
Kemtuik	kmt	kemt1242	False	False	True
Kemak	kem	kema1243	False	True	False
Keley-i Kallahan	ify	kele1259	False	False	True
Kele-Foma	khy	kele1255	False	False	True
Kele (Papua New Guinea)	sbc	kele1258	False	False	True
Kelantan-Pattani Malay	mfa	patt1249	False	False	True
Keapara	khz	keap1239	False	False	True
Kazym-Berezover-Suryskarer Khanty	kca	khan1273	False	False	True
Kazakh	kaz	kaza1248	False	False	True
Kaytetye	gbb	kayt1238	False	False	True
Kayapó	txu	kaya1330	False	False	True
Kawi	kaw	kawi1241	False	False	True
Kawaiisu	xaw	kawa1283	False	False	True
Kaurna	zku	kaur1267	False	False	True
Kaulong	pss	kaul1240	False	False	True
Katë	bsh	kati1270	False	False	True
Katso	kaf	kats1235	False	False	True
Kato	ktw	kato1244	False	False	True
Katkari	kfu	katk1238	False	False	True
Kathmandu Valley Newari	new	newa1246	False	False	True
Kathlamet	NOCODE_Kathlamet	kath1253	False	False	True
Kasua	khs	kasu1251	False	False	True
Kaska	kkz	kask1239	False	False	True
Kashubian	csb	kash1274	False	False	True
Kashmiri	kas	kash1277	False	False	True
Kashaya	kju	kash1280	False	False	True
Kasem	xsm	kase1253	False	False	True
Karok	kyh	karo1304	False	False	True
Karo (Ethiopia)	kxh	karo1297	False	False	True
Karo (Brazil)	arr	karo1305	False	False	True
Kariyarra	vka	kari1304	False	False	True
Karingani	kgn	kari1303	False	False	True
Kari	kbj	kari1306	False	False	True
Karao	kyj	kara1487	False	False	True
Karankawa	zkk	kara1289	False	False	True
Karajá	kpj	kara1500	False	False	True
Karadjeri	gbd	kara1476	False	False	True
Karachay-Balkar	krc	kara1465	False	False	True
Kara (Papua New Guinea)	leu	kara1486	False	False	True
Kaqchikel	cak	kaqc1270	False	False	True
Kapriman	dju	kapr1245	False	False	True
Kapingamarangi	kpg	kapi1249	False	False	True
Kaonde	kqn	kaon1241	False	False	True
Kansa	ksk	kans1243	False	False	True
Kannada	kan	nucl1305	False	False	True
Kanite	kmu	kani1286	False	False	True
Kanikkaran	kev	kani1275	False	False	True
Kangri	xnr	kang1280	False	False	True
Kanembu	kbl	kane1243	False	False	True
Kanasi	soq	kana1288	False	False	True
Kamu	xmu	kamu1258	False	False	True
Kambera	xbr	kamb1299	False	False	True
Kamba (Kenya)	kam	kamb1297	False	False	True
Kamasau	kms	kama1367	False	False	True
Kamas-Koibal	xas	kama1351	False	False	True
Kamara	jmr	kama1357	False	False	True
Kamano	kbq	kama1370	False	False	True
Kaluli	bco	kalu1248	False	False	True
Kalo Finnish Romani	rmf	kalo1256	False	False	True
Kalkutung	ktg	kalk1246	False	False	True
Kalispel-Pend d'Oreille	fla	kali1308	False	False	True
Kalasha	kls	kala1372	False	False	True
Kalam	kmh	kala1397	False	False	True
Kalagan	kqe	kala1388	False	False	True
Kalaallisut	kal	kala1399	False	False	True
Kala Lagaw Ya	mwp	kala1377	False	False	True
Kakua	cbv	cacu1241	False	False	True
Kaki Ae	tbd	kaki1249	False	False	True
Kajkavian	kjv	kajk1237	False	False	True
Kajali	xkj	kaja1247	False	True	False
Kaiwá	kgk	kaiw1246	False	True	False
Kairiru	kxa	kair1263	False	False	True
Kagayanen	cgc	kaga1256	False	False	True
Kadiwéu	kbc	kadi1248	False	False	True
Kadazan Dusun	dtp	cent2100	False	False	True
Kadar	kej	kada1242	False	False	True
Kacipo-Balesi	koe	kaci1244	False	False	True
Kachari	xac	kach1279	False	False	True
Kachama-Ganjule-Haro	kcx	kach1284	False	False	True
Kabuverdianu	kea	kabu1256	False	True	False
Kabikabi	gbw	kabi1260	False	False	True
Kabardian	kbd	kaba1278	False	False	True
K'iche'	quc	kich1262	False	False	True
Jur Modo	bex	jurm1239	False	False	True
Juquila Mixe	mxq	juqu1238	False	False	True
Jukun Takum	jbu	juku1254	False	False	True
Judeo-Yemeni Arabic	jye	jude1267	False	False	True
Judeo-Moroccan Arabic	aju	jude1265	False	False	True
Judeo-Iraqi Arabic	yhd	jude1266	False	False	True
Juang	jun	juan1238	False	False	True
Jowulu	jow	jowu1238	False	False	True
Jola-Fonyi	dyo	jola1263	False	False	True
Jju	kaj	jjuu1238	False	False	True
Jita	jit	jita1239	False	False	True
Jina	jia	jina1244	False	False	True
Jicarilla Apache	apj	jica1244	False	False	True
Jibbali	shv	sheh1240	False	False	True
Jejueo	jje	jeju1234	False	False	True
Jehai	jhi	jeha1242	False	False	True
Jeh	jeh	jehh1245	False	False	True
Jedek	NOCODE_Jedek	jede1239	False	False	True
Javanese	jav	java1254	False	False	True
Jaru	ddj	jaru1254	False	False	True
Japanese	jpn	nucl1643	False	False	True
Jamsay Dogon	djm	jams1239	False	False	True
Jaminjung-Ngaliwurru	djd	djam1255	False	False	True
Jamiltepec Mixtec	mxt	jami1235	False	False	True
Jamamadí	jaa	jama1261	False	False	True
Jamaican Creole English	jam	jama1262	False	False	True
Jalkunan	bxl	jalk1242	False	False	True
Izon	ijc	izon1238	False	False	True
Iyo	nca	iyoo1238	False	True	False
Ixtenco Otomi	otz	ixte1237	False	False	True
Ixil	ixl	ixil1251	False	False	True
Iwal	kbm	iwal1237	False	False	True
Iwaidja	ibd	iwai1244	False	False	True
Ivbie North-Okpela-Arhe	atg	ivbi1241	False	False	True
Iu Mien	ium	iumi1238	False	False	True
Itzá	itz	itza1241	False	False	True
Itonama	ito	iton1250	False	False	True
Itawit	itv	itaw1240	False	False	True
Italian	ita	ital1282	False	False	True
Isthmus Zapotec	zai	isth1244	False	False	True
Isnag	isd	isna1241	False	False	True
Island Carib	crb	isla1278	False	False	True
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	False	False	True
Irántxe-Münkü	irn	iran1263	False	False	True
Irish	gle	iris1253	False	False	True
Iraya	iry	iray1237	False	False	True
Irarutu	irh	irar1238	False	False	True
Iquito	iqu	iqui1243	False	False	True
Ipai	NOCODE_Ipai	ipai1240	False	False	True
Iowa-Oto	iow	iowa1245	False	False	True
Inor	ior	inor1238	False	False	True
Inland-Buhi-Daraga Bikol	bhk	alba1269	False	False	True
Ineseño	inz	ines1240	False	False	True
Indus Kohistani	mvy	indu1241	False	False	True
Indonesian Bajau	bdl	indo1317	False	False	True
Indo-Aryan Kinnauri	kjo	hari1246	False	True	False
Inari Sami	smn	inar1241	False	False	True
Inabaknon	abx	inab1237	False	False	True
Imperial Aramaic (700-300 BCE)	arc	impe1235	False	False	True
Imbongu	imo	imbo1238	False	False	True
Iloko	ilo	ilok1237	False	False	True
Ilianen Manobo	mbi	ilia1236	False	False	True
Ili Turki	ili	ilit1241	False	False	True
Ila	ilb	ilaa1246	False	False	True
Ikulu	ikl	ikul1238	False	True	False
Ik	ikx	ikkk1242	False	False	True
Igor Ossetian	oss	iron1242	False	False	True
Igede	ige	iged1239	False	True	False
Iduna	viv	idun1242	False	False	True
Idun	ldb	idun1241	False	False	True
Idu	clk	idum1241	False	False	True
Idoma	idu	idom1241	False	False	True
Idi	idi	idii1243	False	False	True
Ida'an	dbj	idaa1241	False	False	True
Icelandic	isl	icel1247	False	False	True
Ibibio	ibb	ibib1240	False	False	True
Ibatan	ivb	ibat1238	False	False	True
Ibanag	ibg	iban1267	False	False	True
Ibaloi	ibl	ibal1244	False	False	True
Iau	tmu	iauu1242	False	False	True
Iaai	iai	iaai1238	False	False	True
I'saka	ksi	kris1246	False	False	True
Hurrian	xhu	hurr1240	False	False	True
Huron-Wyandot	wya	wyan1247	False	False	True
Hupa	hup	hupa1239	False	False	True
Hup	jup	hupd1244	False	False	True
Hungu	hng	hung1280	False	True	False
Hungana	hum	hung1278	False	False	True
Hun-Saare	dud	huns1239	False	False	True
Humburi Senni Songhay	hmb	humb1243	False	False	True
Hulaulá	huy	hula1244	False	False	True
Huehuetla Tepehua	tee	hueh1236	False	False	True
Huaylla Wanca Quechua	qvw	huay1241	True	False	False
Huautla Mazatec	mau	huau1238	False	False	True
Huastec	hus	huas1242	False	False	True
Huarijio	var	huar1255	False	False	True
Huambisa	hub	huam1247	False	False	True
Huallaga Huánuco Quechua	qub	hual1241	False	False	True
Hre	hre	hree1244	False	False	True
Hrangkhol	hra	hran1239	False	False	True
Hozo	hoz	hozo1236	False	False	True
Hote	hot	hote1245	False	False	True
Hopi	hop	hopi1249	False	False	True
Hokkaido Ainu	ain	ainu1240	False	False	True
Ho-Chunk	win	hoch1243	False	False	True
Ho	hoc	hooo1248	False	False	True
Hmong Njua	hnj	hmon1264	False	False	True
Hmong Daw	mww	hmon1333	False	False	True
Hmar	hmr	hmar1241	False	False	True
Hlai	lic	hlai1239	False	False	True
Hittite	hit	hitt1242	False	False	True
Hindi	hin	hind1269	False	False	True
Hills Karbi	mjw	karb1241	False	False	True
Hiligaynon	hil	hili1240	False	False	True
Hijazi Arabic	acw	hija1235	False	False	True
Highland Puebla Nahuatl	azz	high1278	False	False	True
Highland Popoluca	poi	high1276	False	False	True
Highland Oaxaca Chontal	chd	high1242	False	False	True
Hieroglyphic Luwian	hlu	hier1240	False	False	True
Hidatsa	hid	hida1246	False	False	True
Hezhou	NOCODE_Hezhou	hezh1244	False	False	True
Hewa	ham	hewa1241	False	False	True
Hdi	xed	hdii1240	False	False	True
Hazaragi	haz	haza1239	False	False	True
Haya	hay	haya1250	False	False	True
Hawu	hvn	sabu1255	False	False	True
Hawkesbury	xda	hawk1239	False	False	True
Hawaiian	haw	hawa1245	False	False	True
Havasupai-Walapai-Yavapai	yuf	hava1248	False	False	True
Hausa	hau	haus1257	False	False	True
Hatang Kayi	agv	remo1247	False	False	True
Hatam	had	hata1243	False	False	True
Hassaniyya	mey	hass1238	False	True	False
Haryanvi	bgc	hary1238	False	False	True
Hano	lml	hano1246	False	False	True
Hanis	csz	coos1249	False	False	True
Hamtai	hmt	hamt1247	False	False	True
Hamer-Banna	amf	hame1242	False	False	True
Halkomelem	hur	halk1245	False	False	True
Halia	hla	hali1244	False	False	True
Halh Mongolian	khk	halh1238	False	False	True
