Language	ISO 639-3	Glottocode	nasal_consonant	occlusive	oral_consonant	plosive	stop
Virgin Islands Creole English	vic	virg1240	False	False	False	False	True
Vincentian Creole English	svc	vinc1243	False	False	False	True	False
Vietnamese	vie	viet1252	False	False	False	False	True
Ventureño	veo	vent1242	False	False	False	False	True
Venetic	xve	vene1257	False	False	False	False	True
Varhadi-Nagpuri	vah	varh1239	False	False	False	False	True
Vagla	vag	vagl1239	False	False	False	False	True
Vaghri	vgr	vagh1246	False	False	False	False	True
Vafsi	vaf	vafs1240	False	False	False	False	True
Vach-Vasjugan	NOCODE_Vach-Vasjugan	fare1244	False	False	False	False	True
Usarufa	usa	usar1243	False	False	False	False	True
Urdu	urd	urdu1245	False	False	False	False	True
Urartian	xur	urar1245	False	False	False	False	True
Upper Taromi	tov	uppe1235	False	False	False	False	True
Upper Necaxa Totonac	tku	uppe1275	False	False	False	False	True
Upper Chinookan	wac	wasc1239	False	False	False	False	True
Upper Chehalis	cjh	uppe1439	False	False	False	False	True
Unserdeutsch	uln	unse1236	False	False	False	False	True
Uneapa	bbn	unea1237	False	False	False	False	True
Unami	unm	unam1242	False	False	False	False	True
Una	mtg	unaa1239	False	False	False	False	True
Umiray Dumaget Agta	due	umir1236	False	False	False	False	True
Umbugarla	umr	umbu1235	False	False	False	False	True
Umbrian	xum	umbr1253	False	False	False	False	True
Umatilla	uma	umat1237	False	False	False	False	True
Umanakaina	gdn	uman1240	False	False	False	False	True
Ulithian	uli	ulit1238	False	False	False	False	True
Uighur	uig	uigh1240	False	False	False	False	True
Ugaritic	uga	ugar1238	False	False	False	False	True
Udmurt	udm	udmu1245	False	False	False	True	False
Udi	udi	udii1243	False	False	False	False	True
Tày	tyz	tayy1238	False	False	False	False	True
Tzotzil	tzo	tzot1259	False	False	False	False	True
Tzeltal	tzh	tzel1254	False	False	False	False	True
Tyap	kcg	tyap1238	False	False	False	False	True
Tweed-Albert	xjb	twee1234	False	False	False	False	True
Tututni	tuu	tutu1242	False	False	False	False	True
Tutelo	tta	tute1247	False	False	False	False	True
Tuscarora	tus	tusc1257	False	False	False	False	True
Turks And Caicos Creole English	tch	turk1310	False	False	False	False	True
Turkmen	tuk	turk1304	False	False	False	False	True
Turkish	tur	nucl1301	False	False	False	False	True
Turkic Khalaj	klj	turk1303	False	False	False	False	True
Turkana	tuv	turk1308	False	False	False	False	True
Tunisian Arabic	aeb	tuni1259	False	False	False	False	True
Tunica	tun	tuni1252	False	False	False	False	True
Tungurahua Highland Quichua	qxl	sala1272	False	False	False	False	True
Tunen	tvu	tune1261	False	False	False	False	True
Tundra Nenets	yrk	nene1249	False	False	False	False	True
Tulu	tcy	tulu1258	False	False	False	False	True
Tule-Kaweah Yokuts	NOCODE_Tule-Kaweah	tule1245	False	False	False	False	True
Tugun	tzn	tugu1245	False	False	False	False	True
Tucano	tuo	tuca1252	False	False	False	False	True
Tswa	tsc	tswa1255	False	False	False	False	True
Tsuvadi	tvd	tsuv1239	False	False	False	False	True
Tsou	tsu	tsou1248	False	False	False	False	True
Tshobdun	NOCODE_Tshobdun	tsho1240	False	False	False	False	True
Tshangla	tsj	tsha1245	False	False	False	False	True
Tsez	ddo	dido1241	False	False	False	False	True
Tsafiki	cof	colo1256	False	False	False	False	True
Trinidadian Creole English	trf	trin1276	False	False	False	True	False
Touo	tqu	touo1238	False	False	False	True	False
Torres Strait Creole	tcs	torr1261	False	False	False	False	True
Torau	ttu	tora1259	False	False	False	False	True
Tonkawa	tqw	tonk1249	False	False	False	False	True
Tonga (Tonga Islands)	ton	tong1325	False	False	False	False	True
Tolowa-Chetco	tol	tolo1259	False	False	False	False	True
Tolomako	tlm	tolo1255	False	False	False	False	True
Tol	jic	toll1241	False	False	False	False	True
Tokelau	tkl	toke1240	False	False	False	False	True
Tok Pisin	tpi	tokp1240	False	False	False	False	True
Tojolabal	toj	tojo1241	False	False	False	False	True
Tohono O'odham	ood	toho1245	False	False	False	False	True
Tobati	tti	toba1266	False	False	False	False	True
Toba	tob	toba1269	False	False	False	False	True
Tlingit	tli	tlin1245	False	False	False	False	True
Tlaxcala-Puebla-Central Nahuatl	nhn	cent2132	False	False	False	False	True
Tlachichilco Tepehua	tpt	tlac1235	False	False	False	False	True
Tiwi	tiw	tiwi1244	False	False	False	False	True
Tiwa (India)	lax	tiwa1253	False	False	False	False	True
Titan	ttv	tita1241	False	False	False	False	True
Tipai	dih	kumi1248	False	False	False	False	True
Timucua	tjm	timu1245	False	False	False	False	True
Timor Pidgin	tvy	timo1258	False	False	False	False	True
Timne	tem	timn1235	False	False	False	False	True
Timbe	tim	timb1251	False	False	False	False	True
Tilung	tij	tilu1238	False	False	False	False	True
Tillamook	til	till1254	False	False	False	False	True
Tikopia	tkp	tiko1237	False	False	False	False	True
Tikhak	NOCODE_Tikhak	tikh1243	False	False	False	True	False
Tigrinya	tir	tigr1271	False	False	False	False	True
Tigak	tgc	tiga1245	False	False	False	False	True
Tifal	tif	tifa1245	False	False	False	False	True
Tibetan	bod	tibe1272	False	False	False	False	True
Thulung	tdh	thul1246	False	False	False	False	True
Thompson	thp	thom1243	False	False	False	False	True
Thavung	thm	aheu1239	False	False	False	False	True
Thai	tha	thai1261	False	False	False	False	True
Texistepec Popoluca	poq	texi1237	False	False	False	False	True
Tetun Dili	tdt	tetu1246	False	False	False	False	True
Tetelcingo Nahuatl	nhg	tete1251	False	False	False	False	True
Teso	teo	teso1249	False	False	False	False	True
Ternateño	tmg	tern1248	False	False	False	True	False
Termanu	twu	term1237	False	False	False	False	True
Teribe	tfr	teri1250	False	False	False	False	True
Terena-Kinikinao-Chane	ter	tere1279	False	False	False	False	True
Tera	ttr	tera1251	False	False	False	False	True
Tepeuxila Cuicatec	cux	tepe1280	False	False	False	False	True
Tepecano	tep	tepe1278	False	False	False	False	True
Temi	soz	temi1247	False	False	False	False	True
Telugu	tel	telu1262	False	False	False	False	True
Telefol	tlf	tele1256	False	False	False	False	True
Teiwa	twe	teiw1235	False	False	False	False	True
Tehuelche	teh	tehu1242	False	False	False	False	True
Tedim Chin	ctd	tedi1235	False	False	False	False	True
Tboli	tbl	tbol1240	False	False	False	False	True
Tayart Tamajeq	thz	taya1257	False	False	False	False	True
Tawra	mhu	diga1241	False	False	False	False	True
Tawallammat Tamajaq	ttq	tawa1286	False	False	False	False	True
Tausug	tsg	taus1251	False	False	False	False	True
Taulil	tuh	taul1251	False	False	False	False	True
Tarao	tro	tara1313	False	False	False	False	True
Taos Northern Tiwa	twf	nort1550	False	False	False	False	True
Tanudan Kalinga	kml	lowe1412	False	False	False	False	True
Tangut	txg	tang1334	False	False	False	False	True
Tangam	NOCODE_Tangam	tang1377	False	False	False	False	True
Tanaina	tfn	tana1289	False	False	False	False	True
Tamil	tam	tami1289	False	False	False	False	True
Tamasheq	taq	tama1365	False	False	False	False	True
Talise	tlr	tali1259	False	False	False	True	False
Talaud	tld	tala1285	False	False	False	False	True
Talaandig-Binukid	bkd	binu1244	False	False	False	False	True
Takuu	nho	taku1257	False	False	False	False	True
Takelma	tkm	take1257	False	False	False	False	True
Tairuma	uar	tair1256	False	False	False	False	True
Tainae	ago	tain1253	False	False	False	False	True
Tai Dón	twh	taid1250	False	False	False	False	True
Tai Dam	blt	taid1247	False	False	False	False	True
Tahltan	tht	tahl1239	False	False	False	False	True
Tahitian	tah	tahi1242	False	False	False	False	True
Tahaggart Tamahaq	thv	taha1241	False	False	False	False	True
Tagbanwa	tbw	tagb1258	False	False	False	False	True
Tagalog	tgl	taga1270	False	False	False	False	True
Tagabawa	bgs	taga1272	False	False	False	False	True
Tafi	tcd	tafi1243	False	False	False	False	True
Tachelhit	shi	tach1250	False	False	False	False	True
Tacana	tna	taca1256	False	False	False	False	True
Tabo	knv	tabo1241	False	False	False	False	True
Tabla	tnm	tabl1243	False	False	False	False	True
Tabaru	tby	taba1263	False	False	False	False	True
Ta'izzi-Adeni Arabic	acq	taiz1242	False	False	False	False	True
T'apo	lgn	opuu1239	False	False	False	False	True
Sô	sss	sooo1254	False	False	False	False	True
Sydney	xdk	sydn1236	False	False	False	False	True
Swedish	swe	swed1254	False	False	False	False	True
Swati	ssw	swat1243	False	False	False	False	True
Swampy Cree	csw	swam1239	False	False	False	False	True
Swahili	swh	swah1253	False	False	False	False	True
Svan	sva	svan1243	False	False	False	False	True
Sursurunga	sgz	surs1246	False	False	False	False	True
Surigaonon	sgd	suri1273	False	False	False	False	True
Surgut Khanty	NOCODE_Surgut-Khanty	surg1248	False	False	False	False	True
Sumi Naga	nsm	sumi1235	False	False	False	False	True
Sumerian	sux	sume1241	False	False	False	False	True
Sukur	syk	suku1272	False	False	False	False	True
Sui	swi	suii1243	False	False	False	False	True
Suena	sue	suen1241	False	False	False	False	True
Sudest	tgo	sude1239	False	False	False	False	True
Sud Oranais-Gourara	grr	tazn1238	False	False	False	True	False
Subtiaba	sut	subt1250	False	False	False	False	True
Standard Malay	zsm	stan1306	False	False	False	False	True
Standard Indonesian	ind	indo1316	False	False	False	False	True
Standard Arabic	arb	stan1318	False	False	False	False	True
Spokane	spo	spok1245	False	False	False	False	True
Spanish	spa	stan1288	False	False	False	False	True
Southwestern Dinka	dik	sout2832	False	False	False	False	True
Southern-Coastal Tsimshian	tsi	nucl1649	False	False	False	False	True
Southern Tiwa	tix	sout2961	False	False	False	False	True
Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	khan1277	False	False	False	False	True
Southern Sierra Miwok	skd	sout2985	False	False	False	False	True
Southern Sama	ssb	sout2918	False	False	False	False	True
Southern Puget Sound Salish	slh	sout2965	False	False	False	False	True
Southern Pashto	pbt	sout2649	False	False	False	False	True
Southern Pame	pmz	sout2999	False	False	False	False	True
Southern Kiwai	kjd	sout2949	False	False	False	False	True
Southern Jinghpaw	kac	kach1280	False	False	False	False	True
Southern Haida	hax	sout2956	False	False	False	False	True
Southern Gumuz	NOCODE_Southern-Gumuz	sout3236	False	False	False	False	True
Southern Ghale	ghe	sout2715	False	False	False	True	False
Southern Balochi	bcc	sout2642	False	False	False	False	True
Southern Bai	bfs	sout2730	False	False	False	False	True
Southern Alta	agy	sout2905	False	False	False	False	True
Southeastern Tepehuan	stp	sout2976	False	False	False	False	True
Southeastern Pomo	pom	sout2982	False	False	False	False	True
Southeast Ijo	ijs	sout2774	False	False	False	False	True
South-Central Koongo	kng	koon1244	False	False	False	False	True
South Nuaulu	nxl	sout2895	False	False	False	False	True
South Efate	erk	sout2856	False	False	False	False	True
South Bolivian Quechua	quh	sout2991	False	False	False	False	True
South Azerbaijani	azb	sout2697	False	False	False	False	True
Sora	srb	sora1254	False	False	False	False	True
Somali	som	soma1255	False	False	False	False	True
Soic	soj	soii1239	False	False	False	False	True
Sogdian	sog	sogd1245	False	False	False	False	True
Sobei	sob	sobe1238	False	False	False	False	True
So (Democratic Republic of Congo)	soc	sode1235	False	False	False	True	False
Slovak	slk	slov1269	False	False	False	False	True
Siyin Chin	csy	siyi1240	False	False	False	False	True
Siuslaw	sis	sius1254	False	False	False	False	True
Sio	xsi	sioo1240	False	False	False	False	True
Sinte-Manus Romani	rmo	sint1235	False	False	False	False	True
Sinhala	sin	sinh1246	False	False	False	False	True
Sinaugoro	snc	sina1266	False	False	False	False	True
Silacayoapan Mixtec	mks	sila1250	False	False	False	False	True
Siksika	bla	siks1238	False	False	False	False	True
Sikkimese	sip	sikk1242	False	False	False	False	True
Sie	erg	siee1239	False	False	False	False	True
Shwe Palaung	pll	shwe1236	False	False	False	False	True
Shuswap	shs	shus1248	False	False	False	False	True
Shumashti	sts	shum1235	False	True	False	False	False
Shughni	sgh	shug1248	False	True	False	False	False
Shoshoni	shh	shos1248	False	False	False	False	True
Shona	sna	shon1251	False	False	False	False	True
Sholaga	sle	shol1240	False	False	False	False	True
Shina	scl	shin1264	False	False	False	False	True
Shilluk	shk	shil1265	False	False	False	False	True
Shi	shr	shii1238	False	False	False	False	True
Shekhawati	swv	shek1243	False	False	False	False	True
Shawnee	sjw	shaw1249	False	False	False	False	True
Shatt	shj	shat1244	False	False	False	False	True
Shasta	sht	shas1239	False	False	False	False	True
Shambala	ksb	sham1280	False	False	False	False	True
Shahrudi	shm	shah1254	False	False	False	True	False
Serrano	ser	serr1255	False	False	False	False	True
Serbian-Croatian-Bosnian	hbs	sout1528	False	False	False	False	True
Seneca	see	sene1264	False	False	False	False	True
Sena	seh	nucl1396	False	False	False	False	True
Semai	sea	sema1266	False	False	False	False	True
Selepet	spl	sele1250	False	False	False	False	True
Selaru	slu	sela1259	False	False	False	False	True
Sechelt	sec	sech1246	False	False	False	False	True
Sebat Bet Gurage	sgw	seba1251	False	False	False	False	True
Sea Island Creole English	gul	gull1241	False	False	False	False	True
Scottish Gaelic	gla	scot1245	False	False	False	False	True
Scots	sco	scot1243	False	False	False	False	True
Saya	say	saya1246	False	False	False	False	True
Sawai	szw	sawa1247	False	False	False	False	True
Savosavo	svs	savo1255	False	False	False	False	True
Savi	sdg	savi1242	False	False	False	True	False
Saurashtra	saz	saur1248	False	False	False	False	True
Sauraseni Prakrit	psu	saur1252	False	False	False	False	True
Sartang	onp	sart1249	False	False	False	False	True
Sarsi	srs	sars1236	False	False	False	False	True
Sarikoli	srh	sari1246	False	False	False	False	True
Sarangani Blaan	bps	sara1326	False	False	False	False	True
Saraiki	skr	sera1259	False	False	False	False	True
Sapuan	spu	sapu1248	False	False	False	False	True
Santali	sat	sant1410	False	False	False	False	True
Santa María Quiegolani Zapotec	zpi	sant1451	False	False	False	False	True
Sanskrit	san	sans1269	False	False	False	False	True
Sankaran Maninka	msc	sank1253	False	False	False	False	True
Saniyo-Hiyewe	sny	sani1270	False	False	False	False	True
Sangisari	sgr	sang1315	False	False	False	False	True
Sangir	sxn	sang1336	False	False	False	False	True
Sandawe	sad	sand1273	False	False	False	False	True
Sanaani Arabic	ayn	sana1295	False	False	False	False	True
San Dionisio del Mar Huave	hve	sand1278	False	False	False	False	True
San Blas Kuna	cuk	sanb1242	False	False	False	False	True
Samoan	smo	samo1305	False	False	False	False	True
Samburu	saq	samb1315	False	False	False	True	False
Sambalpuri	spv	samb1325	False	False	False	False	True
Salinan	sln	sali1253	False	False	False	False	True
Sakizaya	szy	saki1247	False	False	False	False	True
Sakha	sah	yaku1245	False	False	False	False	True
Sajalong	sjl	saja1240	False	False	False	False	True
Saisiyat	xsy	sais1237	False	False	False	False	True
Saint Lucian Creole French	acf	sain1246	False	False	False	False	True
Sahu	saj	sahu1245	False	False	False	False	True
Sagalla	tga	saga1262	False	False	False	False	True
Safwa	sbk	safw1238	False	False	False	False	True
Safeyoka	apz	safe1240	False	False	False	False	True
Safaliba	saf	safa1243	False	False	False	False	True
Sadri	sck	sadr1248	False	False	False	False	True
Saaroa	sxr	saar1237	False	False	False	False	True
Saamia	lsm	saam1283	False	False	False	False	True
Sa'a	apb	saaa1240	False	False	False	False	True
Sa	sax	saaa1241	False	False	False	False	True
S'gaw Karen	ksw	sgaw1245	False	False	False	False	True
Rwa	rwk	rwaa1238	False	False	False	False	True
Russian	rus	russ1263	False	False	False	False	True
Russia Buriat	bxr	russ1264	False	False	False	False	True
Rumu	klq	rumu1243	False	False	False	False	True
Ruching Palaung	pce	ruch1235	False	False	False	False	True
Roviana	rug	rovi1238	False	False	False	False	True
Rotuman	rtm	rotu1241	False	False	False	False	True
Rongmei Naga	nbu	rong1266	False	False	False	False	True
Romansh	roh	roma1326	False	False	False	False	True
Riuk Bekati'	bei	beka1241	False	False	False	False	True
Ritarungo	rit	rita1239	False	False	False	False	True
Rerep	pgk	rere1240	False	False	False	False	True
Rengao	ren	reng1252	False	False	False	False	True
Reel	atu	reel1238	False	False	False	False	True
Rawang	raw	rawa1265	False	False	False	False	True
Raute	rau	raut1239	True	False	False	False	False
Rao	rao	raoo1244	False	False	False	False	True
Rangpuri	rkt	rang1265	False	False	False	True	False
Rama	rma	rama1270	False	False	False	False	True
Raji	rji	raji1240	False	False	False	True	False
Rajbanshi	rjs	rajb1243	False	False	False	False	True
Quiotepec Chinantec	chq	quio1240	False	False	False	False	True
Quinault	qun	quin1251	False	False	False	False	True
Quechan	yum	quec1382	False	False	False	False	True
Q'anjob'al	kjb	qanj1241	False	False	False	False	True
Pökoot	pko	poko1263	False	False	False	False	True
Päri	lkr	pari1256	False	False	False	False	True
Páez	pbb	paez1247	False	False	False	False	True
Pwo Western Karen	pwo	pwow1235	False	False	False	False	True
Pwo Eastern Karen	kjp	pwoe1235	False	False	False	False	True
Puyuma	pyu	puyu1239	False	False	False	False	True
Purum	pub	puru1266	False	False	False	False	True
Purepecha	tsz	pure1242	False	False	False	False	True
Purari	iar	pura1257	False	False	False	False	True
Pumé	yae	pume1238	False	False	False	False	True
Puluwatese	puw	pulu1242	False	False	False	False	True
Pular	fuf	pula1262	False	False	False	False	True
Pulaar	fuc	pula1263	False	False	False	False	True
Prai	prt	phai1238	False	False	False	True	False
Pouye	bye	pouy1238	False	False	False	True	False
Pottangi Ollar Gadaba	gdb	pott1240	False	False	False	False	True
Potawatomi	pot	pota1247	False	False	False	False	True
Portuguese	por	port1283	False	False	False	False	True
Port Sandwich	psw	port1285	False	False	False	False	True
Poqomchi'	poh	poqo1254	False	False	False	False	True
Popti'	jac	popt1235	False	False	False	False	True
Pohnpeian	pon	pohn1238	False	False	False	False	True
Plautdietsch	pdt	plau1238	False	False	False	False	True
Plateau Malagasy	plt	plat1254	False	False	False	False	True
Plains Cree	crk	plai1258	False	False	False	False	True
Pitta Pitta	pit	pitt1247	False	False	False	False	True
Pitjantjatjara	pjt	pitj1243	False	False	False	False	True
Pitcairn-Norfolk	pih	pitc1234	False	False	False	False	True
Pipil	ppl	pipi1250	False	False	False	False	True
Pintupi-Luritja	piu	pint1250	False	False	False	False	True
Pintiini	pti	pint1251	False	False	False	False	True
Pingelapese	pif	ping1243	False	False	False	False	True
Pinai-Hagahai	pnn	pina1252	False	False	False	True	False
Pima Bajo	pia	pima1248	False	False	False	False	True
Pilagá	plg	pila1245	False	False	False	False	True
Phrygian	xpg	phry1239	False	False	False	False	True
Pfaelzisch	pfl	pala1330	False	False	False	True	False
Peripheral Mongolian	mvf	peri1253	False	False	False	False	True
Peranakan Indonesian	pea	pera1256	False	False	False	False	True
Penrhyn	pnh	penr1237	False	False	False	False	True
Pennsylvania German	pdc	penn1240	False	False	False	False	True
Pech	pay	pech1241	False	False	False	False	True
Pazeh	pzh	kulo1237	False	False	False	False	True
Pawnee	paw	pawn1254	False	False	False	False	True
Patpatar	gfk	patp1243	False	False	False	False	True
Patep	ptp	pate1247	False	False	False	False	True
Parachi	prc	para1299	False	False	False	True	False
Papar	dpp	papa1268	False	False	False	False	True
Panytyima	pnw	pany1241	False	False	False	False	True
Pangwa Naga	nst	tase1235	False	False	False	False	True
Pangutaran Sama	slm	pang1291	False	False	False	False	True
Pangasinan	pag	pang1290	False	False	False	False	True
Pamplona Atta	att	pamp1244	False	False	False	False	True
Pampanga	pam	pamp1243	False	False	False	False	True
Pali	pli	pali1273	False	False	False	False	True
Palauan	pau	pala1344	False	False	False	False	True
Palantla Chinantec	cpa	pala1351	True	False	False	False	False
Paite Chin	pck	pait1244	False	False	False	False	True
Paipai	ppi	paip1241	False	False	False	False	True
Pahari Newari	phj	paha1257	False	False	False	False	True
Pacoh	pac	paco1243	False	False	False	False	True
Pacific Gulf Yupik	ems	paci1278	False	False	False	False	True
Pacaraos Quechua	qvp	paca1245	False	False	False	False	True
Paasaal	sig	paas1238	False	False	False	True	False
Paama	pma	paam1238	False	False	False	False	True
Paakantyi	drl	darl1243	False	False	False	False	True
Pa'a	pqa	paaa1242	False	False	False	False	True
Oyda	oyd	oyda1235	False	False	False	False	True
Owa	stn	owaa1237	False	False	False	False	True
Otuho	lot	otuh1238	False	False	False	False	True
Ottawa	otw	otta1242	False	False	False	False	True
Orya	ury	orya1242	False	False	False	False	True
Orowe	bpk	orow1242	False	False	False	False	True
Oroko	bdu	orok1266	False	False	False	False	True
Orok	oaa	orok1265	False	False	False	False	True
Oro Win	orw	orow1243	False	False	False	True	False
Oriya	ory	oriy1255	False	False	False	False	True
Ongota	bxe	bira1253	False	False	False	False	True
Oneida	one	onei1249	False	False	False	False	True
Omi	omi	omii1238	False	False	False	False	True
Omani Arabic	acx	oman1239	False	False	False	False	True
Omaha-Ponca	oma	omah1247	False	False	False	False	True
Omagua	omg	omag1248	False	False	False	False	True
Olo	ong	oloo1241	False	False	False	False	True
Old Uighur	oui	oldu1238	False	False	False	False	True
Old Tamil	oty	oldt1248	False	False	False	False	True
Old Sabellic	qhr	sabe1248	False	False	False	False	True
Old Russian	orv	oldr1238	False	False	False	False	True
Old Persian (ca. 600-400 B.C.)	peo	oldp1254	False	False	False	False	True
Old Nubian	onw	oldn1245	False	False	False	True	False
Old Norse	non	oldn1244	False	False	False	False	True
Old Mon	omx	oldm1242	False	False	False	False	True
Old Malay	NOCODE_Old-Malay	oldm1243	False	False	False	False	True
Old Latin	qbb	oldl1238	False	False	False	False	True
Old Japanese	ojp	oldj1239	False	False	False	False	True
Old Georgian	oge	oldg1234	False	False	False	False	True
Old Frisian	ofs	oldf1241	False	False	False	False	True
Old Chinese	och	oldc1244	False	False	False	False	True
Oksapmin	opm	oksa1245	False	False	False	False	True
Okolie	oie	okol1243	False	False	False	False	True
Okiek	oki	okie1245	False	False	False	False	True
Okanagan	oka	okan1243	False	False	False	False	True
Oirata	oia	oira1263	False	False	False	False	True
Oirad-Kalmyk-Darkhat	xal	kalm1243	False	False	False	False	True
Odual	odu	odua1238	False	False	False	True	False
Obdorsk Khanty	NOCODE_Obdorsk-Khanty	obdo1234	False	False	False	False	True
N||ng	ngh	nngg1234	False	False	False	False	True
Nzanyi	nja	nzan1240	False	False	False	False	True
Nyoro	nyo	nyor1246	False	False	False	False	True
Nyishi-Hill Miri	njz	nyis1236	False	False	False	False	True
Nyigina	nyh	nyig1240	False	False	False	False	True
Nyawaygi	nyt	nyaw1247	False	False	False	False	True
Nyaturu	rim	nyat1246	False	False	False	False	True
Nyanja	nya	nyan1308	False	False	False	False	True
Nyang'i	nyp	nyan1313	False	False	False	False	True
Nyambo	now	nyam1277	True	False	False	False	False
Nyahkur	cbn	nyah1250	False	False	False	False	True
Nuu-chah-nulth	nuk	nuuc1236	False	False	False	False	True
Nupe-Nupe-Tako	nup	nupe1254	False	False	False	False	True
Nung (Viet Nam)	nut	nung1283	False	False	False	False	True
Nukuoro	nkr	nuku1260	False	False	False	False	True
Nuer	nus	nuer1246	False	False	False	False	True
Nsong-Mpiin	soo	song1299	False	False	False	True	False
Nsenga	nse	nsen1242	False	False	False	False	True
Nottoway	ntw	nott1246	False	False	False	False	True
Norwegian	nor	norw1258	False	False	False	False	True
Northwestern Lingala	NOCODE_Northwestern-Lingala	nort3345	False	False	False	False	True
Northwest Sahaptin	yak	yaki1237	False	False	False	False	True
Northwest Maidu	mjd	nort2951	False	False	False	False	True
Northern Uzbek	uzn	nort2690	False	False	False	False	True
Northern Tshwa	hio	tsoa1238	False	False	False	False	True
Northern Tosk Albanian	als	tosk1239	False	False	False	False	True
Northern Thai	nod	nort2740	False	False	False	False	True
Northern Tepehuan	ntp	nort2959	False	False	False	False	True
Northern Straits Salish	str	stra1244	False	False	False	False	True
Northern Puebla Nahuatl	ncj	nort2957	False	False	False	False	True
Northern Pastaza Quichua	qvz	nort2973	False	False	False	False	True
Northern Pashto	pbu	nort2646	False	False	False	False	True
Northern Mansi	mns	mans1258	False	False	False	False	True
Northern Lushootseed	lut	lush1252	False	False	False	False	True
Northern Luri	lrc	nort2645	False	False	False	False	True
Northern Kurdish	kmr	nort2641	False	False	False	False	True
Northern Kankanay	xnn	nort2877	False	False	False	False	True
Northern Jinghpaw	sgp	sing1264	False	False	False	False	True
Northern Gumuz	guk	gumu1244	False	False	False	False	True
Northern Gondi	gno	nort2702	False	False	False	False	True
Northern Frisian	frr	nort2626	False	False	False	False	True
Northern Dagara	dgi	nort2780	False	False	False	False	True
Northern Conchucos Ancash Quechua	qxn	nort2979	False	False	False	False	True
Northeastern Thai	tts	nort2741	False	False	False	False	True
North-Central Talysh	tly	taly1247	False	False	False	True	False
North Tanna	tnn	nort2847	False	False	False	False	True
North Tairora	tbg	nort2920	False	False	False	False	True
North Moluccan Malay	max	nort2828	False	False	False	False	True
North Efate	llp	nort2836	False	False	False	False	True
North Azerbaijani	azj	nort2697	False	False	False	False	True
North Ambrym	mmg	nort2839	False	False	False	False	True
North Alaskan Inupiatun	esi	nort2943	False	False	False	False	True
Nonuya	noj	nonu1241	False	False	False	False	True
Nogai	nog	noga1249	False	False	False	False	True
Nkem-Nkum	isi	nkem1242	True	False	False	False	False
Njebi	nzb	njeb1242	True	False	False	False	False
Njanga	NOCODE_Njanga	njan1240	False	False	False	True	False
Nizaa	sgi	suga1248	False	False	False	False	True
Niuean	niu	niue1239	False	False	False	False	True
Nisga'a	ncg	nisg1240	False	False	False	False	True
Nipmuck	xlo	loup1243	False	False	False	False	True
Ninam	shb	nina1238	False	False	False	False	True
Nilamba	nim	nila1242	False	False	False	False	True
Nii	nii	niii1240	False	False	False	False	True
Nihali	nll	niha1238	False	False	False	False	True
Niellim	nie	niel1243	False	False	False	True	False
Nhanda	nha	nhan1238	False	False	False	False	True
Ngwe	nwe	ngwe1238	False	False	False	True	False
Ngochang	NOCODE_Ngochang	ngoc1235	False	False	False	False	True
Ngkâlmpw Kanum	kcd	ngka1235	False	False	False	False	True
Ngizim	ngi	ngiz1242	False	False	False	False	True
Ngiti	niy	ngit1239	False	False	False	False	True
Ngie	ngj	ngie1242	False	False	False	True	False
Nggem	nbq	ngge1241	False	False	False	False	True
Ngbaka Minagende	nga	ngba1285	False	False	False	False	True
Ngas	anc	ngas1240	False	False	False	False	True
Ngarluma	nrl	ngar1287	False	False	False	False	True
Ngarla on the Ashburton river south of the Hamersley range	nrk	ngar1296	False	False	False	False	True
Ngardi	rxd	ngar1288	False	False	False	False	True
Ngangam	gng	ngan1299	False	False	False	False	True
Ngambay	sba	ngam1268	False	False	False	False	True
Ngalkbun	ngk	ngal1292	False	False	False	False	True
Ngalakan	nig	ngal1293	False	False	False	False	True
Ngaanyatjarra	ntj	ngaa1240	False	False	False	False	True
Nez Perce	nez	nezp1238	False	False	False	False	True
Neve'ei	vnm	vinm1237	False	False	False	False	True
Nese	NOCODE_Nese	nese1235	False	False	False	False	True
Nepali	npi	nepa1254	False	False	False	False	True
Neo-Mandaic	mid	nucl1706	False	False	False	False	True
Nengone	nen	neng1238	False	False	False	False	True
Nen	nqn	nenn1238	False	False	False	False	True
Nehan	nsn	neha1247	False	False	False	False	True
Negeri Sembilan Malay	zmi	nege1240	False	False	False	False	True
Ndonga	ndo	ndon1254	False	False	False	False	True
Ndau	ndc	ndau1241	False	False	False	False	True
Navajo	nav	nava1243	False	False	False	False	True
Nati	NOCODE_Nati	nati1244	False	False	False	False	True
Natchez	ncz	natc1249	False	False	False	False	True
Narungga	nnr	naru1238	False	False	False	False	True
Narrinyeri	nay	narr1259	False	False	False	False	True
Narim	loh	nari1240	False	False	False	False	True
Nanti	cox	nant1250	False	False	False	False	True
Nanggu	ngr	nang1262	False	False	False	False	True
Naman	lzl	litz1237	False	False	False	False	True
Nama (Namibia)	naq	nama1264	False	False	False	False	True
Nalik	nal	nali1244	False	False	False	False	True
Naki	mff	naki1238	False	False	False	False	True
Nakara	nck	naka1260	False	False	False	False	True
Nakanai	nak	naka1262	False	False	False	False	True
Nai	bio	naii1241	False	False	False	False	True
Nahenic	NOCODE_Nahenic	nahe1238	False	False	False	False	True
Naga Pidgin	nag	naga1394	False	False	False	False	True
Naasioi	nas	naas1242	False	False	False	False	True
Na	nbt	naaa1245	False	False	False	False	True
