Language	ISO 639-3	Glottocode	coordination	serial_verb	verb_serialization	yuxtaposition
Congo Swahili	swc	cong1236	False	False	False	True
Condamine-Upper Clarence	gih	cond1242	True	False	False	False
Comox	coo	como1259	False	False	False	True
Comanche	com	coma1245	True	False	False	False
Columbia-Wenatchi	col	colu1241	True	False	False	False
Cocopa	coc	coco1261	False	False	False	True
Coastal-Virac Bikol	bln	sout2912	True	False	False	False
Church Slavic	chu	chur1257	True	False	False	False
Chukchi	ckt	chuk1273	False	False	False	True
Chuj	cac	chuj1250	False	False	False	True
Chrau	crw	chra1242	False	False	False	True
Chortí	caa	chor1273	False	False	False	True
Cholti	NOCODE_Cholti	chol1283	False	True	False	False
Chitkuli Kinnauri	cik	chit1279	False	False	False	True
Chitimacha	ctm	chit1248	False	False	False	True
Chinali	cih	chin1475	False	False	False	True
Chimariko	cid	chim1301	True	False	False	False
Chilcotin	clc	chil1280	False	False	False	True
Cherokee	chr	cher1273	True	False	False	False
Chavacano	cbk	chav1241	False	True	False	False
Chantyal	chx	chan1310	False	False	False	True
Chamalal	cji	cham1309	True	False	False	False
Chakma	ccp	chak1266	True	False	False	False
Chagatai	chg	chag1247	False	False	False	True
Chadian Arabic	shu	chad1249	True	False	False	False
Cha'palaa	cbi	chac1249	False	False	False	True
Central Tagbanwa	tgt	cent2090	True	False	False	False
Central Siberian Yupik	ess	cent2128	True	False	False	False
Central Moroccan Berber	tzm	cent2194	True	False	False	False
Central Mnong	cmo	cent1992	False	True	False	False
Central Mfumte	NOCODE_Central-Mfumte	cent2312	False	False	False	True
Central Mansi	NOCODE_Central-Mansi	cent2322	True	False	False	False
Central Maewo	mwo	cent2058	False	False	False	True
Central Khmer	khm	cent1989	True	False	False	False
Central Kanuri	knc	cent2050	True	False	False	False
Central Kalapuya	kyl	kala1400	False	True	False	False
Central East Middle German	sxu	uppe1400	False	False	False	True
Catalan	cat	stan1289	True	False	False	False
Camsá	kbh	cams1241	True	False	False	False
Camling	rab	caml1239	False	False	False	True
Cameroon Pidgin	wes	came1254	False	True	False	False
Cabécar	cjp	cabe1245	False	False	False	True
C'lela	dri	clel1238	False	False	False	True
Busa	bqp	busa1253	False	True	False	False
Burushaski	bsk	buru1296	True	False	False	False
Bure	bvh	bure1242	False	False	False	True
Bundeli	bns	bund1253	False	False	False	True
Bunan	bfu	gahr1239	True	False	False	False
Bulo Stieng	sti	bulo1242	False	False	False	True
Bukusu	bxk	buku1249	False	False	False	True
Buhutu	bxh	buhu1237	False	True	False	False
Brokskat	bkk	brok1247	False	False	False	True
Breton	bre	bret1244	False	False	False	True
Brao	brb	lave1249	False	False	False	True
Brahui	brh	brah1256	False	False	False	True
Botolan Sambal	sbl	boto1242	True	False	False	False
Borong	ksr	boro1279	False	True	False	False
Bora	boa	bora1263	False	False	False	True
Bom-Kim	bmf	bomk1234	False	False	False	True
Bolinao	smk	boli1256	True	False	False	False
Bole	bol	nucl1695	False	False	False	True
Bodo Gadaba	gbj	bodo1267	True	False	False	False
Bobongko	bgb	bobo1255	False	False	False	True
Bobangi	bni	bang1354	False	False	False	True
Biri	bzr	biri1256	True	False	False	False
Binumarien	bjr	binu1245	False	False	False	True
Bininj Kun-Wok	gup	gunw1252	False	False	False	True
Bine	bon	bine1240	False	False	False	True
Bimoba	bim	bimo1239	False	False	False	True
Biloxi	bll	bilo1248	False	False	False	True
Biali	beh	bial1238	False	True	False	False
Biafada	bif	biaf1240	False	True	False	False
Bhoti Kinnauri	nes	bhot1235	False	False	False	True
Bezhta	kap	bezh1248	True	False	False	False
Betoi-Jirara	NOCODE_Betoi	beto1236	True	False	False	False
Betawi	bew	beta1252	True	False	False	False
Berik	bkl	beri1254	True	False	False	False
Beria	zag	zagh1240	True	False	False	False
Ben Tey Dogon	dbt	bent1238	True	False	False	False
Bembe	bmb	bemb1255	True	False	False	False
Belhariya	byw	belh1239	True	False	False	False
Belarusian	bel	bela1254	True	False	False	False
Bekwarra	bkv	bekw1241	False	False	False	True
Beja	bej	beja1238	True	False	False	False
Beaver	bea	beav1236	False	False	False	True
Bayungu	bxj	bayu1240	False	False	False	True
Bauzi	bvz	bauz1241	False	True	False	False
Bats	bbl	bats1242	True	False	False	False
Batak	bya	bata1301	False	False	False	True
Batak Toba	bbc	bata1289	True	False	False	False
Basque	eus	basq1248	True	False	False	False
Bashkir	bak	bash1264	True	False	False	False
Basa (Nigeria)	bzw	basa1282	False	True	False	False
Baruya	byr	baru1267	True	False	False	False
Bardi	bcj	bard1255	True	False	False	False
Baraamu	brd	bara1357	False	False	False	True
Bantawa	bap	bant1281	True	False	False	False
Bankan Tey Dogon	dbw	bank1259	True	False	False	False
Bambara	bam	bamb1269	False	False	False	True
Baltic Romani	rml	balt1257	True	False	False	False
Balangingi	sse	bala1311	True	False	False	False
Bakoko	bkh	bako1249	False	True	False	False
Baki	bki	baki1244	False	False	False	True
Bakhtiari	bqi	bakh1245	False	False	False	True
Bajan	bjs	baja1265	False	True	False	False
Bahing	bhj	bahi1252	True	False	False	False
Bahinemo	bjh	bahi1254	False	False	False	True
Bahamas Creole English	bah	baha1260	False	True	False	False
Bagirmi	bmi	bagi1246	False	False	False	True
Bafaw-Balong	bwt	bafa1247	True	False	False	False
Badaga	bfq	bada1257	True	False	False	False
Baba	bbw	baba1264	False	True	False	False
Baba Malay	mbf	baba1267	False	True	False	False
Awjilah	auj	awji1241	True	False	False	False
Awiakay-Karimba	NOCODE_Awiakay	awia1234	False	True	False	False
Awar	aya	awar1249	False	False	False	True
Awa (Papua New Guinea)	awb	awap1236	False	False	False	True
Avokaya	avu	avok1242	False	False	False	True
Aushi	auh	aush1241	False	False	False	True
Au	avt	auuu1241	False	False	False	True
Atakapa	aqp	atak1252	True	False	False	False
Asho Chin	csh	asho1236	False	False	False	True
Arta	atz	arta1239	True	False	False	False
Arop-Sissano	aps	arop1242	True	False	False	False
Arigidi	aqg	arig1246	False	True	False	False
Arifama-Miniafia	aai	arif1239	False	True	False	False
Aribwatsa	laz	arib1241	True	False	False	False
Arhuaco	arh	arhu1242	True	False	False	False
Archi	aqc	arch1244	True	False	False	False
Arbore	arv	arbo1245	False	False	False	True
Arammba	stk	aram1253	True	False	False	False
Ap Ma	kbx	apma1241	True	False	False	False
Antigua and Barbuda Creole English	aig	anti1245	False	False	False	True
Anguthimri	awg	angu1242	True	False	False	False
Angaataha	agm	anga1290	False	True	False	False
Ancient Hebrew	hbo	anci1244	False	False	False	True
Amurdak	amg	amar1271	False	False	False	True
Amharic	amh	amha1245	True	False	False	False
Amdo Tibetan	adx	amdo1237	False	True	False	False
Amam	NOCODE_Amam	amam1246	False	True	False	False
Amahuaca	amc	amah1246	True	False	False	False
Alyawarr	aly	alya1239	False	False	False	True
Algonquin	alq	algo1255	False	False	False	True
Alacatlatzala Mixtec	mim	alac1244	False	False	False	True
Aklanon	akl	akla1240	True	False	False	False
Akan	aka	akan1250	False	True	False	False
Aja (Benin)	ajg	ajab1235	False	True	False	False
Agusan Manobo	msm	agus1235	True	False	False	False
Adzera	adz	adze1240	True	False	False	False
Adilabad Gondi	wsg	utno1237	False	False	False	True
Adangme	ada	adan1247	False	True	False	False
Acoli	ach	acol1236	False	False	False	True
Abron	abr	abro1238	False	True	False	False
Abkhazian	abk	abkh1244	True	False	False	False
Abaza	abq	abaz1241	True	False	False	False
Abadi	kbt	abad1241	False	True	False	False
Aari	aiw	aari1239	False	False	False	True
//Xegwi	xeg	xegw1238	False	False	False	True
Önge	oon	onge1236	False	False	False	False
Záparo	zro	zapa1253	False	False	False	False
Zou	zom	zouu1235	False	False	False	False
Zoroastrian Dari	gbz	zoro1242	False	False	False	False
Zinza	zin	zinz1238	False	False	False	False
Zimbabwean Ndebele	nde	nort2795	False	False	False	False
Zimba	zmb	zimb1251	False	False	False	False
Zigula-Mushungulu	ziw	zigu1244	False	False	False	False
Zia	zia	ziaa1250	False	False	False	False
Zhangzhung	xzh	zhan1239	False	False	False	False
Zeme Naga	nzm	zeme1240	False	False	False	False
Zbu	NOCODE_Zbu	zbua1234	False	False	False	False
Zayse-Zergulla	zay	zays1235	False	False	False	False
Zarma-Kaado	dje	zarm1239	False	False	False	False
Zande	zne	zand1248	False	False	False	False
Zaiwa	atb	zaiw1241	False	False	False	False
Zacatepec Chatino	ctz	zaca1242	False	False	False	False
Yámana	yag	yama1264	False	False	False	False
Yuwaalaraay-Gamilaraay	kld	gami1243	False	False	False	False
Yurok	yur	yuro1248	False	False	False	False
Yuputhimri	NOCODE_Yuputhimri	yupu1235	False	False	False	False
Yulu	yul	yulu1243	False	False	False	False
Yue Chinese	yue	yuec1235	False	False	False	False
Yucatec Maya	yua	yuca1254	False	False	False	False
Younuo Bunu	buh	youn1235	False	False	False	False
Yorta Yorta	xyy	yort1237	False	False	False	False
Yora	mts	yora1241	False	False	False	False
Yonaguni	yoi	yona1241	False	False	False	False
Yom	pil	yomm1242	False	False	False	False
Yokuts	yok	yoku1256	False	False	False	False
Yogad	yog	yoga1237	False	False	False	False
Yiwom	gek	yiwo1237	False	False	False	False
Yintyinka-Ayabadhu	ayd	ayab1239	False	False	False	False
Yinchia	yin	yinc1238	False	False	False	False
Yerukula	yeu	yeru1240	False	False	False	False
Yekhee	ets	yekh1238	False	False	False	False
Yecuatla Totonac	tlc	yecu1235	False	False	False	False
Yaweyuha	yby	yawe1241	False	False	False	False
Yawa	yva	nucl1454	False	False	False	False
Yao	yao	yaoo1241	False	False	False	False
Yanesha'	ame	yane1238	False	False	False	False
Yandruwandha	ynd	yand1253	False	False	False	False
Yana	ynn	yana1271	False	False	False	False
Yale	nce	yale1246	False	False	False	False
Yalahatan-Haruru-Awaiya	jal	yala1266	False	False	False	False
Yala	yba	yala1263	False	False	False	False
Yagnobi	yai	yagn1238	False	False	False	False
Yagaria	ygr	yaga1260	False	False	False	False
Yagara-Jandai	NOCODE_Yagara	yaga1256	False	False	False	False
Yaaku	muu	yaak1241	False	False	False	False
Xokleng	xok	xokl1240	False	False	False	False
Xiang Chinese	hsn	xian1251	False	False	False	False
Xhosa	xho	xhos1239	False	False	False	False
Xanaguía Zapotec	ztg	xana1235	False	False	False	False
Wu Chinese	wuu	wuch1236	False	False	False	False
Woun Meu	noa	woun1238	False	False	False	False
Wotu	wtw	wotu1240	False	False	False	False
Worodougou	jud	woro1256	False	False	False	False
Worimi	kda	wori1245	False	False	False	False
Wongo	won	wong1247	False	False	False	False
Wolio	wlo	woli1241	False	False	False	False
Woleaian	woe	wole1240	False	False	False	False
Wiradhuri	wrh	wira1262	False	False	False	False
Wichí Lhamtés Vejoz	wlv	wich1263	False	False	False	False
Westphalic	wep	west2356	False	False	False	False
Western Victoria	NOCODE_Western-Victoria	west2443	False	False	False	False
Western Tlacolula Valley Zapotec	zab	sanj1284	False	False	False	False
Western Panjabi	pnb	west2386	False	False	False	False
Western Ojibwa	ojw	west1510	False	False	False	False
Western Neo-Aramaic	amw	west2763	False	False	False	False
Western Muria	mut	west2408	False	False	False	False
Western Keres	kjq	west2632	False	False	False	False
Western Kayah	kyu	west2409	False	False	False	False
Western Huasteca Nahuatl	nhw	west2624	False	False	False	False
Western Farsi	pes	west2369	False	False	False	False
Western Canadian Inuktitut	ikt	west2618	False	False	False	False
Western Bukidnon Manobo	mbb	west2555	False	False	False	False
Western Armenian	hyw	homs1234	False	False	False	False
Western Abenaki	abe	west2630	False	False	False	False
West Yugur	ybe	west2402	False	False	False	False
West Damar	drn	west2548	False	False	False	False
West Central Oromo	gaz	west2721	False	False	False	False
West Berawan	zbw	west2564	False	False	False	False
Welsh	cym	wels1247	False	False	False	False
Welsh Romani	rmw	wels1246	False	False	False	False
Wathawurrung	wth	wath1238	False	False	False	False
Warumungu	wrm	waru1265	False	False	False	False
Warrwa	wwr	warr1258	False	False	False	False
Warrnambool	gjm	warr1257	False	False	False	False
Warray	wrz	wara1290	False	False	False	False
Waray (Philippines)	war	wara1300	False	False	False	False
Warao	wba	wara1303	False	False	False	False
Wara	wbf	wara1292	False	False	False	False
War-Jaintia	aml	warj1242	False	False	False	False
Wapishana	wap	wapi1253	False	False	False	False
Wapan	juk	wapa1235	False	False	False	False
Wantoat	wnc	want1252	False	False	False	False
Wanga	lwg	wang1294	False	False	False	False
Waneci	wne	wane1241	False	False	False	False
Wandarang	wnd	wand1263	False	False	False	False
Wampanoag	wam	wamp1249	False	False	False	False
Wambule	wme	wamb1257	False	False	False	False
Wambayan	wmb	wamb1258	False	False	False	False
Walser	wae	wals1238	False	False	False	False
Walmajarri	wmt	walm1241	False	False	False	False
Wajarri	wbv	waja1257	False	False	False	False
Waimiri-Atroari	atr	waim1253	False	False	False	False
Waffa	waj	waff1241	False	False	False	False
Waddar	wbq	wadd1237	False	False	False	False
Waata	ssn	waat1238	False	False	False	False
Vute	vut	vute1244	False	False	False	False
Vunjo	vun	vunj1238	False	False	False	False
Votic	vot	voti1245	False	False	False	False
Vlax Romani	rmy	vlax1238	False	False	False	False
Virgin Islands Creole English	vic	virg1240	False	False	False	False
Vinza	vin	vinz1238	False	False	False	False
Vincentian Creole English	svc	vinc1243	False	False	False	False
Vietnamese	vie	viet1252	False	False	False	False
Venetic	xve	vene1257	False	False	False	False
Venetian	vec	vene1258	False	False	False	False
Venda	ven	vend1245	False	False	False	False
Varhadi-Nagpuri	vah	varh1239	False	False	False	False
Vanimo	vam	vani1248	False	False	False	False
Vai	vai	vaii1241	False	False	False	False
Vaghri	vgr	vagh1246	False	False	False	False
Vaal-Orange	kqu	vaal1235	False	False	False	False
Vaagri Booli	vaa	vaag1238	False	False	False	False
Urdu	urd	urdu1245	False	False	False	False
Urak Lawoi'	urk	urak1238	False	False	False	False
Upper Taromi	tov	uppe1235	False	False	False	False
Upper Sorbian	hsb	uppe1395	False	False	False	False
Upper Guinea Crioulo	pov	uppe1455	False	False	False	False
Upper Chinookan	wac	wasc1239	False	False	False	False
Upper Chehalis	cjh	uppe1439	False	False	False	False
Uneapa	bbn	unea1237	False	False	False	False
Uncunwee	ghl	ghul1238	False	False	False	False
Unami	unm	unam1242	False	False	False	False
Una	mtg	unaa1239	False	False	False	False
Umbundu	umb	umbu1257	False	False	False	False
Ukaan	kcf	ukaa1243	False	False	False	False
Uighur	uig	uigh1240	False	False	False	False
U	uuu	uuuu1243	False	False	False	False
Tày	tyz	tayy1238	False	False	False	False
Tzotzil	tzo	tzot1259	False	False	False	False
Tzeltal	tzh	tzel1254	False	False	False	False
Tz'utujil	tzj	tzut1248	False	False	False	False
Tweed-Albert	xjb	twee1234	False	False	False	False
Twana	twa	twan1247	False	False	False	False
Tuwali Ifugao	ifk	tuwa1243	False	False	False	False
Tututni	tuu	tutu1242	False	False	False	False
Tutsa Naga	tvt	tuts1235	False	False	False	False
Tutelo	tta	tute1247	False	False	False	False
Turung	try	turu1249	False	False	False	False
Turks And Caicos Creole English	tch	turk1310	False	False	False	False
Turkmen	tuk	turk1304	False	False	False	False
Turkic Khalaj	klj	turk1303	False	False	False	False
Turkana	tuv	turk1308	False	False	False	False
Tunumiisiut	NOCODE_Tunumiisiut	tunu1234	False	False	False	False
Tunni	tqq	tunn1238	False	False	False	False
Tunisian Arabic	aeb	tuni1259	False	False	False	False
Tungurahua Highland Quichua	qxl	sala1272	False	False	False	False
Tunen	tvu	tune1261	False	False	False	False
Tumbuka	tum	tumb1250	False	False	False	False
Tulu	tcy	tulu1258	False	False	False	False
Tula	tul	tula1252	False	False	False	False
Tugen	tuy	tuge1241	False	False	False	False
Tswana	tsn	tswa1253	False	False	False	False
Tswa	tsc	tswa1255	False	False	False	False
Tsuvadi	tvd	tsuv1239	False	False	False	False
Tsakonian	tsd	tsak1248	False	False	False	False
Trinidadian Creole English	trf	trin1276	False	False	False	False
Towa	tow	jeme1245	False	False	False	False
Toto	txo	toto1302	False	False	False	False
Torwali	trw	torw1241	False	False	False	False
Torau	ttu	tora1259	False	False	False	False
Toposa	toq	topo1242	False	False	False	False
Tonkawa	tqw	tonk1249	False	False	False	False
Tonga (Zambia)	toi	tong1318	False	False	False	False
Tonga (Tonga Islands)	ton	tong1325	False	False	False	False
Tombonuo	txa	tomb1244	False	False	False	False
Toma	tod	toma1245	False	False	False	False
Tok Pisin	tpi	tokp1240	False	False	False	False
Tohono O'odham	ood	toho1245	False	False	False	False
Tocantins Asurini	asu	toca1235	False	False	False	False
Toba	tob	toba1269	False	False	False	False
Toaripi	tqo	toar1246	False	False	False	False
Tlingit	tli	tlin1245	False	False	False	False
Tiwa (India)	lax	tiwa1253	False	False	False	False
Tiv	tiv	tivv1240	False	False	False	False
Tirma-Chai	suq	suri1267	False	False	False	False
Tirahi	tra	tira1253	False	False	False	False
Tinà Sambal	xsb	tina1248	False	False	False	False
Timucua	tjm	timu1245	False	False	False	False
Timne	tem	timn1235	False	False	False	False
Timbe	tim	timb1251	False	False	False	False
Tikopia	tkp	tiko1237	False	False	False	False
Tikhak	NOCODE_Tikhak	tikh1243	False	False	False	False
Tigrinya	tir	tigr1271	False	False	False	False
Tibetan	bod	tibe1272	False	False	False	False
Thurawal	tbh	thur1254	False	False	False	False
Thulung	tdh	thul1246	False	False	False	False
Tharaka	thk	thar1283	False	False	False	False
Thangmi	thf	than1259	False	False	False	False
Thai	tha	thai1261	False	False	False	False
Texistepec Popoluca	poq	texi1237	False	False	False	False
Teso	teo	teso1249	False	False	False	False
Termanu	twu	term1237	False	False	False	False
Terei	buo	tere1278	False	False	False	False
Tequistlateco Chontal	NOCODE_Tequistlateco-Chontal	tequ1245	False	False	False	False
Tepecano	tep	tepe1278	False	False	False	False
Tenharim-Parintintin-Diahoi	pah	tenh1241	False	False	False	False
Tenetehara	tqb	temb1276	False	False	False	False
Temiar	tea	temi1246	False	False	False	False
Temi	soz	temi1247	False	False	False	False
Telugu	tel	telu1262	False	False	False	False
Tehuelche	teh	tehu1242	False	False	False	False
Tboli	tbl	tbol1240	False	False	False	False
Tawallammat Tamajaq	ttq	tawa1286	False	False	False	False
Tausug	tsg	taus1251	False	False	False	False
Tasawaq	twq	tasa1240	False	False	False	False
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	rif	tari1263	False	False	False	False
Tarao	tro	tara1313	False	False	False	False
Tanimuca-Retuarã	tnc	tani1257	False	False	False	False
Tangwang	NOCODE_Tangwang	tang1373	False	False	False	False
Tangale	tan	nucl1696	False	False	False	False
Tanaina	tfn	tana1289	False	False	False	False
Tamil	tam	tami1289	False	False	False	False
Talise	tlr	tali1259	False	False	False	False
Talaud	tld	tala1285	False	False	False	False
Talaandig-Binukid	bkd	binu1244	False	False	False	False
Takuu	nho	taku1257	False	False	False	False
Takelma	tkm	take1257	False	False	False	False
Taita	dav	tait1250	False	False	False	False
Tai Dón	twh	taid1250	False	False	False	False
Tahltan	tht	tahl1239	False	False	False	False
Tahitian	tah	tahi1242	False	False	False	False
Tahaggart Tamahaq	thv	taha1241	False	False	False	False
Tagoi	tag	tago1246	False	False	False	False
Tagish	tgx	tagi1240	False	False	False	False
Tagbanwa	tbw	tagb1258	False	False	False	False
Tagalog	tgl	taga1270	False	False	False	False
Tagabawa	bgs	taga1272	False	False	False	False
Tachelhit	shi	tach1250	False	False	False	False
Tacana	tna	taca1256	False	False	False	False
Tabaru	tby	taba1263	False	False	False	False
Ta'izzi-Adeni Arabic	acq	taiz1242	False	False	False	False
Sô	sss	sooo1254	False	False	False	False
Sydney	xdk	sydn1236	False	False	False	False
Syan	NOCODE_Syan	syan1242	False	False	False	False
Swati	ssw	swat1243	False	False	False	False
Swampy Cree	csw	swam1239	False	False	False	False
Swahili	swh	swah1253	False	False	False	False
Swabian	swg	swab1242	False	False	False	False
Susu	sus	susu1250	False	False	False	False
Sumerian	sux	sume1241	False	False	False	False
Sui	swi	suii1243	False	False	False	False
Sudanese Creole Arabic	pga	suda1237	False	False	False	False
Sudanese Arabic	apd	suda1236	False	False	False	False
Subtiaba	sut	subt1250	False	False	False	False
Subiya	sbs	subi1246	False	False	False	False
Suba-Simbiti	ssc	suba1252	False	False	False	False
Stoney	sto	ston1242	False	False	False	False
Stod Bhoti	sbu	stod1241	False	False	False	False
Standard Malay	zsm	stan1306	False	False	False	False
Standard Arabic	arb	stan1318	False	False	False	False
Spokane	spo	spok1245	False	False	False	False
Spanish	spa	stan1288	False	False	False	False
Southwestern Dinka	dik	sout2832	False	False	False	False
Southern-Coastal Tsimshian	tsi	nucl1649	False	False	False	False
Southern Tutchone	tce	sout2957	False	False	False	False
Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	khan1277	False	False	False	False
Southern Sotho	sot	sout2807	False	False	False	False
Southern Sama	ssb	sout2918	False	False	False	False
Southern Puget Sound Salish	slh	sout2965	False	False	False	False
Southern Kiwai	kjd	sout2949	False	False	False	False
Southern Jinghpaw	kac	kach1280	False	False	False	False
Southern Haida	hax	sout2956	False	False	False	False
Southern Grebo	grj	sout2826	False	False	False	False
Southern Ghale	ghe	sout2715	False	False	False	False
Southern Conchucos Ancash Quechua	qxo	sout2992	False	False	False	False
Southern Balochi	bcc	sout2642	False	False	False	False
Southern Altai	alt	sout2694	False	False	False	False
Southeastern Pomo	pom	sout2982	False	False	False	False
Southeastern Kolami	nit	sout1549	False	False	False	False
Southeast Ijo	ijs	sout2774	False	False	False	False
South-Central Koongo	kng	koon1244	False	False	False	False
South Levantine Arabic	ajp	sout3123	False	False	False	False
South Fali	fal	sout2782	False	False	False	False
South Azerbaijani	azb	sout2697	False	False	False	False
Sorkhei	sqo	sork1239	False	False	False	False
Somali	som	soma1255	False	False	False	False
Solu-Khumbu Sherpa	xsr	sher1255	False	False	False	False
Soli	sby	soli1239	False	False	False	False
Soic	soj	soii1239	False	False	False	False
Sogdian	sog	sogd1245	False	False	False	False
So (Democratic Republic of Congo)	soc	sode1235	False	False	False	False
Slovenian	slv	slov1268	False	False	False	False
Siyin Chin	csy	siyi1240	False	False	False	False
Siuslaw	sis	sius1254	False	False	False	False
Situ	tzi	situ1238	False	False	False	False
Siroi	ssd	siro1249	False	False	False	False
Sirionó	srq	siri1273	False	False	False	False
Sinte-Manus Romani	rmo	sint1235	False	False	False	False
Simte	smt	simt1238	False	False	False	False
Simbo	sbb	simb1256	False	False	False	False
Siksika	bla	siks1238	False	False	False	False
Sicilian	scn	sici1248	False	False	False	False
Siawi	mmp	siaw1243	False	False	False	False
Siane	snp	sian1257	False	False	False	False
Siamou	sif	siam1242	False	False	False	False
Shumashti	sts	shum1235	False	False	False	False
Shuar	jiv	shua1257	False	False	False	False
Shona	sna	shon1251	False	False	False	False
Sholaga	sle	shol1240	False	False	False	False
Shina	scl	shin1264	False	False	False	False
Shilluk	shk	shil1265	False	False	False	False
Shihhi Arabic	ssh	shih1239	False	False	False	False
Shi	shr	shii1238	False	False	False	False
Sherbro	bun	sher1258	False	False	False	False
She	shx	shee1238	False	False	False	False
Shatt	shj	shat1244	False	False	False	False
Shan	shn	shan1277	False	False	False	False
Shambala	ksb	sham1280	False	False	False	False
Shahrudi	shm	shah1254	False	False	False	False
Severn Ojibwa	ojs	seve1240	False	False	False	False
Serudung Murut	srk	seru1246	False	False	False	False
Serua	srw	seru1245	False	False	False	False
Sereer	srr	sere1260	False	False	False	False
Serbian-Croatian-Bosnian	hbs	sout1528	False	False	False	False
Senthang Chin	sez	sent1260	False	False	False	False
Seneca	see	sene1264	False	False	False	False
Senari	sef	ceba1235	False	False	False	False
Sena	seh	nucl1396	False	False	False	False
Semnani	smy	semn1249	False	False	False	False
Semai	sea	sema1266	False	False	False	False
Seediq	trv	taro1264	False	False	False	False
Sedang	sed	seda1262	False	False	False	False
Sechelt	sec	sech1246	False	False	False	False
Sebat Bet Gurage	sgw	seba1251	False	False	False	False
Sea Island Creole English	gul	gull1241	False	False	False	False
Scottish Gaelic	gla	scot1245	False	False	False	False
Scots	sco	scot1243	False	False	False	False
Scanian	scy	scan1238	False	False	False	False
Saya	say	saya1246	False	False	False	False
Savi	sdg	savi1242	False	False	False	False
Sauria Paharia	mjt	saur1249	False	False	False	False
Saurashtra	saz	saur1248	False	False	False	False
Sauraseni Prakrit	psu	saur1252	False	False	False	False
Satawalese	stw	sata1237	False	False	False	False
Sasak	sas	sasa1249	False	False	False	False
Sartang	onp	sart1249	False	False	False	False
Sarsi	srs	sars1236	False	False	False	False
Sarangani Blaan	bps	sara1326	False	False	False	False
Saraiki	skr	sera1259	False	False	False	False
Sara Kaba Náà	kwv	sara1321	False	False	False	False
Santali	sat	sant1410	False	False	False	False
Sansi	ssi	sans1271	False	False	False	False
Sankaran Maninka	msc	sank1253	False	False	False	False
Sangisari	sgr	sang1315	False	False	False	False
Sangir	sxn	sang1336	False	False	False	False
Sanga (Democratic Republic of Congo)	sng	sang1331	False	False	False	False
Sandawe	sad	sand1273	False	False	False	False
Sanapaná	spn	sana1298	False	False	False	False
San Juan Atzingo Popoloca	poe	sanj1285	False	False	False	False
San Felipe Otlaltepec Popoloca	pow	sanf1264	False	False	False	False
Samoan	smo	samo1305	False	False	False	False
Samo	smq	samo1303	False	False	False	False
Samburu	saq	samb1315	False	False	False	False
Sambalpuri	spv	samb1325	False	False	False	False
Samba Daka	ccg	samb1311	False	False	False	False
Sajalong	sjl	saja1240	False	False	False	False
Saint Lucian Creole French	acf	sain1246	False	False	False	False
Saidi Arabic	aec	said1239	False	False	False	False
Saho	ssy	saho1246	False	False	False	False
Sagalla	tga	saga1262	False	False	False	False
Safwa	sbk	safw1238	False	False	False	False
Sadu	NOCODE_Sadu	sadu1234	False	False	False	False
Sadri	sck	sadr1248	False	False	False	False
Sacapulteco	quv	saca1238	False	False	False	False
Saamia	lsm	saam1283	False	False	False	False
Saafi-Saafi	sav	saaf1238	False	False	False	False
S'gaw Karen	ksw	sgaw1245	False	False	False	False
Rwa	rwk	rwaa1238	False	False	False	False
Ruuli	ruc	ruul1235	False	False	False	False
Rutul	rut	rutu1240	False	False	False	False
Rusyn	rue	rusy1239	False	False	False	False
Russian	rus	russ1263	False	False	False	False
Rungus	drg	rung1259	False	False	False	False
Ruga	ruh	ruga1238	False	False	False	False
Ruching Palaung	pce	ruch1235	False	False	False	False
Roviana	rug	rovi1238	False	False	False	False
Rongpo	rnp	rong1264	False	False	False	False
Rongmei Naga	nbu	rong1266	False	False	False	False
Romblomanon	rol	romb1245	False	False	False	False
Romagnol	rgn	roma1328	False	False	False	False
Rimanggudinhma	zmv	mbar1253	False	False	False	False
Riantana	ran	rian1263	False	False	False	False
Resígaro	rgr	resi1247	False	False	False	False
Reshe	res	resh1242	False	False	False	False
Rerep	pgk	rere1240	False	False	False	False
Rengao	ren	reng1252	False	False	False	False
Rendille	rel	rend1243	False	False	False	False
Rejang	rej	reja1240	False	False	False	False
Rejang Kayan	ree	reja1241	False	False	False	False
Reel	atu	reel1238	False	False	False	False
Ravula	yea	ravu1237	False	False	False	False
Ratahan	rth	rata1244	False	False	False	False
Rarotongan	rar	raro1241	False	False	False	False
Rapoisi	kyx	rapo1238	False	False	False	False
Rao	rao	raoo1244	False	False	False	False
Rangpuri	rkt	rang1265	False	False	False	False
Ramoaaina	rai	ramo1244	False	False	False	False
Rajbanshi	rjs	rajb1243	False	False	False	False
Rabha	rah	rabh1238	False	False	False	False
Quiotepec Chinantec	chq	quio1240	False	False	False	False
Quinault	qun	quin1251	False	False	False	False
Quechan	yum	quec1382	False	False	False	False
Quapaw	qua	quap1242	False	False	False	False
Päri	lkr	pari1256	False	False	False	False
Pwo Western Karen	pwo	pwow1235	False	False	False	False
Purum	pub	puru1266	False	False	False	False
Purari	iar	pura1257	False	False	False	False
Pumé	yae	pume1238	False	False	False	False
Pulaar	fuc	pula1263	False	False	False	False
Prasun	prn	pras1239	False	False	False	False
Pottangi Ollar Gadaba	gdb	pott1240	False	False	False	False
