Language	ISO 639-3	Glottocode	adverbial_clause	complement_clause	nominalization	relative_clause	subordination
Chulym Turkic	clw	chul1246	True	False	False	True	False
Cholti	NOCODE_Cholti	chol1283	False	False	True	True	False
Chol	ctu	chol1282	False	False	True	True	False
Choctaw	cho	choc1276	False	True	False	True	False
Chitimacha	ctm	chit1248	False	False	False	True	True
Chiru	cdf	chir1283	True	False	False	True	False
Chimwiini	NOCODE_Chimwiini	chim1312	False	False	True	True	False
Chilcotin	clc	chil1280	False	True	False	True	False
Chickasaw	cic	chic1270	False	False	True	True	False
Chichimeca-Jonaz	pei	chic1272	True	False	False	True	False
Cherokee	chr	cher1273	False	False	True	True	False
Chamalal	cji	cham1309	False	False	False	True	True
Chakali	cli	chak1271	False	False	True	False	True
Chak	ckh	chak1270	False	False	True	True	False
Chagatai	chg	chag1247	True	False	False	True	False
Central Siberian Yupik	ess	cent2128	False	False	True	True	False
Central Ojibwa	ojc	cent2136	False	True	False	True	False
Central Melanau	mel	cent2101	False	False	True	True	False
Central Khmer	khm	cent1989	False	False	True	True	False
Central Kanuri	knc	cent2050	False	False	False	True	True
Central Chong	NOCODE_Central-Chong	cent2314	False	False	False	True	True
Central Bai	bca	cent2004	False	False	True	False	True
Central Alaskan Yupik	esu	cent2127	False	False	True	True	False
Cemuhî	cam	cemu1238	False	False	False	True	True
Cayubaba	cyb	cayu1262	False	False	False	True	True
Capanahua	kaq	capa1241	False	False	True	True	False
Camling	rab	caml1239	False	True	False	True	False
Busa	bqp	busa1253	False	False	True	True	False
Bure	bvh	bure1242	False	True	False	True	False
Bulgarian	bul	bulg1262	True	False	False	True	False
Bukusu	bxk	buku1249	False	False	True	True	False
Bukiyip	ape	buki1249	False	False	True	True	False
Brokskat	bkk	brok1247	False	False	True	True	False
Borong	ksr	boro1279	False	True	False	True	False
Bonggi	bdg	bong1289	False	True	False	True	False
Blagar	beu	blag1240	False	False	True	True	False
Biwat	bwm	biwa1243	False	False	False	True	True
Bislama	bis	bisl1239	False	False	False	True	True
Binumarien	bjr	binu1245	False	False	True	True	False
Bininj Kun-Wok	gup	gunw1252	False	False	False	True	True
Biali	beh	bial1238	False	False	False	True	True
Bhoti Kinnauri	nes	bhot1235	False	False	True	True	False
Bembe	bmb	bemb1255	False	False	True	True	False
Belarusian	bel	bela1254	False	False	False	True	True
Bekwarra	bkv	bekw1241	False	False	False	True	True
Bebele	beb	bebe1248	True	False	False	True	False
Bebe	bzv	bebe1250	True	False	False	True	False
Batak Toba	bbc	bata1289	True	False	False	False	True
Bashkir	bak	bash1264	False	False	False	True	True
Basa (Nigeria)	bzw	basa1282	False	True	True	False	False
Bari	bfa	bari1284	True	False	False	True	False
Bargam	mlp	barg1252	False	False	True	False	True
Baoulé	bci	baou1238	False	False	True	True	False
Bandi	bza	band1352	True	False	False	True	False
Bamun	bax	bamu1253	False	True	False	True	False
Bambara	bam	bamb1269	False	False	True	True	False
Bambam	ptu	bamb1270	True	False	False	True	False
Bambalang	bmo	bamb1265	False	False	False	True	True
Bagirmi	bmi	bagi1246	True	False	False	True	False
Bafanji	bfj	bafa1249	False	True	False	True	False
Baba Malay	mbf	baba1267	True	False	False	True	False
Ayacucho Quechua	quy	ayac1239	False	False	True	False	True
Awjilah	auj	awji1241	False	False	False	True	True
Awar	aya	awar1249	False	False	True	True	False
Arop-Lokep	apr	arop1243	False	False	False	True	True
Arikara	ari	arik1262	False	False	False	True	True
Argobba	agj	argo1244	False	False	False	True	True
Archi	aqc	arch1244	False	True	False	True	False
Arbore	arv	arbo1245	False	False	True	True	False
Arapaho	arp	arap1274	False	False	True	True	False
Ap Ma	kbx	apma1241	False	False	True	False	True
Antigua and Barbuda Creole English	aig	anti1245	False	False	True	True	False
Annobonese	fab	fada1250	True	False	False	True	False
Angor	agg	ango1254	False	False	False	True	True
Angolar	aoa	ango1258	True	False	False	True	False
Andalusian Arabic	xaa	anda1287	False	False	True	False	True
Ancient Hebrew	hbo	anci1244	False	False	False	True	True
Amharic	amh	amha1245	False	False	False	True	True
Ambai	amk	amba1265	False	False	True	True	False
Amanab	amn	aman1265	True	False	False	True	False
Ama (Papua New Guinea)	amm	amap1240	False	False	False	True	True
Alyawarr	aly	alya1239	True	False	False	True	False
Alutor	alr	alut1245	True	False	False	True	False
Alekano	gah	alek1238	True	False	False	True	False
Akuntsu	aqz	akun1241	False	False	True	False	True
Akum	aku	akum1238	False	True	False	True	False
Aklanon	akl	akla1240	False	False	True	False	True
Ajië	aji	ajie1238	False	False	True	True	False
Agutaynen	agn	agut1237	False	False	True	True	False
Agob	kit	agob1244	False	False	True	True	False
Aghu Tharnggalu	ggr	aghu1254	False	False	False	True	True
Afar	aar	afar1241	False	False	True	True	False
Adonara	adr	adon1237	False	True	False	True	False
Adnyamathanha	adt	adny1235	False	False	False	True	True
Adang	adn	adan1251	False	False	True	True	False
Abé	aba	abee1242	False	False	True	True	False
Abau	aau	abau1245	False	True	False	True	False
Aari	aiw	aari1239	False	False	True	True	False
Záparo	zro	zapa1253	False	False	False	False	True
Zuni	zun	zuni1245	False	False	False	False	True
Zulu	zul	zulu1248	False	False	False	True	False
Zulgo-Gemzek	gnd	zulg1242	False	False	False	True	False
Zinza	zin	zinz1238	False	False	False	True	False
Zimba	zmb	zimb1251	False	False	False	True	False
Zayse-Zergulla	zay	zays1235	False	False	False	True	False
Zande	zne	zand1248	False	False	False	True	False
Yurok	yur	yuro1248	False	False	False	True	False
Yukuben	ybl	yuku1243	False	False	True	False	False
Yoy	yoy	yoyy1238	False	False	False	True	False
Yosondúa Mixtec	mpm	yoso1239	False	False	False	True	False
Yoruba	yor	yoru1245	False	False	False	True	False
Yom	pil	yomm1242	False	False	False	True	False
Yiwom	gek	yiwo1237	False	False	False	True	False
Yinggarda	yia	ying1247	False	False	False	True	False
Yerukula	yeu	yeru1240	False	False	False	True	False
Yekhee	ets	yekh1238	False	False	False	True	False
Yaygir	xya	yayg1236	False	False	False	True	False
Yamba	yam	yamb1251	False	False	False	True	False
Yala	yba	yala1263	False	False	True	False	False
Yagnobi	yai	yagn1238	False	False	False	True	False
Yagaria	ygr	yaga1260	False	False	False	True	False
Yaaku	muu	yaak1241	False	False	False	True	False
Xârâcùù	ane	xara1244	False	False	False	False	True
Xokleng	xok	xokl1240	False	False	False	False	True
Xiang Chinese	hsn	xian1251	False	False	True	False	False
Wunambal	wub	wuna1249	False	False	False	True	False
Wulguru	qgu	wulg1239	False	False	False	True	False
Woun Meu	noa	woun1238	False	False	False	False	True
Worodougou	jud	woro1256	False	False	False	True	False
Worimi	kda	wori1245	False	False	True	False	False
Woleaian	woe	wole1240	False	False	False	True	False
Wintu	wit	wint1259	False	False	False	False	True
Wik-Ngathana	wig	wikn1245	False	False	False	True	False
Wik-Mungkan	wim	wikm1247	False	False	False	True	False
Western Victoria	NOCODE_Western-Victoria	west2443	False	False	True	False	False
Western Neo-Aramaic	amw	west2763	False	False	False	True	False
Western Lawa	lcp	west2396	False	False	False	True	False
Western Keres	kjq	west2632	False	False	False	False	True
Western Farsi	pes	west2369	False	False	False	True	False
Western Canadian Inuktitut	ikt	west2618	False	False	True	False	False
Western Bukidnon Manobo	mbb	west2555	False	False	True	False	False
West Makian	mqs	west2600	False	False	True	False	False
West Central Oromo	gaz	west2721	False	False	False	True	False
Wersing	kvw	wers1238	False	False	False	True	False
Wayu	vay	wayu1241	False	False	False	True	False
Watam	wax	wata1253	False	False	True	False	False
Warrwa	wwr	warr1258	True	False	False	False	False
Warluwara	wrb	warl1256	False	False	False	True	False
Wara	wbf	wara1292	False	False	True	False	False
Wapishana	wap	wapi1253	False	False	True	False	False
Waorani	auc	waor1240	False	False	True	False	False
Wamey	cou	wame1240	False	False	False	True	False
Wailaki	wlk	wail1244	False	False	False	True	False
Wagdi	wbr	wagd1238	False	False	False	True	False
Waffa	waj	waff1241	False	False	False	True	False
Waata	ssn	waat1238	False	False	False	True	False
Vinza	vin	vinz1238	False	False	False	True	False
Vincentian Creole English	svc	vinc1243	False	False	False	True	False
Venda	ven	vend1245	False	False	False	True	False
Vanimo	vam	vani1248	False	False	False	True	False
Vai	vai	vaii1241	False	False	False	False	True
Vaghri	vgr	vagh1246	True	False	False	False	False
Vafsi	vaf	vafs1240	False	False	False	True	False
Uzbeki Arabic	auz	uzbe1248	False	False	False	True	False
Usarufa	usa	usar1243	False	False	False	False	True
Uripiv-Wala-Rano-Atchin	upv	urip1239	True	False	False	False	False
Urak Lawoi'	urk	urak1238	False	False	False	True	False
Ura (Vanuatu)	uur	urav1235	False	False	False	True	False
Upper Sorbian	hsb	uppe1395	False	False	False	True	False
Unserdeutsch	uln	unse1236	False	False	False	True	False
Umbundu	umb	umbu1257	False	False	False	True	False
Uighur	uig	uigh1240	False	False	False	True	False
U	uuu	uuuu1243	False	False	False	True	False
Tübatulabal	tub	tuba1278	False	False	True	False	False
Tzotzil	tzo	tzot1259	False	False	False	True	False
Tzeltal	tzh	tzel1254	False	False	False	True	False
Turkana	tuv	turk1308	False	False	False	True	False
Tunica	tun	tuni1252	False	False	False	False	True
Tungag	lcm	tung1290	False	False	False	True	False
Tundra Nenets	yrk	nene1249	False	False	True	False	False
Tumbuka	tum	tumb1250	False	False	False	True	False
Tula	tul	tula1252	True	False	False	False	False
Tugen	tuy	tuge1241	False	False	False	True	False
Tucano	tuo	tuca1252	False	False	True	False	False
Tswana	tsn	tswa1253	False	False	False	True	False
Tsuvadi	tvd	tsuv1239	False	False	False	True	False
Tsonga	tso	tson1249	False	False	False	True	False
Tsamai	tsb	tsam1247	False	False	False	True	False
Trinidadian Creole English	trf	trin1276	False	False	False	True	False
Torau	ttu	tora1259	False	True	False	False	False
Tonsawang	tnw	tons1239	False	False	False	True	False
Tonga (Zambia)	toi	tong1318	False	False	False	True	False
Tombonuo	txa	tomb1244	False	False	False	True	False
Toma	tod	toma1245	False	False	False	True	False
Tolowa-Chetco	tol	tolo1259	False	False	True	False	False
Tok Pisin	tpi	tokp1240	False	False	False	True	False
Tojolabal	toj	tojo1241	False	False	False	True	False
Toda	tcx	toda1252	False	False	False	False	True
Tobagonian Creole English	tgh	toba1282	False	True	False	False	False
Tiv	tiv	tivv1240	False	False	False	True	False
Tira	tic	tira1254	False	False	False	True	False
Tinani	lbf	tina1246	False	False	False	True	False
Timugon Murut	tih	timu1262	False	False	False	True	False
Timor Pidgin	tvy	timo1258	False	False	True	False	False
Timbe	tim	timb1251	False	False	False	True	False
Tima	tms	tima1241	False	False	True	False	False
Tilung	tij	tilu1238	False	False	True	False	False
Tillamook	til	till1254	False	False	False	False	True
Tikopia	tkp	tiko1237	False	False	False	True	False
Tikhak	NOCODE_Tikhak	tikh1243	False	False	True	False	False
Tigak	tgc	tiga1245	False	False	False	True	False
Tiene	tii	tien1242	False	False	False	True	False
Thompson	thp	thom1243	False	False	False	False	True
Tharaka	thk	thar1283	False	False	False	True	False
Thado Chin	tcz	thad1238	False	False	False	True	False
Texistepec Popoluca	poq	texi1237	False	False	True	False	False
Teso	teo	teso1249	False	False	False	True	False
Terena-Kinikinao-Chane	ter	tere1279	True	False	False	False	False
Tepeuxila Cuicatec	cux	tepe1280	False	False	False	True	False
Tepecano	tep	tepe1278	False	False	False	True	False
Tenetehara	tqb	temb1276	False	False	False	False	True
Telefol	tlf	tele1256	False	False	False	False	True
Tawallammat Tamajaq	ttq	tawa1286	False	False	False	True	False
Tataltepec Chatino	cta	tata1258	False	False	True	False	False
Taos Northern Tiwa	twf	nort1550	True	False	False	False	False
Tangwang	NOCODE_Tangwang	tang1373	False	False	False	False	True
Tanaina	tfn	tana1289	False	False	False	True	False
Takelma	tkm	take1257	False	False	False	True	False
Tai Laing	tjl	tail1248	False	False	False	True	False
Tahitian	tah	tahi1242	False	False	False	True	False
Tagin	tgj	tagi1241	False	False	True	False	False
Tabaru	tby	taba1263	False	False	False	True	False
Sìcìté Sénoufo	sep	sici1249	False	False	True	False	False
Swati	ssw	swat1243	False	False	False	True	False
Swampy Cree	csw	swam1239	False	False	False	True	False
Swahili	swh	swah1253	False	False	False	True	False
Sursurunga	sgz	surs1246	False	False	False	True	False
Sunwar	suz	sunw1242	False	False	True	False	False
Sumi Naga	nsm	sumi1235	False	False	False	True	False
Sumayela Ndebele	NOCODE_Sumayela-Ndebele	sout2808	False	False	False	True	False
Sudanese Creole Arabic	pga	suda1237	False	False	False	True	False
Subiya	sbs	subi1246	False	False	False	True	False
Suba-Simbiti	ssc	suba1252	False	False	False	True	False
Suba	sxb	suba1238	False	False	False	True	False
Stoney	sto	ston1242	True	False	False	False	False
Sranan Tongo	srn	sran1240	False	False	False	True	False
Squamish	squ	squa1248	False	False	True	False	False
Spiti Bhoti	spt	spit1240	False	False	False	True	False
Southwestern Dinka	dik	sout2832	False	False	False	True	False
Southern-Coastal Tsimshian	tsi	nucl1649	False	False	False	True	False
Southern Sotho	sot	sout2807	False	False	False	True	False
Southern Pame	pmz	sout2999	False	False	False	False	True
Southern Jinghpaw	kac	kach1280	False	False	False	True	False
Southern Grebo	grj	sout2826	False	False	False	True	False
Southern Ghale	ghe	sout2715	False	False	False	False	True
Southern Dong	kmc	sout2741	False	False	False	True	False
Southern Amami-Oshima	ams	sout2954	True	False	False	False	False
Southern Altai	alt	sout2694	False	False	False	True	False
Southeastern Pomo	pom	sout2982	False	False	True	False	False
Southeast Ijo	ijs	sout2774	False	False	False	True	False
Sougb	mnx	mani1235	False	False	False	True	False
Sorkhei	sqo	sork1239	False	False	False	True	False
Sora	srb	sora1254	False	False	False	True	False
Somali	som	soma1255	False	False	False	True	False
Soli	sby	soli1239	False	False	False	True	False
Sogdian	sog	sogd1245	False	False	False	True	False
Slovenian	slv	slov1268	False	False	False	True	False
Siroi	ssd	siro1249	False	False	True	False	False
Sinhala	sin	sinh1246	False	False	True	False	False
Sinaugoro	snc	sina1266	False	False	False	True	False
Siksika	bla	siks1238	False	False	False	True	False
Sikkimese	sip	sikk1242	False	False	False	True	False
Sika	ski	sika1262	False	False	True	False	False
Sierra de Juárez Zapotec	zaa	sier1250	False	False	False	True	False
Sie	erg	siee1239	False	False	False	True	False
Siane	snp	sian1257	False	False	False	True	False
Shwe Palaung	pll	shwe1236	False	False	True	False	False
Shona	sna	shon1251	False	False	False	True	False
Sherbro	bun	sher1258	False	False	False	True	False
Shatt	shj	shat1244	False	False	False	True	False
Shambala	ksb	sham1280	False	False	False	True	False
Severn Ojibwa	ojs	seve1240	False	False	False	True	False
Serudung Murut	srk	seru1246	False	False	True	False	False
Selkup	sel	selk1253	False	False	False	False	True
Selepet	spl	sele1250	False	False	True	False	False
Selayar	sly	sela1260	False	False	False	True	False
Seediq	trv	taro1264	False	False	False	True	False
Sedang	sed	seda1262	True	False	False	False	False
Sechelt	sec	sech1246	False	False	True	False	False
Sea Island Creole English	gul	gull1241	False	False	False	True	False
Scottish Gaelic	gla	scot1245	False	False	False	True	False
Sayula Popoluca	pos	sayu1241	False	False	False	True	False
Saya	say	saya1246	False	False	False	True	False
Sauria Paharia	mjt	saur1249	False	False	False	True	False
Saurashtra	saz	saur1248	False	False	True	False	False
Satawalese	stw	sata1237	False	False	False	True	False
Sara Kaba Náà	kwv	sara1321	False	False	False	True	False
Santali	sat	sant1410	False	False	False	True	False
Sanskrit	san	sans1269	False	False	False	True	False
Saniyo-Hiyewe	sny	sani1270	False	False	False	True	False
Sandawe	sad	sand1273	False	False	False	True	False
Sanapaná	spn	sana1298	False	False	False	False	True
San Blas Kuna	cuk	sanb1242	False	False	False	True	False
Sakao	sku	saka1289	False	False	False	True	False
Sahu	saj	sahu1245	False	False	False	True	False
Saafi-Saafi	sav	saaf1238	False	True	False	False	False
Sa	sax	saaa1241	False	False	False	True	False
S'gaw Karen	ksw	sgaw1245	True	False	False	False	False
Réunion Creole French	rcf	reun1238	True	False	False	False	False
Ruund	rnd	ruun1238	False	False	False	True	False
Rutul	rut	rutu1240	False	False	False	False	True
Russia Buriat	bxr	russ1264	False	False	False	False	True
Rumu	klq	rumu1243	False	False	False	True	False
Roviana	rug	rovi1238	False	False	False	True	False
Rotokas	roo	roto1249	False	False	False	True	False
Romanian	ron	roma1327	False	False	False	True	False
Rimanggudinhma	zmv	mbar1253	False	False	False	True	False
Riantana	ran	rian1263	False	False	False	True	False
Rendille	rel	rend1243	False	False	False	True	False
Reel	atu	reel1238	False	False	False	True	False
Rawat	jnl	rawa1264	False	False	False	True	False
Rawang	raw	rawa1265	False	False	False	True	False
Rarotongan	rar	raro1241	False	False	False	True	False
Rao	rao	raoo1244	False	False	False	True	False
Rangkas	rgk	rang1266	False	False	False	True	False
Ramoaaina	rai	ramo1244	False	False	False	True	False
Pökoot	pko	poko1263	False	False	False	True	False
Páez	pbb	paez1247	False	False	False	True	False
Pwo Western Karen	pwo	pwow1235	True	False	False	False	False
Purum	pub	puru1266	False	False	False	True	False
Purari	iar	pura1257	False	False	False	True	False
Pular	fuf	pula1262	False	False	False	False	True
Pulaar	fuc	pula1263	False	False	False	True	False
Psikye	kvj	psik1239	False	False	False	True	False
Prasun	prn	pras1239	False	False	False	True	False
Prai	prt	phai1238	False	False	True	False	False
Polabian	pox	pola1255	False	False	False	True	False
Pnar	pbv	pnar1238	False	False	False	True	False
Plains Cree	crk	plai1258	False	False	False	True	False
Pitta Pitta	pit	pitt1247	False	False	False	True	False
Pitcairn-Norfolk	pih	pitc1234	False	False	False	True	False
Pintupi-Luritja	piu	pint1250	False	False	False	True	False
Piemontese	pms	piem1238	False	False	False	True	False
Piaroa	pid	piar1243	False	False	False	True	False
Phom Naga	nph	phom1236	False	False	False	True	False
Phoenician	phn	phoe1239	False	False	False	True	False
Pfaelzisch	pfl	pala1330	False	False	False	True	False
Pele-Ata	ata	pele1245	False	True	False	False	False
Pedi	nso	pedi1238	False	False	False	True	False
Pattani	lae	patt1248	False	False	False	True	False
Patep	ptp	pate1247	False	False	False	True	False
Pará Arára	aap	para1310	False	False	True	False	False
Parachi	prc	para1299	False	False	False	True	False
Pangwa Naga	nst	tase1235	False	False	True	False	False
Palikúr	plu	pali1279	False	False	False	True	False
Palauan	pau	pala1344	False	False	False	True	False
Pacoh	pac	paco1243	False	False	False	True	False
Pacific Gulf Yupik	ems	paci1278	True	False	False	False	False
Pacaraos Quechua	qvp	paca1245	False	False	True	False	False
Paakantyi	drl	darl1243	False	False	False	False	True
Oyda	oyd	oyda1235	False	False	True	False	False
Oroko	bdu	orok1266	False	False	True	False	False
Orok	oaa	orok1265	False	False	False	True	False
Orma	orc	orma1241	False	False	False	True	False
Onondaga	ono	onon1246	False	False	False	True	False
Ongota	bxe	bira1253	False	False	False	True	False
Old Uighur	oui	oldu1238	False	False	False	False	True
Old English (ca. 450-1100)	ang	olde1238	False	False	False	True	False
Oki-No-Erabu	okn	okin1246	True	False	False	False	False
Ogbia	ogb	ogbi1239	False	False	True	False	False
Obolo	ann	obol1243	False	False	False	True	False
Obokuitai	afz	obok1239	False	False	False	True	False
Nyiha (Tanzania)	nih	nyih1240	False	False	False	True	False
Nyambo	now	nyam1277	False	False	False	False	True
Nyali	nlj	nyal1250	False	False	False	True	False
Nyahkur	cbn	nyah1250	False	False	False	True	False
Nupe-Nupe-Tako	nup	nupe1254	False	False	False	True	False
Nungali	nug	nung1291	False	False	False	False	True
Nung (Viet Nam)	nut	nung1283	False	False	False	True	False
Nung (Myanmar)	nun	nung1282	False	False	True	False	False
Nuer	nus	nuer1246	False	False	False	True	False
Nsenga	nse	nsen1242	False	False	False	True	False
Northwestern Lingala	NOCODE_Northwestern-Lingala	nort3345	False	False	False	True	False
Northwest Sahaptin	yak	yaki1237	False	False	False	False	True
Northwest Gbaya	gya	nort2775	False	False	False	True	False
Northern Uzbek	uzn	nort2690	False	False	False	True	False
Northern Tosk Albanian	als	tosk1239	False	False	False	True	False
Northern Luri	lrc	nort2645	False	False	False	True	False
Northern Kankanay	xnn	nort2877	False	False	False	False	True
Northern Jinghpaw	sgp	sing1264	False	False	False	True	False
Northern Gumuz	guk	gumu1244	False	False	False	True	False
Northern East Cree	crl	nort1552	False	False	True	False	False
North Mesopotamian Arabic	ayp	nort3142	False	False	False	True	False
North Efate	llp	nort2836	False	False	True	False	False
Nogai	nog	noga1249	False	False	False	True	False
Nkem-Nkum	isi	nkem1242	False	False	False	True	False
Njyem	njy	njye1238	False	False	False	True	False
Njanga	NOCODE_Njanga	njan1240	False	False	False	True	False
Nisenan	nsz	nise1244	False	False	True	False	False
Ninam	shb	nina1238	False	False	False	False	True
Nihali	nll	niha1238	False	False	False	True	False
Nigerian Pidgin	pcm	nige1257	False	False	False	True	False
Nhengatu	yrl	nhen1239	False	False	False	True	False
Ngwe	nwe	ngwe1238	False	False	False	True	False
Ngazidja Comorian	zdj	ngaz1238	False	False	True	False	False
Ngarluma	nrl	ngar1287	False	False	False	True	False
Ngambay	sba	ngam1268	False	False	False	True	False
Ngadjunmaya	nju	ngad1258	False	False	False	True	False
Nend	anh	nend1239	False	False	False	True	False
Negerhollands	dcr	nege1244	False	False	False	True	False
Nedebang	nec	nede1245	False	False	False	True	False
Ndonga	ndo	ndon1254	False	False	False	True	False
Ndau	ndc	ndau1241	False	False	False	True	False
Narungga	nnr	naru1238	False	False	False	False	True
Narim	loh	nari1240	False	False	False	True	False
Nara	nrb	nara1262	False	False	False	True	False
Naki	mff	naki1238	False	False	False	True	False
Najdi Arabic	ars	najd1235	False	False	False	True	False
Nahenic	NOCODE_Nahenic	nahe1238	False	False	True	False	False
Mutsun	css	muts1243	False	False	False	True	False
Muthuvan	muv	muth1236	False	False	False	True	False
Musom	msu	muso1238	False	False	False	True	False
Muruwari	zmu	muru1266	False	False	False	True	False
Murrinh-Patha	mwf	murr1258	False	False	False	True	False
Murle	mur	murl1244	False	False	False	True	False
Munsee	umu	muns1251	False	False	True	False	False
Mungaka	mhk	mung1266	False	False	False	True	False
Muduga	udg	mudu1239	False	True	False	False	False
Mpur	akc	mpur1239	False	False	False	True	False
Motu	meu	motu1246	True	False	False	False	False
Mortlockese	mrl	mort1237	False	False	False	True	False
Moroccan Arabic	ary	moro1292	False	False	False	False	True
Mori Bawah	xmz	mori1268	False	False	False	True	False
Morelos Nahuatl	nhm	more1259	False	False	False	True	False
Mor (Mor Islands)	mhz	morm1235	False	False	False	True	False
Mongolia Buriat	bxm	mong1330	False	False	False	True	False
Mongo	lol	mong1338	False	False	False	True	False
Molmo One	aun	molm1235	False	False	False	True	False
Mokpwe	bri	mokp1239	False	False	False	True	False
Moklen	mkm	mokl1243	False	False	False	True	False
Mogholi	mhj	mogh1245	False	False	False	True	False
Mizo	lus	lush1249	False	False	False	True	False
Mitla Zapotec	zaw	mitl1236	False	False	False	True	False
Mising-Padam-Miri-Minyong	mrg	misi1242	False	False	False	True	False
Min Nan Chinese	nan	minn1241	False	False	False	True	False
Miluk	iml	milu1241	False	False	True	False	False
Midob	mei	mido1240	False	False	False	False	True
Mezquital Otomi	ote	mezq1235	False	False	False	True	False
Meskwaki	sac	mesk1242	False	False	False	False	True
Melpa	med	melp1238	False	False	False	False	True
Melo	mfx	melo1242	False	False	False	True	False
Me'en	mym	meen1242	False	False	False	True	False
Mbuko	mqb	mbuk1243	False	False	False	False	True
Mbugwe	mgz	mbug1242	False	False	False	True	False
Mbugu	mhd	mbug1240	False	False	False	True	False
Mbalanhu	lnb	mbal1255	False	False	False	False	True
Mbabaram	vmb	mbab1239	False	False	False	True	False
Mattole	mvb	matt1238	False	False	False	True	False
Masalit	mls	nucl1440	False	False	False	True	False
Marik	dad	mari1428	False	False	True	False	False
Mapudungun	arn	mapu1245	False	False	False	True	False
Mapos Buang	bzh	mapo1242	False	False	False	True	False
Maore Comorian	swb	maor1244	False	False	False	True	False
Manyika	mxc	many1258	False	False	False	True	False
Manx	glv	manx1243	False	False	False	True	False
Mansim	NOCODE_Mansim	mans1260	False	False	True	False	False
Manipuri	mni	mani1292	False	False	False	True	False
Mangbetu	mdj	mang1394	False	False	False	True	False
Mandinka	mnk	mand1436	False	False	False	True	False
Mandeali	mjl	mand1409	True	False	False	False	False
Mandarin Chinese	cmn	mand1415	False	False	False	True	False
Mandari	mqu	mand1425	False	False	False	True	False
Mand	ate	atem1241	False	False	True	False	False
Mambwe-Lungu	mgr	mamb1296	False	False	False	True	False
Maltese	mlt	malt1254	False	False	False	False	True
Malavedan	mjr	mala1463	False	True	False	False	False
Majang	mpe	maja1242	False	False	False	True	False
Mailu	mgu	mail1248	False	False	False	True	False
Madak	mmx	mada1285	False	False	False	True	False
Macanese	mzs	maca1262	False	False	False	True	False
Lü	khb	luuu1242	False	False	True	False	False
Lydian	xld	lydi1241	False	False	False	True	False
Lycian A	xlc	lyci1241	False	False	False	True	False
Luo (Kenya and Tanzania)	luo	luok1236	False	False	False	True	False
Luna	luj	luna1244	False	False	False	True	False
Luiseno	lui	luis1253	False	False	False	True	False
Lubuagan Kalinga	knb	lubu1243	False	False	False	False	True
Luba-Katanga	lub	luba1250	False	False	False	True	False
Lowland Oaxaca Chontal	clo	lowl1260	False	False	False	True	False
Lower Silesian	sli	lowe1388	False	False	False	True	False
Lower Richmond	NOCODE_Lower-Richmond	lowe1444	False	False	False	False	True
Lower Grand Valley Dani	dni	lowe1415	False	False	False	False	True
Lotha Naga	njh	loth1237	False	False	False	True	False
Lonwolwol	crc	lonw1238	False	False	False	True	False
Loma (Liberia)	lom	loma1260	False	False	False	True	False
Lokaa	yaz	loka1252	False	False	False	True	False
Logo	log	logo1259	False	False	True	False	False
Linngithigh	lnj	leni1238	False	False	False	True	False
Lingala	lin	ling1263	False	False	False	True	False
Limbu	lif	limb1266	False	False	False	False	True
Lijili	mgi	liji1238	False	False	False	True	False
Lihir	lih	lihi1237	False	False	True	False	False
Ligurian	lij	ligu1248	False	False	False	True	False
Ligbi	lig	ligb1244	False	False	False	True	False
Libyan Arabic	ayl	liby1240	False	False	False	True	False
Libido	liq	libi1250	False	False	True	False	False
Liberia Kpelle	xpe	libe1247	False	False	False	True	False
Lenje	leh	lenj1248	False	False	False	True	False
Lendu	led	lend1245	True	False	False	False	False
Lealao Chinantec	cle	leal1235	False	False	False	True	False
Larike-Wakasihu	alo	lari1255	False	False	True	False	False
Lamba	lam	lamb1271	False	False	False	True	False
Lama (Togo)	las	lama1275	False	False	True	False	False
Lala-Bisa	leb	lala1264	False	False	False	True	False
Lala	nrz	lala1268	False	False	False	True	False
Lake Miwok	lmw	lake1258	False	False	False	True	False
Lacandon	lac	laca1243	False	False	True	False	False
Kyaka	kyc	kyak1244	True	False	False	False	False
Kwomtari	kwo	nucl1593	False	False	False	True	False
Kwini	gww	kwin1241	False	False	False	True	False
Kwara'ae	kwf	kwar1239	False	False	False	True	False
Kwangali	kwn	kwan1273	False	False	False	True	False
Kwak'wala	kwk	kwak1269	False	False	False	False	True
Kutenai	kut	kute1249	False	False	False	False	True
Kurukh	kru	kuru1301	False	False	False	True	False
Kuria	kuj	kuri1259	False	False	False	True	False
Kupang Malay	mkn	kupa1239	False	False	False	True	False
Kunimaipa	kup	kuni1267	False	False	False	True	False
Kumbainggar	kgs	kumb1268	False	False	False	True	False
Kullu Pahari	kfx	kull1236	True	False	False	False	False
Kui (Indonesia)	kvd	kuii1253	False	False	False	True	False
Kryz	kry	kryt1240	False	False	False	False	True
Krio	kri	krio1253	False	False	False	False	True
Kriang-Khlor	ngt	ngeq1245	False	False	True	False	False
Koyukon	koy	koyu1237	False	False	True	False	False
Kota (India)	kfe	kota1263	False	False	True	False	False
Korean	kor	kore1280	False	False	False	True	False
Konyak Naga	nbe	kony1248	False	False	False	True	False
Konni	kma	konn1242	False	False	False	True	False
Konda-Dora	kfc	kond1295	False	False	False	True	False
Komo (Sudan)	xom	komo1258	False	False	False	True	False
