Language	ISO 639-3	Glottocode	object_agreement	subject_agreement	subject_indexing
Terei	buo	tere1278	False	False	False
Tera	ttr	tera1251	False	False	False
Tequistlateco Chontal	NOCODE_Tequistlateco-Chontal	tequ1245	False	False	False
Tepeuxila Cuicatec	cux	tepe1280	False	False	False
Tepecano	tep	tepe1278	False	False	False
Tennet	tex	tenn1246	False	False	False
Tenharim-Parintintin-Diahoi	pah	tenh1241	False	False	False
Tengger	tes	teng1272	False	False	False
Tenetehara	tqb	temb1276	False	False	False
Temi	soz	temi1247	False	False	False
Tehuelche	teh	tehu1242	False	False	False
Teanu	tkw	tean1237	False	False	False
Tboli	tbl	tbol1240	False	False	False
Tayart Tamajeq	thz	taya1257	False	False	False
Tawallammat Tamajaq	ttq	tawa1286	False	False	False
Tausug	tsg	taus1251	False	False	False
Taulil	tuh	taul1251	False	False	False
Tatana	txx	tata1257	False	False	False
Tataltepec Chatino	cta	tata1258	False	False	False
Tasawaq	twq	tasa1240	False	False	False
Tarok	yer	taro1263	False	False	False
Tarao	tro	tara1313	False	False	False
Tanudan Kalinga	kml	lowe1412	False	False	False
Tangwang	NOCODE_Tangwang	tang1373	False	False	False
Tangam	NOCODE_Tangam	tang1377	False	False	False
Tangale	tan	nucl1696	False	False	False
Tamil	tam	tami1289	False	False	False
Talise	tlr	tali1259	False	False	False
Talaud	tld	tala1285	False	False	False
Talaandig-Binukid	bkd	binu1244	False	False	False
Takestani	tks	take1255	False	False	False
Tajio	tdj	taji1246	False	False	False
Tairuma	uar	tair1256	False	False	False
Tai Laing	tjl	tail1248	False	False	False
Tai Dón	twh	taid1250	False	False	False
Tai Dam	blt	taid1247	False	False	False
Tahltan	tht	tahl1239	False	False	False
Tahaggart Tamahaq	thv	taha1241	False	False	False
Tagoi	tag	tago1246	False	False	False
Tagish	tgx	tagi1240	False	False	False
Tagin	tgj	tagi1241	False	False	False
Tagdal	tda	tagd1238	False	False	False
Tagbanwa	tbw	tagb1258	False	False	False
Tagalog	tgl	taga1270	False	False	False
Tagabawa	bgs	taga1272	False	False	False
Tachelhit	shi	tach1250	False	False	False
Tacana	tna	taca1256	False	False	False
Tabo	knv	tabo1241	False	False	False
Tabaru	tby	taba1263	False	False	False
Sô	sss	sooo1254	False	False	False
Sìcìté Sénoufo	sep	sici1249	False	False	False
Sãotomense	cri	saot1239	False	False	False
Sydney	xdk	sydn1236	False	False	False
Syan	NOCODE_Syan	syan1242	False	False	False
Swampy Cree	csw	swam1239	False	False	False
Swabian	swg	swab1242	False	False	False
Susu	sus	susu1250	False	False	False
Sursurunga	sgz	surs1246	False	False	False
Surigaonon	sgd	suri1273	False	False	False
Sundanese	sun	sund1252	False	False	False
Sumi Naga	nsm	sumi1235	False	False	False
Sumerian	sux	sume1241	False	False	False
Sumbawa	smw	sumb1241	False	False	False
Sukur	syk	suku1272	False	False	False
Sui	swi	suii1243	False	False	False
Sudanese Creole Arabic	pga	suda1237	False	False	False
Sud Oranais-Gourara	grr	tazn1238	False	False	False
Subtiaba	sut	subt1250	False	False	False
Suabo	szp	suab1238	False	False	False
Stoney	sto	ston1242	False	False	False
Stod Bhoti	sbu	stod1241	False	False	False
Stau-Dgebshes	ero	horp1239	False	False	False
Standard Malay	zsm	stan1306	False	False	False
Standard Indonesian	ind	indo1316	False	False	False
Sri Lanka Malay	sci	sril1245	False	False	False
Sranan Tongo	srn	sran1240	False	False	False
Squamish	squ	squa1248	False	False	False
Spokane	spo	spok1245	False	False	False
Southwestern Dinka	dik	sout2832	False	False	False
Southwest Tanna	nwi	sout2869	False	False	False
Southern Tutchone	tce	sout2957	False	False	False
Southern Tiwa	tix	sout2961	False	False	False
Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	khan1277	False	False	False
Southern Sotho	sot	sout2807	False	False	False
Southern Sierra Miwok	skd	sout2985	False	False	False
Southern Sama	ssb	sout2918	False	False	False
Southern Qiang	qxs	sout2728	False	False	False
Southern Puget Sound Salish	slh	sout2965	False	False	False
Southern Pomo	peq	sout2984	False	False	False
Southern Pame	pmz	sout2999	False	False	False
Southern Nambikuára	nab	sout2994	False	False	False
Southern Jinghpaw	kac	kach1280	False	False	False
Southern Haida	hax	sout2956	False	False	False
Southern Gumuz	NOCODE_Southern-Gumuz	sout3236	False	False	False
Southern Grebo	grj	sout2826	False	False	False
Southern Ghale	ghe	sout2715	False	False	False
Southern Dong	kmc	sout2741	False	False	False
Southern Conchucos Ancash Quechua	qxo	sout2992	False	False	False
Southern Bobo Madaré	bwq	sout2840	False	False	False
Southern Balochi	bcc	sout2642	False	False	False
Southern Bai	bfs	sout2730	False	False	False
Southern Aymara	ayc	sout2996	False	False	False
Southern Amami-Oshima	ams	sout2954	False	False	False
Southern Altai	alt	sout2694	False	False	False
Southern Alta	agy	sout2905	False	False	False
Southeastern Pomo	pom	sout2982	False	False	False
Southeastern Kolami	nit	sout1549	False	False	False
Southeast Ijo	ijs	sout2774	False	False	False
South-Eastern Ju	ktz	juho1239	False	False	False
South Levantine Arabic	ajp	sout3123	False	False	False
South Fali	fal	sout2782	False	False	False
Sougb	mnx	mani1235	False	False	False
Sorkhei	sqo	sork1239	False	False	False
Solu-Khumbu Sherpa	xsr	sher1255	False	False	False
Soli	sby	soli1239	False	False	False
Soic	soj	soii1239	False	False	False
Sobei	sob	sobe1238	False	False	False
So (Democratic Republic of Congo)	soc	sode1235	False	False	False
Siyin Chin	csy	siyi1240	False	False	False
Siuslaw	sis	sius1254	False	False	False
Sisiqa	NOCODE_Sisiqa	sisi1250	False	False	False
Sirionó	srq	siri1273	False	False	False
Siraya	fos	sira1267	False	False	False
Sinhala	sin	sinh1246	False	False	False
Simbo	sbb	simb1256	False	False	False
Siksika	bla	siks1238	False	False	False
Sikkimese	sip	sikk1242	False	False	False
Sikaiana	sky	sika1261	False	False	False
Sika	ski	sika1262	False	False	False
Sie	erg	siee1239	False	False	False
Sicilian	scn	sici1248	False	False	False
Sichuan Yi	iii	sich1238	False	False	False
Siawi	mmp	siaw1243	False	False	False
Siamou	sif	siam1242	False	False	False
Shwe Palaung	pll	shwe1236	False	False	False
Shuswap	shs	shus1248	False	False	False
Shumashti	sts	shum1235	False	False	False
Shuar	jiv	shua1257	False	False	False
Shua	shg	shua1254	False	False	False
Shoshoni	shh	shos1248	False	False	False
Sholaga	sle	shol1240	False	False	False
Shixing	sxg	shix1238	False	False	False
Shilluk	shk	shil1265	False	False	False
Shihhi Arabic	ssh	shih1239	False	False	False
Sherbro	bun	sher1258	False	False	False
She	shx	shee1238	False	False	False
Shawnee	sjw	shaw1249	False	False	False
Shatt	shj	shat1244	False	False	False
Shasta	sht	shas1239	False	False	False
Shan	shn	shan1277	False	False	False
Shambala	ksb	sham1280	False	False	False
Shahrudi	shm	shah1254	False	False	False
Serudung Murut	srk	seru1246	False	False	False
Serua	srw	seru1245	False	False	False
Sentani	set	nucl1632	False	False	False
Seneca	see	sene1264	False	False	False
Senari	sef	ceba1235	False	False	False
Semnani	smy	semn1249	False	False	False
Semelai	sza	seme1247	False	False	False
Semaq Beri	szc	sema1265	False	False	False
Semai	sea	sema1266	False	False	False
Selkup	sel	selk1253	False	False	False
Selepet	spl	sele1250	False	False	False
Seke (Nepal)	skj	seke1240	False	False	False
Seimat	ssg	seim1238	False	False	False
Sedang	sed	seda1262	False	False	False
Sechelt	sec	sech1246	False	False	False
Sea Island Creole English	gul	gull1241	False	False	False
Scottish Gaelic	gla	scot1245	False	False	False
Scots	sco	scot1243	False	False	False
Scanian	scy	scan1238	False	False	False
Sayula Popoluca	pos	sayu1241	False	False	False
Sawila	swt	sawi1256	False	False	False
Saurashtra	saz	saur1248	False	False	False
Sauraseni Prakrit	psu	saur1252	False	False	False
Satawalese	stw	sata1237	False	False	False
Sartang	onp	sart1249	False	False	False
Sarangani Manobo	mbs	sara1327	False	False	False
Sarangani Blaan	bps	sara1326	False	False	False
Saramaccan	srm	sara1340	False	False	False
Sara Kaba Náà	kwv	sara1321	False	False	False
Sapuan	spu	sapu1248	False	False	False
Sanumá	xsu	sanu1240	False	False	False
Santali	sat	sant1410	False	False	False
Sanskrit	san	sans1269	False	False	False
Sansi	ssi	sans1271	False	False	False
Sankaran Maninka	msc	sank1253	False	False	False
Saniyo-Hiyewe	sny	sani1270	False	False	False
Sangtam Naga	nsa	sang1321	False	False	False
Sangisari	sgr	sang1315	False	False	False
Sangir	sxn	sang1336	False	False	False
Sanga (Democratic Republic of Congo)	sng	sang1331	False	False	False
Sanapaná	spn	sana1298	False	False	False
San Juan Atzingo Popoloca	poe	sanj1285	False	False	False
San Felipe Otlaltepec Popoloca	pow	sanf1264	False	False	False
San Dionisio del Mar Huave	hve	sand1278	False	False	False
San Blas Kuna	cuk	sanb1242	False	False	False
San Andres Creole English	icr	sana1297	False	False	False
Samoan	smo	samo1305	False	False	False
Samo	smq	samo1303	False	False	False
Sambalpuri	spv	samb1325	False	False	False
Salt-Yui	sll	salt1242	False	False	False
Salinan	sln	sali1253	False	False	False
Sakizaya	szy	saki1247	False	False	False
Sakao	sku	saka1289	False	False	False
Sajalong	sjl	saja1240	False	False	False
Saint Lucian Creole French	acf	sain1246	False	False	False
Saidi Arabic	aec	said1239	False	False	False
Saho	ssy	saho1246	False	False	False
Safwa	sbk	safw1238	False	False	False
Safeyoka	apz	safe1240	False	False	False
Safaliba	saf	safa1243	False	False	False
Sadu	NOCODE_Sadu	sadu1234	False	False	False
Sadri	sck	sadr1248	False	False	False
Sabaic	xsa	saba1279	False	False	False
Sabah Malay	msi	saba1263	False	False	False
Saaroa	sxr	saar1237	False	False	False
Saafi-Saafi	sav	saaf1238	False	False	False
S'gaw Karen	ksw	sgaw1245	False	False	False
Réunion Creole French	rcf	reun1238	False	False	False
Rwa	rwk	rwaa1238	False	False	False
Rungus	drg	rung1259	False	False	False
Rumu	klq	rumu1243	False	False	False
Ruga	ruh	ruga1238	False	False	False
Ruching Palaung	pce	ruch1235	False	False	False
Rotuman	rtm	rotu1241	False	False	False
Rongmei Naga	nbu	rong1266	False	False	False
Romblomanon	rol	romb1245	False	False	False
Riuk Bekati'	bei	beka1241	False	False	False
Rio Grande Tewa	tew	tewa1260	False	False	False
Rimanggudinhma	zmv	mbar1253	False	False	False
Reta	ret	rett1240	False	False	False
Resígaro	rgr	resi1247	False	False	False
Reshe	res	resh1242	False	False	False
Rerep	pgk	rere1240	False	False	False
Rengao	ren	reng1252	False	False	False
Rendille	rel	rend1243	False	False	False
Rejang	rej	reja1240	False	False	False
Rejang Kayan	ree	reja1241	False	False	False
Reel	atu	reel1238	False	False	False
Rawat	jnl	rawa1264	False	False	False
Ratahan	rth	rata1244	False	False	False
Rarotongan	rar	raro1241	False	False	False
Rapoisi	kyx	rapo1238	False	False	False
Rapanui	rap	rapa1244	False	False	False
Rao	rao	raoo1244	False	False	False
Rangpuri	rkt	rang1265	False	False	False
Rakahanga-Manihiki	rkh	raka1237	False	False	False
Rade	rad	rade1240	False	False	False
Rabha	rah	rabh1238	False	False	False
Quinault	qun	quin1251	False	False	False
Quileute	qui	quil1240	False	False	False
Quechan	yum	quec1382	False	False	False
Quapaw	qua	quap1242	False	False	False
Pökoot	pko	poko1263	False	False	False
Päri	lkr	pari1256	False	False	False
Páez	pbb	paez1247	False	False	False
Pwo Western Karen	pwo	pwow1235	False	False	False
Pwo Eastern Karen	kjp	pwoe1235	False	False	False
Purik-Sham-Nubra	prx	puri1258	False	False	False
Purari	iar	pura1257	False	False	False
Pumé	yae	pume1238	False	False	False
Puluwatese	puw	pulu1242	False	False	False
Pular	fuf	pula1262	False	False	False
Psikye	kvj	psik1239	False	False	False
Prasun	prn	pras1239	False	False	False
Prai	prt	phai1238	False	False	False
Pouye	bye	pouy1238	False	False	False
Poumei Naga	pmx	poum1235	False	False	False
Pottangi Ollar Gadaba	gdb	pott1240	False	False	False
Potawatomi	pot	pota1247	False	False	False
Port Sandwich	psw	port1285	False	False	False
Poqomchi'	poh	poqo1254	False	False	False
Polci	plj	polc1243	False	False	False
Polabian	pox	pola1255	False	False	False
Pohnpeian	pon	pohn1238	False	False	False
Plautdietsch	pdt	plau1238	False	False	False
Plateau Malagasy	plt	plat1254	False	False	False
Pitcairn-Norfolk	pih	pitc1234	False	False	False
Piscataway	psy	pisc1239	False	False	False
Pipil	ppl	pipi1250	False	False	False
Pintupi-Luritja	piu	pint1250	False	False	False
Pintiini	pti	pint1251	False	False	False
Piemontese	pms	piem1238	False	False	False
Picuris Northern Tiwa	NOCODE_Picuris-Northern-Tiwa	picu1248	False	False	False
Pichi	fpe	fern1234	False	False	False
Phrygian	xpg	phry1239	False	False	False
Phong-Kniang	pnx	phon1246	False	False	False
Phoenician	phn	phoe1239	False	False	False
Phake	phk	phak1238	False	False	False
Pfaelzisch	pfl	pala1330	False	False	False
Peve	lme	peve1243	False	False	False
Peripheral Mongolian	mvf	peri1253	False	False	False
Penrhyn	pnh	penr1237	False	False	False
Pennsylvania German	pdc	penn1240	False	False	False
Pazeh	pzh	kulo1237	False	False	False
Pawnee	paw	pawn1254	False	False	False
Patep	ptp	pate1247	False	False	False
Pará Arára	aap	para1310	False	False	False
Paraguayan Guaraní	gug	para1311	False	False	False
Parachi	prc	para1299	False	False	False
Papiamento	pap	papi1253	False	False	False
Papar	dpp	papa1268	False	False	False
Paniya	pcg	pani1256	False	False	False
Pangwa Naga	nst	tase1235	False	False	False
Pangutaran Sama	slm	pang1291	False	False	False
Pangasinan	pag	pang1290	False	False	False
Pamplona Atta	att	pamp1244	False	False	False
Pali	pli	pali1273	False	False	False
Palantla Chinantec	cpa	pala1351	False	False	False
Paiwan	pwn	paiw1248	False	False	False
Paite Chin	pck	pait1244	False	False	False
Paipai	ppi	paip1241	False	False	False
Pahlavi	pal	pahl1241	False	False	False
Pahari Newari	phj	paha1257	False	False	False
Pacoh	pac	paco1243	False	False	False
Pacaraos Quechua	qvp	paca1245	False	False	False
Paasaal	sig	paas1238	False	False	False
Paama	pma	paam1238	False	False	False
Paakantyi	drl	darl1243	False	False	False
Ozolotepec Zapotec	zao	ozol1235	False	False	False
Oyda	oyd	oyda1235	False	False	False
Otuho	lot	otuh1238	False	False	False
Ottawa	otw	otta1242	False	False	False
Ot Danum	otd	otda1235	False	False	False
Ostfränkisch	vmf	main1267	False	False	False
Orya	ury	orya1242	False	False	False
Orokaiva	okv	orok1269	False	False	False
Orok	oaa	orok1265	False	False	False
Oroha	ora	oroh1237	False	False	False
Ormu	orz	ormu1248	False	False	False
Onondaga	ono	onon1246	False	False	False
Ongota	bxe	bira1253	False	False	False
Oneida	one	onei1249	False	False	False
Omi	omi	omii1238	False	False	False
Omani Arabic	acx	oman1239	False	False	False
Omaha-Ponca	oma	omah1247	False	False	False
Omagua	omg	omag1248	False	False	False
Oluta Popoluca	plo	olut1240	False	False	False
Olo	ong	oloo1241	False	False	False
Olekha	ole	olek1239	False	False	False
Older Runic	NOCODE_Older-Runic	olde1239	False	False	False
Old Tamil	oty	oldt1248	False	False	False
Old Mon	omx	oldm1242	False	False	False
Old Malay	NOCODE_Old-Malay	oldm1243	False	False	False
Old Khmer	qok	oldk1249	False	False	False
Old Kannada	qkn	oldk1250	False	False	False
Old Japanese	ojp	oldj1239	False	False	False
Old High German (ca. 750-1050)	goh	oldh1241	False	False	False
Old Frisian	ofs	oldf1241	False	False	False
Old English (ca. 450-1100)	ang	olde1238	False	False	False
Old Chinese	och	oldc1244	False	False	False
Oku	oku	okuu1243	False	False	False
Okolie	oie	okol1243	False	False	False
Okiek	oki	okie1245	False	False	False
Oki-No-Erabu	okn	okin1246	False	False	False
Okanagan	oka	okan1243	False	False	False
Oirata	oia	oira1263	False	False	False
Oirad-Kalmyk-Darkhat	xal	kalm1243	False	False	False
Oinam	NOCODE_Oinam	-	False	False	False
Odoodee	kkc	odoo1238	False	False	False
Obokuitai	afz	obok1239	False	False	False
N||ng	ngh	nngg1234	False	False	False
Nyunga	nys	nyun1247	False	False	False
Nyulnyul	nyv	nyul1247	False	False	False
Nyishi-Hill Miri	njz	nyis1236	False	False	False
Nyigina	nyh	nyig1240	False	False	False
Nyawaygi	nyt	nyaw1247	False	False	False
Nyambo	now	nyam1277	False	False	False
Nyam	nmi	nyam1285	False	False	False
Nyali	nlj	nyal1250	False	False	False
Nyahkur	cbn	nyah1250	False	False	False
Nyaheun	nev	nyah1249	False	False	False
Nuu-chah-nulth	nuk	nuuc1236	False	False	False
Nuristani Kalasha	wbk	waig1243	False	False	False
Nupe-Nupe-Tako	nup	nupe1254	False	False	False
Nung (Viet Nam)	nut	nung1283	False	False	False
Nukuoro	nkr	nuku1260	False	False	False
Nuer	nus	nuer1246	False	False	False
Nottoway	ntw	nott1246	False	False	False
Northwest Sahaptin	yak	yaki1237	False	False	False
Northwest Maidu	mjd	nort2951	False	False	False
Northern Uzbek	uzn	nort2690	False	False	False
Northern Tujia	tji	nort2732	False	False	False
Northern Tshwa	hio	tsoa1238	False	False	False
Northern Thai	nod	nort2740	False	False	False
Northern Subanen	stb	nort2885	False	False	False
Northern Straits Salish	str	stra1244	False	False	False
Northern Roglai	rog	nort2994	False	False	False
Northern Qiang	cng	nort2722	False	False	False
Northern Pumi	pmi	nort2723	False	False	False
Northern Puebla Nahuatl	ncj	nort2957	False	False	False
Northern Pastaza Quichua	qvz	nort2973	False	False	False
Northern Pame	pmq	nort2984	False	False	False
Northern Lushootseed	lut	lush1252	False	False	False
Northern Luri	lrc	nort2645	False	False	False
Northern Khmer	kxm	nort2684	False	False	False
Northern Kankanay	xnn	nort2877	False	False	False
Northern Jinghpaw	sgp	sing1264	False	False	False
Northern Inland Yuin	NOCODE_Northern-Inland-Yuin	nort2760	False	False	False
Northern Hmong	NOCODE_Northern-Hmong	nort3244	False	False	False
Northern Haida	hdn	nort2938	False	False	False
Northern Gondi	gno	nort2702	False	False	False
Northern Frisian	frr	nort2626	False	False	False
Northern Conchucos Ancash Quechua	qxn	nort2979	False	False	False
Northern Amami-Oshima	ryn	nort2935	False	False	False
Northern Alta	aqn	nort2875	False	False	False
Northeastern Thai	tts	nort2741	False	False	False
North Tanna	tnn	nort2847	False	False	False
North Moluccan Malay	max	nort2828	False	False	False
North Mesopotamian Arabic	ayp	nort3142	False	False	False
North Marquesan	mrq	nort2845	False	False	False
North Levantine Arabic	apc	nort3139	False	False	False
North Efate	llp	nort2836	False	False	False
North Azerbaijani	azj	nort2697	False	False	False
North Alaskan Inupiatun	esi	nort2943	False	False	False
Nonuya	noj	nonu1241	False	False	False
Nokuku	nkk	noku1237	False	False	False
Nocte Naga	njb	noct1238	False	False	False
Nobiin	fia	nobi1240	False	False	False
Nkonya	nko	nkon1248	False	False	False
Nkem-Nkum	isi	nkem1242	False	False	False
Njyem	njy	njye1238	False	False	False
Njerep	njr	njer1242	False	False	False
Njebi	nzb	njeb1242	False	False	False
Nizaa	sgi	suga1248	False	False	False
Niuean	niu	niue1239	False	False	False
Niuafo'ou	num	niua1240	False	False	False
Nisga'a	ncg	nisg1240	False	False	False
Nilamba	nim	nila1242	False	False	False
Nii	nii	niii1240	False	False	False
Nihali	nll	niha1238	False	False	False
Nigerian Pidgin	pcm	nige1257	False	False	False
Niellim	nie	niel1243	False	False	False
Nias	nia	nias1242	False	False	False
Nhanda	nha	nhan1238	False	False	False
Ngäbere	gym	ngab1239	False	False	False
Ngwe	nwe	ngwe1238	False	False	False
Ngochang	NOCODE_Ngochang	ngoc1235	False	False	False
Ngbaka Minagende	nga	ngba1285	False	False	False
Ngazidja Comorian	zdj	ngaz1238	False	False	False
Ngas	anc	ngas1240	False	False	False
Ngangam	gng	ngan1299	False	False	False
Ngamo	nbh	ngam1282	False	False	False
Ngalkbun	ngk	ngal1292	False	False	False
Ngadjunmaya	nju	ngad1258	False	False	False
Ngad'a	nxg	ngad1261	False	False	False
Nepali	npi	nepa1254	False	False	False
Nengone	nen	neng1238	False	False	False
Negeri Sembilan Malay	zmi	nege1240	False	False	False
Negerhollands	dcr	nege1244	False	False	False
Ndau	ndc	ndau1241	False	False	False
Nayi	noz	nayi1243	False	False	False
Navajo	nav	nava1243	False	False	False
Nati	NOCODE_Nati	nati1244	False	False	False
Natchez	ncz	natc1249	False	False	False
Narungga	nnr	naru1238	False	False	False
Narrinyeri	nay	narr1259	False	False	False
Naro	nhr	naro1249	False	False	False
Nara	nrb	nara1262	False	False	False
Nar Phu	npa	narp1239	False	False	False
Nanai	gld	nana1257	False	False	False
Namuyi	nmy	namu1246	False	False	False
Namia	nnm	nami1256	False	False	False
Nambo	ncm	namb1293	False	False	False
Naman	lzl	litz1237	False	False	False
Nama (Namibia)	naq	nama1264	False	False	False
Nalca	nlc	nalc1240	False	False	False
Nakara	nck	naka1260	False	False	False
Najdi Arabic	ars	najd1235	False	False	False
Nai	bio	naii1241	False	False	False
Nahenic	NOCODE_Nahenic	nahe1238	False	False	False
Naga Pidgin	nag	naga1394	False	False	False
Na	nbt	naaa1245	False	False	False
Mískito	miq	misk1235	False	False	False
Máku	xak	maku1246	False	False	False
Myene	mye	myen1241	False	False	False
Mwan	moa	mwan1250	False	False	False
Muyuw	myw	muyu1244	False	False	False
Muyang	muy	muya1243	False	False	False
Mutsun	css	muts1243	False	False	False
Muthuvan	muv	muth1236	False	False	False
Musom	msu	muso1238	False	False	False
Muruwari	zmu	muru1266	False	False	False
Murui Huitoto	huu	muru1274	False	False	False
Murrinh-Patha	mwf	murr1258	False	False	False
Muong	mtq	muon1246	False	False	False
Mungaka	mhk	mung1266	False	False	False
Mullukmulluk	mpb	mull1237	False	False	False
Mulam	mlm	mula1253	False	False	False
Muklom	NOCODE_Muklom	mukl1234	False	False	False
Mufian	aoj	mufi1238	False	False	False
Muduga	udg	mudu1239	False	False	False
Mudhili Gadaba	gau	mudh1235	False	False	False
Mualang	mtd	mual1241	False	False	False
Mru	mro	mruu1242	False	False	False
Mro Chin	cmr	mroc1235	False	False	False
Mpur	akc	mpur1239	False	False	False
Mpi	mpz	mpii1239	False	False	False
Movono	tgp	tang1347	False	False	False
Movima	mzp	movi1243	False	False	False
Mountain Koiali	kpx	moun1252	False	False	False
Mota	mtt	mota1237	False	False	False
Mossi	mos	moss1236	False	False	False
Moselle Franconian	ltz	luxe1241	False	False	False
Morisyen	mfe	mori1278	False	False	False
Mori Bawah	xmz	mori1268	False	False	False
Morelos Nahuatl	nhm	more1259	False	False	False
Mor (Mor Islands)	mhz	morm1235	False	False	False
Moose Cree	crm	moos1236	False	False	False
Mono (USA)	mnr	mono1275	False	False	False
Mono (Democratic Republic of Congo)	mnh	mono1270	False	False	False
Moni	mnz	moni1261	False	False	False
Mongo	lol	mong1338	False	False	False
Mongghul	mjg	huzh1238	False	False	False
Mon	mnw	monn1252	False	False	False
Moklen	mkm	mokl1243	False	False	False
Mokilese	mkj	moki1238	False	False	False
Mok	mqt	mokk1243	False	False	False
Mohegan-Montauk-Narragansett	mof	mohe1244	False	False	False
Mohawk	moh	moha1258	False	False	False
Mocoví	moc	moco1246	False	False	False
Mocho	mhc	moch1257	False	False	False
Mochica	omc	moch1259	False	False	False
Mmen	bfm	mmen1238	False	False	False
Mlahsô	lhs	mlah1239	False	False	False
Mlabri	mra	mlab1235	False	False	False
Miyako	mvi	miya1259	False	False	False
Mixtepec Zapotec	zpm	mixt1426	False	False	False
Mitla Zapotec	zaw	mitl1236	False	False	False
Mising-Padam-Miri-Minyong	mrg	misi1242	False	False	False
Mirandese	mwl	mira1251	False	False	False
Minangkabau	min	mina1268	False	False	False
Mina (Cameroon)	hna	mina1276	False	False	False
Min Nan Chinese	nan	minn1241	False	False	False
Min Bei Chinese	mnp	minb1244	False	False	False
Miluk	iml	milu1241	False	False	False
Millcayac	NOCODE_Millcayac	mill1237	False	False	False
Milang	NOCODE_Milang	mila1245	False	False	False
Mikasuki	mik	mika1239	False	False	False
Midob	mei	mido1240	False	False	False
Middle Mongol	xng	midd1351	False	False	False
Middle High German	gmh	midd1343	False	False	False
Middle Clarence	bdy	midd1357	False	False	False
Middle Chinese	ltc	midd1344	False	False	False
Michoacán Nahuatl	ncl	mich1245	False	False	False
Mi'kmaq	mic	mikm1235	False	False	False
Mezquital Otomi	ote	mezq1235	False	False	False
Mescalero-Chiricahua Apache	apm	mesc1238	False	False	False
Meru	mer	meru1245	False	False	False
Meriam	ulk	meri1244	False	False	False
Merei	lmb	mere1242	False	False	False
Mende (Sierra Leone)	men	mend1266	False	False	False
Mende (Papua New Guinea)	sim	mend1268	False	False	False
Melo	mfx	melo1242	False	False	False
Mele-Fila	mxe	mele1250	False	False	False
Mbre	mka	mbre1244	False	False	False
Mbosi	mdw	mbos1242	False	False	False
Mbere-Mbamba	mdt	mber1257	False	False	False
Mbe	mfo	mbee1249	False	False	False
Mbalanhu	lnb	mbal1255	False	False	False
Mbabaram	vmb	mbab1239	False	False	False
Mazanderani	mzn	maza1291	False	False	False
Mayogo	mdm	mayo1261	False	False	False
Mattole	mvb	matt1238	False	False	False
Matigsalug Manobo	mbt	mati1250	False	False	False
Mateq	xem	kemb1249	False	False	False
Masbatenyo	msb	masb1238	False	False	False
Masalit	mls	nucl1440	False	False	False
Masai	mas	masa1300	False	False	False
Maru	mhx	maru1249	False	False	False
Marshallese	mah	mars1254	False	False	False
Markweeta	enb	mark1255	False	False	False
Maring	nng	mari1416	False	False	False
Maring	mbw	mari1435	False	False	False
Marik	dad	mari1428	False	False	False
Maranao	mrw	mara1404	False	False	False
Maram Naga	nma	mara1379	False	False	False
Maragus	mrs	mara1399	False	False	False
Mar Paharia of Dumka	mkb	malp1246	False	False	False
Mapudungun	arn	mapu1245	False	False	False
Mapos Buang	bzh	mapo1242	False	False	False
Mape	mlh	mape1249	False	False	False
Maori	mri	maor1246	False	False	False
Maonan	mmd	maon1241	False	False	False
Manx	glv	manx1243	False	False	False
Manumanaw Karen	kxf	manu1255	False	False	False
Mansim	NOCODE_Mansim	mans1260	False	False	False
Mansaka	msk	mans1262	False	False	False
Mannan	mjv	mann1246	False	False	False
Manipuri	mni	mani1292	False	False	False
Mangseng	mbh	mang1403	False	False	False
Mangbetu	mdj	mang1394	False	False	False
Mangaia-Old Rapa	ray	rapa1245	False	False	False
Manga Kanuri	kby	mang1399	False	False	False
Mandjak	mfv	mand1419	False	False	False
Mandinka	mnk	mand1436	False	False	False
Mandaya	mry	kara1489	False	False	False
Mandara	tbf	mand1440	False	False	False
Manda (India)	mha	mand1413	False	False	False
Manchu	mnc	manc1252	False	False	False
Manange	nmm	mana1288	False	False	False
Mampruli	maw	mamp1244	False	False	False
Mambwe-Lungu	mgr	mamb1296	False	False	False
Mambae	mgm	mamb1306	False	False	False
Mamanwa	mmn	mama1275	False	False	False
Malvi	mup	malv1243	False	False	False
Malgana	vml	malg1242	False	False	False
Malba Birifor	bfo	malb1235	False	False	False
Malayalam	mal	mala1464	False	False	False
Malay, Manado	xmm	mala1481	False	False	False
Malawi Lomwe	lon	mala1256	False	False	False
Malaweg	NOCODE_Malaweg	mala1534	False	False	False
Malavedan	mjr	mala1463	False	False	False
Malacca-Batavia Portuguese Creole	mcm	mala1533	False	False	False
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	mala1544	False	False	False
Makhuwa	vmw	makh1264	False	False	False
Makasar	mak	maka1311	False	False	False
Makasae-Makalero	mkz	maka1316	False	False	False
Makah	myh	maka1318	False	False	False
Mak (China)	mkg	makc1235	False	False	False
Maharastri Prakrit	pmh	maha1305	False	False	False
Maguindanao	mdh	magu1243	False	False	False
Mag-Anchi Ayta	sgb	maga1263	False	False	False
Madurese	mad	nucl1460	False	False	False
Madngele	zml	madn1237	False	False	False
Madak	mmx	mada1285	False	False	False
Machinga	mvw	mach1265	False	False	False
Mabaale	mmz	maba1270	False	False	False
