Language	ISO 639-3	Glottocode	contrastive_tone	pitch_accent	prosody	tonal_contrast	tonal_system	tone
Niuean	niu	niue1239	False	False	False	False	False	False
Nisenan	nsz	nise1244	False	False	False	False	False	False
Nipmuck	xlo	loup1243	False	False	False	False	False	False
Ninde	mwi	labo1244	False	False	False	False	False	False
Nimboran	nir	nucl1633	False	False	False	False	False	False
Nhengatu	yrl	nhen1239	False	False	False	False	False	False
Ngkâlmpw Kanum	kcd	ngka1235	False	False	False	False	False	False
Nggem	nbq	ngge1241	False	False	False	False	False	False
Ngarluma	nrl	ngar1287	False	False	False	False	False	False
Ngarinman	nbj	ngar1235	False	False	False	False	False	False
Ngandi	nid	ngan1295	False	False	False	False	False	False
Ngadjunmaya	nju	ngad1258	False	False	False	False	False	False
Ngaanyatjarra	ntj	ngaa1240	False	False	False	False	False	False
Nez Perce	nez	nezp1238	False	False	False	False	False	False
Neve'ei	vnm	vinm1237	False	False	False	False	False	False
Nese	NOCODE_Nese	nese1235	False	False	False	False	False	False
Nepali	npi	nepa1254	False	False	False	False	False	False
Nengone	nen	neng1238	False	False	False	False	False	False
Nend	anh	nend1239	False	False	False	False	False	False
Nen	nqn	nenn1238	False	False	False	False	False	False
Nek	nif	nekk1240	False	False	False	False	False	False
Negerhollands	dcr	nege1244	False	False	False	False	False	False
Nedebang	nec	nede1245	False	False	False	False	False	False
Ndau	ndc	ndau1241	False	False	False	False	False	False
Nati	NOCODE_Nati	nati1244	False	False	False	False	False	False
Natchez	ncz	natc1249	False	False	False	False	False	False
Narungga	nnr	naru1238	False	False	False	False	False	False
Narrinyeri	nay	narr1259	False	False	False	False	False	False
Nankina	nnk	nank1250	False	False	False	False	False	False
Nanai	gld	nana1257	False	False	False	False	False	False
Namia	nnm	nami1256	False	False	False	False	False	False
Naman	lzl	litz1237	False	False	False	False	False	False
Namakura	nmk	nama1268	False	False	False	False	False	False
Nalca	nlc	nalc1240	False	False	False	False	False	False
Nakara	nck	naka1260	False	False	False	False	False	False
Nakanai	nak	naka1262	False	False	False	False	False	False
Najdi Arabic	ars	najd1235	False	False	False	False	False	False
Nai	bio	naii1241	False	False	False	False	False	False
Nabak	naf	naba1256	False	False	False	False	False	False
Naasioi	nas	naas1242	False	False	False	False	False	False
Na	nbt	naaa1245	False	False	False	False	False	False
Máku	xak	maku1246	False	False	False	False	False	False
Myene	mye	myen1241	False	False	False	False	False	False
Mwakai	mgt	mong1344	False	False	False	False	False	False
Muyuw	myw	muyu1244	False	False	False	False	False	False
Mutsun	css	muts1243	False	False	False	False	False	False
Muthuvan	muv	muth1236	False	False	False	False	False	False
Mussau-Emira	emi	muss1246	False	False	False	False	False	False
Musom	msu	muso1238	False	False	False	False	False	False
Muruwari	zmu	muru1266	False	False	False	False	False	False
Muong	mtq	muon1246	False	False	False	False	False	False
Munsee	umu	muns1251	False	False	False	False	False	False
Mufian	aoj	mufi1238	False	False	False	False	False	False
Mudhili Gadaba	gau	mudh1235	False	False	False	False	False	False
Mro Chin	cmr	mroc1235	False	False	False	False	False	False
Movono	tgp	tang1347	False	False	False	False	False	False
Mossi	mos	moss1236	False	False	False	False	False	False
Moselle Franconian	ltz	luxe1241	False	False	False	False	False	False
Moroccan Arabic	ary	moro1292	False	False	False	False	False	False
Morisyen	mfe	mori1278	False	False	False	False	False	False
Mori Bawah	xmz	mori1268	False	False	False	False	False	False
Mono (USA)	mnr	mono1275	False	False	False	False	False	False
Moni	mnz	moni1261	False	False	False	False	False	False
Mongolia Buriat	bxm	mong1330	False	False	False	False	False	False
Mongghul	mjg	huzh1238	False	False	False	False	False	False
Molmo One	aun	molm1235	False	False	False	False	False	False
Molale	mbe	mola1238	False	False	False	False	False	False
Moi (Indonesia)	mxn	moii1235	False	False	False	False	False	False
Mohegan-Montauk-Narragansett	mof	mohe1244	False	False	False	False	False	False
Mogholi	mhj	mogh1245	False	False	False	False	False	False
Mocoví	moc	moco1246	False	False	False	False	False	False
Mochica	omc	moch1259	False	False	False	False	False	False
Mlahsô	lhs	mlah1239	False	False	False	False	False	False
Mirandese	mwl	mira1251	False	False	False	False	False	False
Mingrelian	xmf	ming1252	False	False	False	False	False	False
Minangkabau	min	mina1268	False	False	False	False	False	False
Millcayac	NOCODE_Millcayac	mill1237	False	False	False	False	False	False
Migabac	mpp	miga1241	False	False	False	False	False	False
Middle Mongol	xng	midd1351	False	False	False	False	False	False
Middle Clarence	bdy	midd1357	False	False	False	False	False	False
Michoacán Nahuatl	ncl	mich1245	False	False	False	False	False	False
Michif	crg	mich1243	False	False	False	False	False	False
Miami	mia	miam1252	False	False	False	False	False	False
Mi'kmaq	mic	mikm1235	False	False	False	False	False	False
Mesqan	mvz	mesq1240	False	False	False	False	False	False
Merei	lmb	mere1242	False	False	False	False	False	False
Mende (Papua New Guinea)	sim	mend1268	False	False	False	False	False	False
Melpa	med	melp1238	False	False	False	False	False	False
Mele-Fila	mxe	mele1250	False	False	False	False	False	False
Mekens	skf	saki1248	False	False	False	False	False	False
Mednyj Aleut	mud	medn1235	False	False	False	False	False	False
Mbula	mna	mbul1263	False	False	False	False	False	False
Mazanderani	mzn	maza1291	False	False	False	False	False	False
Mauwake	mhl	mauw1238	False	False	False	False	False	False
Mato	met	mato1252	False	False	False	False	False	False
Matigsalug Manobo	mbt	mati1250	False	False	False	False	False	False
Masaaba	myx	masa1299	False	False	False	False	False	False
Maru	mhx	maru1249	False	False	False	False	False	False
Martuthunira	vma	mart1255	False	False	False	False	False	False
Marshallese	mah	mars1254	False	False	False	False	False	False
Marori	mok	moro1289	False	False	False	False	False	False
Marithiel	mfr	mari1424	False	False	False	False	False	False
Maring	mbw	mari1435	False	False	False	False	False	False
Marik	dad	mari1428	False	False	False	False	False	False
Maricopa	mrc	mari1440	False	False	False	False	False	False
Marathi	mar	mara1378	False	False	False	False	False	False
Maranao	mrw	mara1404	False	False	False	False	False	False
Maragus	mrs	mara1399	False	False	False	False	False	False
Maraghei	vmh	mara1373	False	False	False	False	False	False
Mara	mec	mara1385	False	False	False	False	False	False
Mar Paharia of Dumka	mkb	malp1246	False	False	False	False	False	False
Mapudungun	arn	mapu1245	False	False	False	False	False	False
Mape	mlh	mape1249	False	False	False	False	False	False
Maori	mri	maor1246	False	False	False	False	False	False
Manx	glv	manx1243	False	False	False	False	False	False
Mansaka	msk	mans1262	False	False	False	False	False	False
Mannan	mjv	mann1246	False	False	False	False	False	False
Mangseng	mbh	mang1403	False	False	False	False	False	False
Manggarai	mqy	mang1405	False	False	False	False	False	False
Mandjak	mfv	mand1419	False	False	False	False	False	False
Mandeali	mjl	mand1409	False	False	False	False	False	False
Mandaya	mry	kara1489	False	False	False	False	False	False
Mandara	tbf	mand1440	False	False	False	False	False	False
Manda (India)	mha	mand1413	False	False	False	False	False	False
Mand	ate	atem1241	False	False	False	False	False	False
Manchu	mnc	manc1252	False	False	False	False	False	False
Manat	pmr	payn1244	False	False	False	False	False	False
Manam	mva	mana1295	False	False	False	False	False	False
Mampruli	maw	mamp1244	False	False	False	False	False	False
Mamanwa	mmn	mama1275	False	False	False	False	False	False
Mam	mam	mamm1241	False	False	False	False	False	False
Malua Bay	mll	malu1245	False	False	False	False	False	False
Malgana	vml	malg1242	False	False	False	False	False	False
Maleu-Kilenge	mgl	male1289	False	False	False	False	False	False
Malayo	mbp	mala1522	False	False	False	False	False	False
Malayalam	mal	mala1464	False	False	False	False	False	False
Malaweg	NOCODE_Malaweg	mala1534	False	False	False	False	False	False
Malavedan	mjr	mala1463	False	False	False	False	False	False
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	mala1544	False	False	False	False	False	False
Maku'a	lva	maku1277	False	False	False	False	False	False
Makhuwa-Meetto	mgh	makh1261	False	False	False	False	False	False
Makhuwa	vmw	makh1264	False	False	False	False	False	False
Makah	myh	maka1318	False	False	False	False	False	False
Majhi	mjz	majh1253	False	False	False	False	False	False
Maithili	mai	mait1250	False	False	False	False	False	False
Maisin	mbq	mais1250	False	False	False	False	False	False
Mairasi	zrs	nucl1594	False	False	False	False	False	False
Maipure-Avane	NOCODE_Maipure	maip1247	False	False	False	False	False	False
Mailu	mgu	mail1248	False	False	False	False	False	False
Maia	sks	maia1254	False	False	False	False	False	False
Maharastri Prakrit	pmh	maha1305	False	False	False	False	False	False
Magahi	mag	maga1260	False	False	False	False	False	False
Mag-Anchi Ayta	sgb	maga1263	False	False	False	False	False	False
Madurese	mad	nucl1460	False	False	False	False	False	False
Madngele	zml	madn1237	False	False	False	False	False	False
Madak	mmx	mada1285	False	False	False	False	False	False
Macushi	mbc	macu1259	False	False	False	False	False	False
Maco	wpc	maco1239	False	False	False	False	False	False
Machinga	mvw	mach1265	False	False	False	False	False	False
Macedonian	mkd	mace1250	False	False	False	False	False	False
Mabaale	mmz	maba1270	False	False	False	False	False	False
Ma'anyan	mhy	maan1238	False	False	False	False	False	False
Lydian	xld	lydi1241	False	False	False	False	False	False
Lycian A	xlc	lyci1241	False	False	False	False	False	False
Lusi	khl	lusi1240	False	False	False	False	False	False
Luna	luj	luna1244	False	False	False	False	False	False
Luiseno	lui	luis1253	False	False	False	False	False	False
Lubuagan Kalinga	knb	lubu1243	False	False	False	False	False	False
Luangiua	ojv	onto1237	False	False	False	False	False	False
Luang	lex	luan1263	False	False	False	False	False	False
Lozi	loz	lozi1239	False	False	False	False	False	False
Lowland Tarahumara	tac	lowl1265	False	False	False	False	False	False
Lower-Nosop	nsb	lowe1407	False	False	False	False	False	False
Lower Silesian	sli	lowe1388	False	False	False	False	False	False
Lower Riverland	NOCODE_Lower-Riverland	lowe1402	False	False	False	False	False	False
Lower Richmond	NOCODE_Lower-Richmond	lowe1444	False	False	False	False	False	False
Louisiana Creole French	lou	loui1240	False	False	False	False	False	False
Lotha Naga	njh	loth1237	False	False	False	False	False	False
Loniu	los	loni1238	False	False	False	False	False	False
Longgu	lgu	long1395	False	False	False	False	False	False
Lombard	lmo	lomb1257	False	False	False	False	False	False
Lolak	llq	lola1250	False	False	False	False	False	False
Lokono	arw	araw1276	False	False	False	False	False	False
Lodhi	lbm	lodh1246	False	False	False	False	False	False
Linngithigh	lnj	leni1238	False	False	False	False	False	False
Limos Kalinga	kmk	limo1248	False	False	False	False	False	False
Lillooet	lil	lill1248	False	False	False	False	False	False
Ligurian	lij	ligu1248	False	False	False	False	False	False
Libyan Arabic	ayl	liby1240	False	False	False	False	False	False
Lewotobi	lwt	lewo1244	False	False	False	False	False	False
Lepcha	lep	lepc1244	False	False	False	False	False	False
Lemeting	beg	bela1260	False	False	False	False	False	False
Lembena	leq	lemb1266	False	False	False	False	False	False
Leh Ladakhi	lbj	lada1244	False	False	False	False	False	False
Leco	lec	leco1242	False	False	False	False	False	False
Laz	lzz	lazz1240	False	False	False	False	False	False
Lau	llu	lauu1247	False	False	False	False	False	False
Late Palestinian Aramaic	NOCODE_Late-Palestinian-Aramaic	late1255	False	False	False	False	False	False
Late Middle Indo-Aryan	NOCODE_Middle-Indo-Aryan	midd1350	False	False	False	False	False	False
Larike-Wakasihu	alo	lari1255	False	False	False	False	False	False
Lardil	lbz	lard1243	False	False	False	False	False	False
Lampung Api	ljp	lamp1243	False	False	False	False	False	False
Lamenu	lmu	lame1260	False	False	False	False	False	False
Lambadi	lmn	lamb1269	False	False	False	False	False	False
Lala	nrz	lala1268	False	False	False	False	False	False
Lakota	lkt	lako1247	False	False	False	False	False	False
Lake Miwok	lmw	lake1258	False	False	False	False	False	False
Lak	lbe	lakk1252	False	False	False	False	False	False
Laiyolo	lji	laiy1246	False	False	False	False	False	False
Ladino	lad	ladi1251	False	False	False	False	False	False
Ladin	lld	ladi1250	False	False	False	False	False	False
Labuk-Kinabatangan Kadazan	dtb	labu1249	False	False	False	False	False	False
Kâte	kmg	kate1253	False	False	False	False	False	False
Kwoma	kmo	kwom1262	False	False	False	False	False	False
Kwerba	kwe	nucl1595	False	False	False	False	False	False
Kwara'ae	kwf	kwar1239	False	False	False	False	False	False
Kwamera	tnk	kwam1252	False	False	False	False	False	False
Kwak'wala	kwk	kwak1269	False	False	False	False	False	False
Kven Finnish	fkv	kven1236	False	False	False	False	False	False
Kuy	kdt	kuyy1240	False	False	False	False	False	False
Kuvi	kxv	kuvi1243	False	False	False	False	False	False
Kuungkari of Barcoo River	lku	kuun1236	False	False	False	False	False	False
Kusunda	kgg	kusu1250	False	False	False	False	False	False
Kurukh	kru	kuru1301	False	False	False	False	False	False
Kurrama	vku	kurr1243	False	False	False	False	False	False
Kupia	key	kupi1238	False	False	False	False	False	False
Kupang Malay	mkn	kupa1239	False	False	False	False	False	False
Kuot	kto	kuot1243	False	False	False	False	False	False
Kunjen	kjn	kunj1245	False	False	False	False	False	False
Kunimaipa	kup	kuni1267	False	False	False	False	False	False
Kumzari	zum	kumz1235	False	False	False	False	False	False
Kumarbhag Paharia	kmj	kuma1274	False	False	False	False	False	False
Kuman	kue	kuma1280	False	False	False	False	False	False
Kulungtfu-Yuanggeng-Tobo	kgf	kube1244	False	False	False	False	False	False
Kulsab	faj	fait1240	False	False	False	False	False	False
Kullu Pahari	kfx	kull1236	False	False	False	False	False	False
Kuku-Yalanji	gvn	kuku1273	False	False	False	False	False	False
Kuku-Uwanh	uwa	kuku1280	False	False	False	False	False	False
Kuku-Muminh	xmh	kuku1283	False	False	False	False	False	False
Kukatja	kux	kuka1246	False	False	False	False	False	False
Kui (Indonesia)	kvd	kuii1253	False	False	False	False	False	False
Kui (India)	kxu	kuii1252	False	False	False	False	False	False
Kubachi	ugh	kuba1248	False	False	False	False	False	False
Kuanua	ksd	kuan1248	False	False	False	False	False	False
Kryz	kry	kryt1240	False	False	False	False	False	False
Kriol	rop	krio1252	False	False	False	False	False	False
Koya	kff	koya1251	False	False	False	False	False	False
Koy Sanjaq Jewish Neo-Aramaic	kqd	koys1242	False	False	False	False	False	False
Kove	kvc	kove1237	False	False	False	False	False	False
Kovai	kqb	kova1243	False	False	False	False	False	False
Kota (India)	kfe	kota1263	False	False	False	False	False	False
Kosraean	kos	kosr1238	False	False	False	False	False	False
Korra Koraga	kfd	korr1238	False	False	False	False	False	False
Korowai	khe	koro1312	False	False	False	False	False	False
Koroshi	ktl	koro1296	False	False	False	False	False	False
Konda-Dora	kfc	kond1295	False	False	False	False	False	False
Komi-Zyrian	kpv	komi1268	False	False	False	False	False	False
Kombio	xbi	komb1272	False	False	False	False	False	False
Komba	kpf	komb1273	False	False	False	False	False	False
Koluwawa	klx	kolu1245	False	False	False	False	False	False
Kokota	kkk	koko1269	False	False	False	False	False	False
Koko Dhawa	NOCODE_Koko-Dhawa	koko1272	False	False	False	False	False	False
Kokata	ktd	koka1244	False	False	False	False	False	False
Kok-Nar	gko	kokn1236	False	False	False	False	False	False
Koitabu	kqi	koit1244	False	False	False	False	False	False
Kodava	kfa	koda1255	False	False	False	False	False	False
Koda	cdz	koda1236	False	False	False	False	False	False
Kochila Tharu	thq	koch1247	False	False	False	False	False	False
Kobon	kpw	kobo1249	False	False	False	False	False	False
Kitja	gia	kitj1240	False	False	False	False	False	False
Kirghiz	kir	kirg1245	False	False	False	False	False	False
Kire	geb	kire1240	False	False	False	False	False	False
Kipchak Urum	uum	urum1249	False	False	False	False	False	False
Kinnauri	kfk	kinn1249	False	False	False	False	False	False
Kimaragang	kqr	kima1244	False	False	False	False	False	False
Khwarshi-Inkhoqwari	khv	khva1239	False	False	False	False	False	False
Khwarezmian	xco	khwa1238	False	False	False	False	False	False
Khotanese	kho	khot1251	False	False	False	False	False	False
Khoresh-e Rostam	okh	kore1279	False	False	False	False	False	False
Kho'ini	xkc	khoi1250	False	False	False	False	False	False
Khinalugh	kjj	khin1240	False	False	False	False	False	False
Khasi	kha	khas1269	False	False	False	False	False	False
Kharia Thar	ksy	khar1283	False	False	False	False	False	False
Khandesi	khn	khan1272	False	False	False	False	False	False
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	kham1281	False	False	False	False	False	False
Khamba	kbg	kham1283	False	False	False	False	False	False
Khakas	kjh	khak1248	False	False	False	False	False	False
Kerinci	kvr	keri1250	False	False	False	False	False	False
Kendayan-Belangin	knx	kend1254	False	False	False	False	False	False
Kemtuik	kmt	kemt1242	False	False	False	False	False	False
Kemak	kem	kema1243	False	False	False	False	False	False
Keley-i Kallahan	ify	kele1259	False	False	False	False	False	False
Kele (Papua New Guinea)	sbc	kele1258	False	False	False	False	False	False
Kekchí	kek	kekc1242	False	False	False	False	False	False
Keerak	hhr	kera1248	False	False	False	False	False	False
Keapara	khz	keap1239	False	False	False	False	False	False
Kazym-Berezover-Suryskarer Khanty	kca	khan1273	False	False	False	False	False	False
Kazakh	kaz	kaza1248	False	False	False	False	False	False
Kaytetye	gbb	kayt1238	False	False	False	False	False	False
Kawi	kaw	kawi1241	False	False	False	False	False	False
Kawarrang-Ogh Undjan	NOCODE_Kawarrang-Ogh-Undjan	kawa1290	False	False	False	False	False	False
Kawaiisu	xaw	kawa1283	False	False	False	False	False	False
Kavalan	ckv	kava1241	False	False	False	False	False	False
Kaurna	zku	kaur1267	False	False	False	False	False	False
Kaulong	pss	kaul1240	False	False	False	False	False	False
Katë	bsh	kati1270	False	False	False	False	False	False
Katukína-Kanamarí	knm	kana1291	False	False	False	False	False	False
Kato	ktw	kato1244	False	False	False	False	False	False
Katkari	kfu	katk1238	False	False	False	False	False	False
Kathmandu Valley Newari	new	newa1246	False	False	False	False	False	False
Kathlamet	NOCODE_Kathlamet	kath1253	False	False	False	False	False	False
Kasua	khs	kasu1251	False	False	False	False	False	False
Kashubian	csb	kash1274	False	False	False	False	False	False
Kashmiri	kas	kash1277	False	False	False	False	False	False
Kasem	xsm	kase1253	False	False	False	False	False	False
Karkar-Yuri	yuj	kark1258	False	False	False	False	False	False
Kariyarra	vka	kari1304	False	False	False	False	False	False
Karingani	kgn	kari1303	False	False	False	False	False	False
Karao	kyj	kara1487	False	False	False	False	False	False
Karankawa	zkk	kara1289	False	False	False	False	False	False
Karadjeri	gbd	kara1476	False	False	False	False	False	False
Karachay-Balkar	krc	kara1465	False	False	False	False	False	False
Kaqchikel	cak	kaqc1270	False	False	False	False	False	False
Kapriman	dju	kapr1245	False	False	False	False	False	False
Kansa	ksk	kans1243	False	False	False	False	False	False
Kannada	kan	nucl1305	False	False	False	False	False	False
Kanite	kmu	kani1286	False	False	False	False	False	False
Kanikkaran	kev	kani1275	False	False	False	False	False	False
Kanasi	soq	kana1288	False	False	False	False	False	False
Kanakanavu	xnb	kana1286	False	False	False	False	False	False
Kamula	xla	kamu1260	False	False	False	False	False	False
Kamu	xmu	kamu1258	False	False	False	False	False	False
Kami (Tanzania)	kcu	kami1256	False	False	False	False	False	False
Kambera	xbr	kamb1299	False	False	False	False	False	False
Kamasau	kms	kama1367	False	False	False	False	False	False
Kamas-Koibal	xas	kama1351	False	False	False	False	False	False
Kamara	jmr	kama1357	False	False	False	False	False	False
Kamano	kbq	kama1370	False	False	False	False	False	False
Kamang	woi	kama1365	False	False	False	False	False	False
Kaluli	bco	kalu1248	False	False	False	False	False	False
Kalo Finnish Romani	rmf	kalo1256	False	False	False	False	False	False
Kalasha	kls	kala1372	False	False	False	False	False	False
Kajali	xkj	kaja1247	False	False	False	False	False	False
Kahua	agw	kahu1241	False	False	False	False	False	False
Kagayanen	cgc	kaga1256	False	False	False	False	False	False
Kafoa	kpu	kafo1240	False	False	False	False	False	False
Kaera	jka	kaer1234	False	False	False	False	False	False
Kadazan Dusun	dtp	cent2100	False	False	False	False	False	False
Kachi Koli	gjk	kach1272	False	False	False	False	False	False
Kachari	xac	kach1279	False	False	False	False	False	False
Kabuverdianu	kea	kabu1256	False	False	False	False	False	False
Kabikabi	gbw	kabi1260	False	False	False	False	False	False
K'iche'	quc	kich1262	False	False	False	False	False	False
Juquila Mixe	mxq	juqu1238	False	False	False	False	False	False
Judeo-Yemeni Arabic	jye	jude1267	False	False	False	False	False	False
Judeo-Moroccan Arabic	aju	jude1265	False	False	False	False	False	False
Judeo-Iraqi Arabic	yhd	jude1266	False	False	False	False	False	False
Juang	jun	juan1238	False	False	False	False	False	False
Jola-Fonyi	dyo	jola1263	False	False	False	False	False	False
Jennu Kurumba	xuj	jenn1240	False	False	False	False	False	False
Jeh	jeh	jehh1245	False	False	False	False	False	False
Jedek	NOCODE_Jedek	jede1239	False	False	False	False	False	False
Javanese	jav	java1254	False	False	False	False	False	False
Jaunsari	jns	jaun1243	False	False	False	False	False	False
Jaru	ddj	jaru1254	False	False	False	False	False	False
Jarawa (India)	anq	jara1245	False	False	False	False	False	False
Jambi Malay	jax	jamb1236	False	False	False	False	False	False
Jah Hut	jah	jahh1242	False	False	False	False	False	False
Iyo	nca	iyoo1238	False	False	False	False	False	False
Ixil	ixl	ixil1251	False	False	False	False	False	False
Iwam	iwm	iwam1256	False	False	False	False	False	False
Iwaidja	ibd	iwai1244	False	False	False	False	False	False
Itzá	itz	itza1241	False	False	False	False	False	False
Itonama	ito	iton1250	False	False	False	False	False	False
Itawit	itv	itaw1240	False	False	False	False	False	False
Italian	ita	ital1282	False	False	False	False	False	False
Isu (Fako Division)	szv	isuf1235	False	False	False	False	False	False
Isthmus-Mecayapan Nahuatl	nhx	isth1242	False	False	False	False	False	False
Isnag	isd	isna1241	False	False	False	False	False	False
Isirawa	srl	isir1237	False	False	False	False	False	False
Isinai	inn	isin1239	False	False	False	False	False	False
Irántxe-Münkü	irn	iran1263	False	False	False	False	False	False
Irish	gle	iris1253	False	False	False	False	False	False
Irarutu	irh	irar1238	False	False	False	False	False	False
Ipai	NOCODE_Ipai	ipai1240	False	False	False	False	False	False
Iowa-Oto	iow	iowa1245	False	False	False	False	False	False
Inter-Zab Jewish Neo-Aramaic	aij	lish1245	False	False	False	False	False	False
Inor	ior	inor1238	False	False	False	False	False	False
Ineseño	inz	ines1240	False	False	False	False	False	False
Indonesian Bajau	bdl	indo1317	False	False	False	False	False	False
Indo-Aryan Kinnauri	kjo	hari1246	False	False	False	False	False	False
Inabaknon	abx	inab1237	False	False	False	False	False	False
Imonda	imn	imon1245	False	False	False	False	False	False
Imbabura Highland Quichua	qvi	imba1240	False	False	False	False	False	False
Ilongot	ilk	ilon1239	False	False	False	False	False	False
Iloko	ilo	ilok1237	False	False	False	False	False	False
Ili Turki	ili	ilit1241	False	False	False	False	False	False
Ikaranggal	ikr	ikar1243	False	False	False	False	False	False
Igor Ossetian	oss	iron1242	False	False	False	False	False	False
Iduna	viv	idun1242	False	False	False	False	False	False
Idi	idi	idii1243	False	False	False	False	False	False
Ibatan	ivb	ibat1238	False	False	False	False	False	False
Iban	iba	iban1264	False	False	False	False	False	False
Iamalele	yml	iama1237	False	False	False	False	False	False
Iaai	iai	iaai1238	False	False	False	False	False	False
Hurrian	xhu	hurr1240	False	False	False	False	False	False
Huron-Wyandot	wya	wyan1247	False	False	False	False	False	False
Hupa	hup	hupa1239	False	False	False	False	False	False
Hungarian	hun	hung1274	False	False	False	False	False	False
Huehuetla Tepehua	tee	hueh1236	False	False	False	False	False	False
Huaylla Wanca Quechua	qvw	huay1241	False	False	False	False	False	False
Huarijio	var	huar1255	False	False	False	False	False	False
Hruso	hru	hrus1242	False	False	False	False	False	False
Hre	hre	hree1244	False	False	False	False	False	False
Hrangkhol	hra	hran1239	False	False	False	False	False	False
Hote	hot	hote1245	False	False	False	False	False	False
Ho-Chunk	win	hoch1243	False	False	False	False	False	False
Ho	hoc	hooo1248	False	False	False	False	False	False
Hixkaryána	hix	hixk1239	False	False	False	False	False	False
Hittite	hit	hitt1242	False	False	False	False	False	False
Hiligaynon	hil	hili1240	False	False	False	False	False	False
Hijazi Arabic	acw	hija1235	False	False	False	False	False	False
Highland Popoluca	poi	high1276	False	False	False	False	False	False
Highland Oaxaca Chontal	chd	high1242	False	False	False	False	False	False
Hieroglyphic Luwian	hlu	hier1240	False	False	False	False	False	False
Hewa	ham	hewa1241	False	False	False	False	False	False
Hazaragi	haz	haza1239	False	False	False	False	False	False
Hawu	hvn	sabu1255	False	False	False	False	False	False
Hawkesbury	xda	hawk1239	False	False	False	False	False	False
Hawaiian	haw	hawa1245	False	False	False	False	False	False
Hatang Kayi	agv	remo1247	False	False	False	False	False	False
Hatam	had	hata1243	False	False	False	False	False	False
Haryanvi	bgc	hary1238	False	False	False	False	False	False
Haroi	hro	haro1237	False	False	False	False	False	False
Hano	lml	hano1246	False	False	False	False	False	False
Halia	hla	hali1244	False	False	False	False	False	False
Halh Mongolian	khk	halh1238	False	False	False	False	False	False
Halbi	hlb	halb1244	False	False	False	False	False	False
Haitian	hat	hait1244	False	False	False	False	False	False
Hadothi	hoj	hado1235	False	False	False	False	False	False
Hadiyya	hdy	hadi1240	False	False	False	False	False	False
Gwich'in	gwi	gwic1235	False	False	False	False	False	False
Gwahatike	dah	gwah1244	False	False	False	False	False	False
Gurinji	gue	guri1247	False	False	False	False	False	False
Gurdjar	gdj	gurd1238	False	False	False	False	False	False
Gurani	hac	gura1251	False	False	False	False	False	False
Gumawana	gvs	guma1254	False	False	False	False	False	False
Gulf Coast French	NOCODE_Gulf-Coast-French	gulf1242	False	False	False	False	False	False
Guianese Creole French	gcr	guia1246	False	False	False	False	False	False
Guhu-Samane	ghs	guhu1244	False	False	False	False	False	False
Gugubera	kkp	gugu1254	False	False	False	False	False	False
Gubeeher-Gufangor-Gubelor	NOCODE_Gubeeher-Gufangor-Gubelor	gube1234	False	False	False	False	False	False
Guaicurian	NOCODE_Guaicurian	guai1237	False	False	False	False	False	False
Guahibo	guh	guah1255	False	False	False	False	False	False
Guadeloupean Creole French	gcf	guad1242	False	False	False	False	False	False
Grenadian Creole English	gcl	gren1247	False	False	False	False	False	False
Grass Koiari	kbk	gras1249	False	False	False	False	False	False
Gothic	got	goth1244	False	False	False	False	False	False
Gorum-Parenga	pcj	pare1266	False	False	False	False	False	False
Gogodala	ggw	gogo1265	False	False	False	False	False	False
Goan Konkani	gom	goan1235	False	False	False	False	False	False
Gitxsan	git	gitx1241	False	False	False	False	False	False
Gimi (Eastern Highlands)	gim	gimi1243	False	False	False	False	False	False
Gilbertese	gil	gilb1244	False	False	False	False	False	False
Ghomara	gho	ghom1257	False	False	False	False	False	False
Ghari	gri	ghar1239	False	False	False	False	False	False
Ghanongga	ghn	ghan1242	False	False	False	False	False	False
Ghadames	gha	ghad1239	False	False	False	False	False	False
Geser-Gorom	ges	gese1240	False	False	False	False	False	False
German Northern Low Saxon	frs	nort2628	False	False	False	False	False	False
Georgian	kat	nucl1302	False	False	False	False	False	False
Gela	nlg	gela1263	False	False	False	False	False	False
Geez	gez	geez1241	False	False	False	False	False	False
Gata'	gaq	gata1239	False	False	False	False	False	False
Garig-Ilgar	ilg	gari1253	False	False	False	False	False	False
Garhwali	gbm	garh1243	False	False	False	False	False	False
Gapapaiwa	pwg	gapa1238	False	False	False	False	False	False
Ganza	gza	ganz1246	False	False	False	False	False	False
Gants	gao	gant1244	False	False	False	False	False	False
Ganggalida	gcd	gang1267	False	False	False	False	False	False
Gambian Wolof	wof	gamb1252	False	False	False	False	False	False
Galoli-Talur	gal	galo1243	False	False	False	False	False	False
Galice	gce	gali1261	False	False	False	False	False	False
Galela	gbi	gale1259	False	False	False	False	False	False
Gagauz	gag	gaga1249	False	False	False	False	False	False
Gafat	gft	gafa1240	False	False	False	False	False	False
Ga'dang	gdg	gada1258	False	False	False	False	False	False
Fuyug	fuy	fuyu1242	False	False	False	False	False	False
Friulian	fur	friu1240	False	False	False	False	False	False
Forest Nenets	NOCODE_Forest-Nenets	fore1274	False	False	False	False	False	False
Fordata	frd	ford1242	False	False	False	False	False	False
Filomeno Mata Totonac	tlp	filo1235	False	False	False	False	False	False
Faliscan	xfa	fali1291	False	False	False	False	False	False
