Language	ISO 639-3	Glottocode	animacy	classifier	gender	nominal_classification	noun_class
Spiti Bhoti	spt	spit1240	False	False	True	False	False
Spanish	spa	stan1288	False	False	True	False	False
Southern Tiwa	tix	sout2961	False	False	False	False	True
Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	khan1277	False	False	True	False	False
Southern Sotho	sot	sout2807	False	False	False	False	True
Southern Sama	ssb	sout2918	False	True	False	False	False
Southern Pashto	pbt	sout2649	False	False	True	False	False
Southern Kiwai	kjd	sout2949	False	False	True	False	False
Southern Grebo	grj	sout2826	False	False	False	False	True
Southern Bobo Madaré	bwq	sout2840	False	False	False	False	True
Southern Balochi	bcc	sout2642	False	False	True	False	False
Southern Bai	bfs	sout2730	False	True	False	False	False
Southern Aymara	ayc	sout2996	False	False	True	False	False
Southeastern Tepehuan	stp	sout2976	True	False	False	False	False
Southeastern Pomo	pom	sout2982	False	False	True	False	False
Southeastern Kolami	nit	sout1549	False	False	True	False	False
Southeast Ijo	ijs	sout2774	False	False	True	False	False
South-Central Koongo	kng	koon1244	False	False	True	False	False
South Levantine Arabic	ajp	sout3123	False	False	True	False	False
Sougb	mnx	mani1235	False	True	False	False	False
Sora	srb	sora1254	False	False	True	False	False
Soqotri	sqt	soqo1240	False	False	True	False	False
Soo	teu	sooo1256	False	False	True	False	False
Somali	som	soma1255	False	False	True	False	False
Solu-Khumbu Sherpa	xsr	sher1255	False	True	False	False	False
Soli	sby	soli1239	False	False	False	False	True
Soic	soj	soii1239	False	False	True	False	False
Sogdian	sog	sogd1245	False	False	True	False	False
So (Democratic Republic of Congo)	soc	sode1235	False	False	True	False	False
Slovenian	slv	slov1268	False	False	True	False	False
Slovak	slk	slov1269	False	False	True	False	False
Siyin Chin	csy	siyi1240	False	False	True	False	False
Siwu	akp	siwu1238	False	False	False	False	True
Siraya	fos	sira1267	False	True	False	False	False
Sio	xsi	sioo1240	False	False	False	False	True
Sinte-Manus Romani	rmo	sint1235	False	False	True	False	False
Sinhala	sin	sinh1246	False	False	True	False	False
Sindhi	snd	sind1272	False	False	True	False	False
Sinasina	sst	sina1271	False	False	True	False	False
Simbo	sbb	simb1256	False	False	True	False	False
Silt'e	stv	silt1240	False	False	True	False	False
Siksika	bla	siks1238	False	False	True	False	False
Sikkimese	sip	sikk1242	False	False	True	False	False
Sikaiana	sky	sika1261	False	False	True	False	False
Sika	ski	sika1262	False	True	False	False	False
Sierra de Juárez Zapotec	zaa	sier1250	False	False	True	False	False
Sidamo	sid	sida1246	False	False	True	False	False
Sicilian	scn	sici1248	False	False	True	False	False
Siawi	mmp	siaw1243	False	False	True	False	False
Siane	snp	sian1257	False	True	False	False	False
Shuswap	shs	shus1248	False	True	False	False	False
Shumashti	sts	shum1235	False	False	True	False	False
Shua	shg	shua1254	False	False	True	False	False
Shoshoni	shh	shos1248	False	False	True	False	False
Shona	sna	shon1251	False	False	False	False	True
Sholaga	sle	shol1240	False	False	True	False	False
Shina	scl	shin1264	False	False	True	False	False
Shilluk	shk	shil1265	False	False	True	False	False
Shihhi Arabic	ssh	shih1239	False	False	True	False	False
Sherdukpen	sdp	sher1257	False	False	True	False	False
Sherbro	bun	sher1258	False	False	True	False	False
Sheko	she	shek1245	False	False	True	False	False
Shan	shn	shan1277	False	True	False	False	False
Shambala	ksb	sham1280	False	False	False	False	True
Shahrudi	shm	shah1254	False	False	True	False	False
Shabo	sbf	shab1252	False	False	True	False	False
Severn Ojibwa	ojs	seve1240	False	False	True	False	False
Seselwa Creole French	crs	sese1246	False	False	True	False	False
Serudung Murut	srk	seru1246	False	False	True	False	False
Seri	sei	seri1257	False	False	False	False	True
Serbian-Croatian-Bosnian	hbs	sout1528	False	False	True	False	False
Senthang Chin	sez	sent1260	False	True	False	False	False
Seneca	see	sene1264	False	False	True	False	False
Senari	sef	ceba1235	False	False	False	False	True
Sena	seh	nucl1396	False	False	True	False	False
Semnani	smy	semn1249	False	False	True	False	False
Selayar	sly	sela1260	False	True	False	False	False
Selaru	slu	sela1259	False	False	False	False	True
Sedang	sed	seda1262	False	True	False	False	False
Sechelt	sec	sech1246	False	False	True	False	False
Sebat Bet Gurage	sgw	seba1251	False	False	True	False	False
Sea Island Creole English	gul	gull1241	False	False	True	False	False
Scottish Gaelic	gla	scot1245	False	False	True	False	False
Scots	sco	scot1243	False	False	True	False	False
Scanian	scy	scan1238	False	False	True	False	False
Sawai	szw	sawa1247	False	True	False	False	False
Savi	sdg	savi1242	False	False	True	False	False
Saurashtra	saz	saur1248	False	False	True	False	False
Sauraseni Prakrit	psu	saur1252	False	False	True	False	False
Satawalese	stw	sata1237	False	True	False	False	False
Sartang	onp	sart1249	False	False	True	False	False
Saramaccan	srm	sara1340	False	False	True	False	False
Saraiki	skr	sera1259	False	False	True	False	False
Sapuan	spu	sapu1248	False	True	False	False	False
Saposa	sps	sapo1253	False	False	True	False	False
Sanskrit	san	sans1269	False	False	True	False	False
Saniyo-Hiyewe	sny	sani1270	False	False	False	False	True
Sangisari	sgr	sang1315	False	False	True	False	False
Sanga (Democratic Republic of Congo)	sng	sang1331	False	False	True	False	False
Sandawe	sad	sand1273	False	False	True	False	False
Sanapaná	spn	sana1298	False	False	True	False	False
Sanaani Arabic	ayn	sana1295	False	False	True	False	False
San Martín Quechua	qvs	sanm1289	False	False	True	False	False
San Francisco del Mar Huave	hue	sanf1258	False	False	False	False	True
San Andres Creole English	icr	sana1297	False	False	True	False	False
Samburu	saq	samb1315	False	False	True	False	False
Samaritan	smp	sama1313	False	False	True	False	False
Salt-Yui	sll	salt1242	False	True	False	False	False
Salinan	sln	sali1253	False	False	True	False	False
Sakha	sah	yaku1245	False	False	True	False	False
Sajalong	sjl	saja1240	False	False	True	False	False
Saisiyat	xsy	sais1237	False	False	True	False	False
Saint Lucian Creole French	acf	sain1246	False	False	True	False	False
Saidi Arabic	aec	said1239	False	False	True	False	False
Saho	ssy	saho1246	False	False	True	False	False
Sadri	sck	sadr1248	False	False	True	False	False
Sabaic	xsa	saba1279	False	False	True	False	False
Saamia	lsm	saam1283	False	False	False	False	True
Saafi-Saafi	sav	saaf1238	False	False	False	False	True
Réunion Creole French	rcf	reun1238	False	False	True	False	False
Rwa	rwk	rwaa1238	False	False	False	False	True
Rusyn	rue	rusy1239	False	False	True	False	False
Ruga	ruh	ruga1238	False	True	False	False	False
Roviana	rug	rovi1238	False	False	True	False	False
Rongpo	rnp	rong1264	False	False	True	False	False
Romanian	ron	roma1327	False	False	True	False	False
Romagnol	rgn	roma1328	False	False	True	False	False
Ritarungo	rit	rita1239	False	False	False	False	True
Rio Grande Tewa	tew	tewa1260	False	False	False	False	True
Riantana	ran	rian1263	False	False	False	False	True
Resígaro	rgr	resi1247	False	True	False	False	False
Reshe	res	resh1242	False	False	False	False	True
Rerep	pgk	rere1240	False	False	True	False	False
Rejang Kayan	ree	reja1241	False	True	False	False	False
Rayón Zoque	zor	rayo1235	True	False	False	False	False
Rawat	jnl	rawa1264	False	False	True	False	False
Rawa	rwo	rawa1267	False	False	False	False	True
Ravula	yea	ravu1237	False	False	True	False	False
Rangpuri	rkt	rang1265	False	False	True	False	False
Ramoaaina	rai	ramo1244	False	False	False	False	True
Raji	rji	raji1240	False	True	False	False	False
Rade	rad	rade1240	False	True	False	False	False
Pökoot	pko	poko1263	False	False	True	False	False
Päri	lkr	pari1256	False	False	True	False	False
Páez	pbb	paez1247	False	False	True	False	False
Pwo Eastern Karen	kjp	pwoe1235	False	True	False	False	False
Puyuma	pyu	puyu1239	False	True	False	False	False
Purum	pub	puru1266	False	False	True	False	False
Purepecha	tsz	pure1242	False	False	True	False	False
Purari	iar	pura1257	False	False	True	False	False
Pulaar	fuc	pula1263	False	False	False	False	True
Prasun	prn	pras1239	False	False	True	False	False
Poumei Naga	pmx	poum1235	False	False	True	False	False
Pottangi Ollar Gadaba	gdb	pott1240	False	False	True	False	False
Potawatomi	pot	pota1247	False	False	True	False	False
Portuguese	por	port1283	False	False	True	False	False
Poqomchi'	poh	poqo1254	False	True	False	False	False
Poqomam	poc	poqo1253	False	True	False	False	False
Polci	plj	polc1243	False	False	True	False	False
Polabian	pox	pola1255	False	False	True	False	False
Pohnpeian	pon	pohn1238	False	False	True	False	False
Plautdietsch	pdt	plau1238	False	False	True	False	False
Plains Cree	crk	plai1258	False	False	True	False	False
Pitta Pitta	pit	pitt1247	False	False	True	False	False
Pite Sami	sje	pite1240	False	False	False	False	True
Pirahã	myp	pira1253	False	False	True	False	False
Pimbwe	piw	pimb1238	False	False	False	False	True
Piemontese	pms	piem1238	False	False	True	False	False
Picuris Northern Tiwa	NOCODE_Picuris-Northern-Tiwa	picu1248	False	False	False	False	True
Phrygian	xpg	phry1239	False	False	True	False	False
Phong-Kniang	pnx	phon1246	False	True	False	False	False
Phoenician	phn	phoe1239	False	False	True	False	False
Phake	phk	phak1238	False	True	False	False	False
Pfaelzisch	pfl	pala1330	False	False	True	False	False
Pero	pip	pero1241	False	False	True	False	False
Pennsylvania German	pdc	penn1240	False	False	True	False	False
Pengo	peg	peng1244	False	False	True	False	False
Pass Valley Yali	yac	pass1247	False	False	False	False	True
Pará Arára	aap	para1310	False	False	False	False	True
Paraguayan Guaraní	gug	para1311	False	False	True	False	False
Parachi	prc	para1299	False	False	True	False	False
Papiamento	pap	papi1253	False	False	True	False	False
Paniya	pcg	pani1256	False	False	True	False	False
Pampanga	pam	pamp1243	False	False	True	False	False
Pali	pli	pali1273	False	False	True	False	False
Palenquero	pln	pale1260	False	False	True	False	False
Palantla Chinantec	cpa	pala1351	False	False	True	False	False
Paite Chin	pck	pait1244	False	False	True	False	False
Paisaci Prakrit	qpp	pais1238	False	False	True	False	False
Paipai	ppi	paip1241	False	True	False	False	False
Pahlavi	pal	pahl1241	False	False	True	False	False
Pacific Gulf Yupik	ems	paci1278	False	False	True	False	False
Paasaal	sig	paas1238	False	False	False	False	True
Paakantyi	drl	darl1243	False	False	False	False	True
Pa'a	pqa	paaa1242	False	False	True	False	False
Ozolotepec Zapotec	zao	ozol1235	True	False	False	False	False
Otuho	lot	otuh1238	False	False	True	False	False
Ottawa	otw	otta1242	False	False	True	False	False
Otoro	otr	otor1240	False	False	False	False	True
Ostfränkisch	vmf	main1267	False	False	True	False	False
Orok	oaa	orok1265	False	False	True	False	False
Oro Win	orw	orow1243	False	False	True	False	False
Orma	orc	orma1241	False	False	True	False	False
Oriya	ory	oriy1255	False	False	True	False	False
Onondaga	ono	onon1246	False	False	True	False	False
Omani Arabic	acx	oman1239	False	False	True	False	False
Omaha-Ponca	oma	omah1247	False	False	True	False	False
Olekha	ole	olek1239	False	True	False	False	False
Older Runic	NOCODE_Older-Runic	olde1239	False	False	True	False	False
Old Tamil	oty	oldt1248	False	False	True	False	False
Old Saxon	osx	olds1250	False	False	True	False	False
Old Sabellic	qhr	sabe1248	False	False	True	False	False
Old Prussian	prg	prus1238	False	False	True	False	False
Old Provençal	pro	oldp1253	False	False	True	False	False
Old Persian (ca. 600-400 B.C.)	peo	oldp1254	False	False	True	False	False
Old Nubian	onw	oldn1245	False	False	True	False	False
Old Norse	non	oldn1244	False	False	True	False	False
Old Mon	omx	oldm1242	False	True	False	False	False
Old Marathi	omr	oldm1244	False	False	True	False	False
Old Latin	qbb	oldl1238	False	False	True	False	False
Old Kannada	qkn	oldk1250	False	False	True	False	False
Old High German (ca. 750-1050)	goh	oldh1241	False	False	True	False	False
Old Frisian	ofs	oldf1241	False	False	True	False	False
Old French (842-ca. 1400)	fro	oldf1239	False	False	True	False	False
Old English (ca. 450-1100)	ang	olde1238	False	False	True	False	False
Okolie	oie	okol1243	False	False	True	False	False
Okanagan	oka	okan1243	True	False	False	False	False
Oinam	NOCODE_Oinam	-	False	False	True	False	False
Occitan	oci	occi1239	False	False	True	False	False
Nzadi	nzd	nzad1234	False	False	False	False	True
Nyoro	nyo	nyor1246	False	False	True	False	False
Nyishi-Hill Miri	njz	nyis1236	False	False	True	False	False
Nyankole	nyn	nyan1307	False	False	False	False	True
Nyanja	nya	nyan1308	False	False	False	False	True
Nyangatom	nnj	nyan1315	False	False	True	False	False
Nyam	nmi	nyam1285	False	False	True	False	False
Nyali	nlj	nyal1250	False	False	True	False	False
Nyahkur	cbn	nyah1250	False	True	False	False	False
Nuu-chah-nulth	nuk	nuuc1236	False	True	False	False	False
Nuristani Kalasha	wbk	waig1243	False	False	True	False	False
Nupe-Nupe-Tako	nup	nupe1254	False	False	True	False	False
Nung (Viet Nam)	nut	nung1283	False	True	False	False	False
Nukuoro	nkr	nuku1260	False	True	False	False	False
Nukna	klt	nukn1238	False	False	True	False	False
Nugunu (Cameroon)	yas	nugu1242	False	False	False	False	True
Nuer	nus	nuer1246	False	False	True	False	False
Nubi	kcn	nubi1253	False	False	True	False	False
Nsenga	nse	nsen1242	False	False	False	False	True
Nottoway	ntw	nott1246	False	False	True	False	False
Notsi	ncf	nots1237	False	True	False	False	False
Norwegian	nor	norw1258	False	False	True	False	False
Northwestern Lingala	NOCODE_Northwestern-Lingala	nort3345	False	False	True	False	False
Northwest Maidu	mjd	nort2951	False	True	False	False	False
Northwest Alaska Inupiatun	esk	nort2945	False	False	False	False	True
Northern Yukaghir	ykg	nort2745	True	False	False	False	False
Northern Tosk Albanian	als	tosk1239	False	False	True	False	False
Northern Thai	nod	nort2740	False	True	False	False	False
Northern Roglai	rog	nort2994	False	True	False	False	False
Northern Pashto	pbu	nort2646	False	False	True	False	False
Northern Lushootseed	lut	lush1252	False	True	False	False	False
Northern Kurdish	kmr	nort2641	False	False	True	False	False
Northern Khmer	kxm	nort2684	False	True	False	False	False
Northern Inland Yuin	NOCODE_Northern-Inland-Yuin	nort2760	False	False	True	False	False
Northern Gumuz	guk	gumu1244	False	False	True	False	False
Northern Gondi	gno	nort2702	False	False	True	False	False
Northern Frisian	frr	nort2626	False	False	True	False	False
Northern Amami-Oshima	ryn	nort2935	False	False	False	False	True
North-Central Talysh	tly	taly1247	False	False	True	False	False
North-Central Dargwa	dar	darg1241	False	False	True	False	False
North Mesopotamian Arabic	ayp	nort3142	False	False	True	False	False
North Marquesan	mrq	nort2845	False	True	False	False	False
North Levantine Arabic	apc	nort3139	False	False	True	False	False
North Junín Quechua	qvn	nort2980	False	False	False	False	True
North Efate	llp	nort2836	False	False	True	False	False
Nokuku	nkk	noku1237	False	False	True	False	False
Nkem-Nkum	isi	nkem1242	False	False	False	False	True
Njerep	njr	njer1242	False	False	False	False	True
Njebi	nzb	njeb1242	False	False	True	False	False
Nizaa	sgi	suga1248	True	False	False	False	False
Niuafo'ou	num	niua1240	False	False	True	False	False
Nisga'a	ncg	nisg1240	False	False	True	False	False
Nimadi	noe	nima1243	False	False	True	False	False
Nilamba	nim	nila1242	False	False	False	False	True
Nigerian Pidgin	pcm	nige1257	False	False	True	False	False
Niellim	nie	niel1243	False	False	False	False	True
Ngäbere	gym	ngab1239	False	False	True	False	False
Ngomba	jgo	ngom1272	False	False	False	False	True
Ngiti	niy	ngit1239	False	False	False	False	True
Ngie	ngj	ngie1242	False	False	False	False	True
Ngas	anc	ngas1240	False	False	True	False	False
Ngarla on the Ashburton river south of the Hamersley range	nrk	ngar1296	False	True	False	False	False
Ngangam	gng	ngan1299	False	False	False	False	True
Ngad'a	nxg	ngad1261	False	True	False	False	False
Ngaanyatjarra	ntj	ngaa1240	False	False	False	False	True
Neve'ei	vnm	vinm1237	True	False	False	False	False
Nek	nif	nekk1240	False	False	False	False	True
Negerhollands	dcr	nege1244	False	False	True	False	False
Ndamba	ndj	ndam1239	False	False	False	False	True
Nayi	noz	nayi1243	False	False	True	False	False
Navajo	nav	nava1243	False	True	False	False	False
Naro	nhr	naro1249	False	False	True	False	False
Nara	nrb	nara1262	False	False	False	False	True
Nar Phu	npa	narp1239	False	False	True	False	False
Nankina	nnk	nank1250	False	True	False	False	False
Nanai	gld	nana1257	False	False	False	False	True
Namia	nnm	nami1256	False	False	True	False	False
Nambo	ncm	namb1293	False	False	True	False	False
Nama (Namibia)	naq	nama1264	False	False	True	False	False
Naki	mff	naki1238	False	False	False	False	True
Nakanai	nak	naka1262	False	False	True	False	False
Nai	bio	naii1241	True	False	False	False	False
Nahenic	NOCODE_Nahenic	nahe1238	False	True	False	False	False
Nahavaq	sns	sout2857	False	True	False	False	False
Naga Pidgin	nag	naga1394	False	False	True	False	False
Mískito	miq	misk1235	False	False	True	False	False
Myene	mye	myen1241	False	False	True	False	False
Mwera (Nyasa)	mjh	mwer1247	False	False	False	False	True
Mwakai	mgt	mong1344	False	False	True	False	False
Mwaghavul	sur	mwag1236	False	False	True	False	False
Muthuvan	muv	muth1236	False	False	True	False	False
Muruwari	zmu	muru1266	False	False	True	False	False
Mundari	unr	mund1320	False	False	True	False	False
Mumuye	mzm	nucl1240	False	False	False	False	True
Mulam	mlm	mula1253	False	True	False	False	False
Muduga	udg	mudu1239	False	False	True	False	False
Mudhili Gadaba	gau	mudh1235	False	False	True	False	False
Mru	mro	mruu1242	False	True	False	False	False
Mro Chin	cmr	mroc1235	False	True	False	False	False
Mpi	mpz	mpii1239	False	True	False	False	False
Moyon	nmo	moyo1238	False	False	True	False	False
Movono	tgp	tang1347	False	False	True	False	False
Motu	meu	motu1246	False	False	True	False	False
Moselle Franconian	ltz	luxe1241	False	False	True	False	False
Moroccan Arabic	ary	moro1292	False	False	True	False	False
Morelos Nahuatl	nhm	more1259	False	True	False	False	False
Moose Cree	crm	moos1236	False	False	True	False	False
Mono (USA)	mnr	mono1275	False	True	False	False	False
Mono (Democratic Republic of Congo)	mnh	mono1270	False	False	False	False	True
Moni	mnz	moni1261	False	False	False	False	True
Mongghul	mjg	huzh1238	False	True	False	False	False
Moloko	mlw	molo1266	False	False	False	False	True
Molmo One	aun	molm1235	False	False	False	False	True
Moklen	mkm	mokl1243	False	True	False	False	False
Mokilese	mkj	moki1238	False	True	False	False	False
Mok	mqt	mokk1243	False	True	False	False	False
Moi (Indonesia)	mxn	moii1235	False	False	True	False	False
Mohegan-Montauk-Narragansett	mof	mohe1244	False	False	True	False	False
Mohawk	moh	moha1258	False	False	True	False	False
Modern Hebrew	heb	hebr1245	False	False	True	False	False
Modern Greek	ell	mode1248	False	False	True	False	False
Mochica	omc	moch1259	False	True	False	False	False
Mlahsô	lhs	mlah1239	False	False	True	False	False
Mizo	lus	lush1249	False	False	True	False	False
Mirandese	mwl	mira1251	False	False	True	False	False
Mingrelian	xmf	ming1252	True	False	False	False	False
Mina (Cameroon)	hna	mina1276	False	False	True	False	False
Min Nan Chinese	nan	minn1241	False	True	False	False	False
Miluk	iml	milu1241	False	False	True	False	False
Mikasuki	mik	mika1239	False	False	True	False	False
Migabac	mpp	miga1241	True	False	False	False	False
Middle Mongol	xng	midd1351	False	False	True	False	False
Middle High German	gmh	midd1343	False	False	True	False	False
Middle English	enm	midd1317	False	False	True	False	False
Middle Chinese	ltc	midd1344	False	False	False	False	True
Mi'kmaq	mic	mikm1235	False	False	True	False	False
Mewati	wtm	mewa1250	False	False	True	False	False
Mesqan	mvz	mesq1240	False	False	True	False	False
Mescalero-Chiricahua Apache	apm	mesc1238	False	True	False	False	False
Meriam	ulk	meri1244	False	False	True	False	False
Menominee	mez	meno1252	False	False	True	False	False
Mende (Papua New Guinea)	sim	mend1268	False	False	True	False	False
Melo	mfx	melo1242	False	False	True	False	False
Mehri	gdq	mehr1241	False	False	True	False	False
Mednyj Aleut	mud	medn1235	False	False	True	False	False
Mbosi	mdw	mbos1242	False	False	False	False	True
Mbe	mfo	mbee1249	False	False	False	False	True
Mbay	myb	mbay1241	False	False	True	False	False
Mattole	mvb	matt1238	False	True	False	False	False
Mato	met	mato1252	False	False	False	False	True
Mateq	xem	kemb1249	False	True	False	False	False
Masbatenyo	msb	masb1238	False	False	True	False	False
Masalit	mls	nucl1440	False	False	True	False	False
Masai	mas	masa1300	False	False	True	False	False
Maru	mhx	maru1249	False	False	True	False	False
Martu Wangka	mpj	mart1256	True	False	False	False	False
Marori	mok	moro1289	False	False	True	False	False
Maring	nng	mari1416	False	True	False	False	False
Marathi	mar	mara1378	False	False	True	False	False
Maranunggu	zmr	mara1386	False	False	False	False	True
Maraghei	vmh	mara1373	False	False	True	False	False
Mara Chin	mrh	mara1382	False	False	True	False	False
Manyika	mxc	many1258	False	False	False	False	True
Manx	glv	manx1243	False	False	True	False	False
Mansim	NOCODE_Mansim	mans1260	False	False	True	False	False
Mansaka	msk	mans1262	False	True	False	False	False
Mannan	mjv	mann1246	False	False	True	False	False
Manipuri	mni	mani1292	False	False	True	False	False
Mangseng	mbh	mang1403	False	True	False	False	False
Manga Kanuri	kby	mang1399	False	False	True	False	False
Mandjak	mfv	mand1419	False	False	False	False	True
Mandinka	mnk	mand1436	False	False	True	False	False
Mandeali	mjl	mand1409	False	False	True	False	False
Mandari	mqu	mand1425	False	False	True	False	False
Mandan	mhq	mand1446	False	True	False	False	False
Manda (India)	mha	mand1413	False	False	True	False	False
Manchu	mnc	manc1252	False	False	True	False	False
Manat	pmr	payn1244	True	False	False	False	False
Maltese	mlt	malt1254	False	False	True	False	False
Malba Birifor	bfo	malb1235	False	False	False	False	True
Malayo	mbp	mala1522	False	False	False	False	True
Malayalam	mal	mala1464	False	False	True	False	False
Malay, Manado	xmm	mala1481	True	False	False	False	False
Malavedan	mjr	mala1463	False	False	True	False	False
Malacca-Batavia Portuguese Creole	mcm	mala1533	False	False	True	False	False
Makonde	kde	mako1251	False	False	False	False	True
Makhuwa	vmw	makh1264	False	False	True	False	False
Makah	myh	maka1318	False	False	True	False	False
Mak (China)	mkg	makc1235	False	True	False	False	False
Majang	mpe	maja1242	False	False	True	False	False
Maithili	mai	mait1250	False	False	True	False	False
Maisin	mbq	mais1250	False	False	True	False	False
Mairasi	zrs	nucl1594	False	False	True	False	False
Maia	sks	maia1254	True	False	False	False	False
Mahasu Pahari	bfz	maha1287	False	False	True	False	False
Maharastri Prakrit	pmh	maha1305	False	False	True	False	False
Maguindanao	mdh	magu1243	False	False	True	False	False
Magahi	mag	maga1260	False	False	True	False	False
Macushi	mbc	macu1259	False	False	True	False	False
Mabaale	mmz	maba1270	False	False	True	False	False
Maay	ymm	maay1238	False	False	True	False	False
Ma'di	mhi	madi1260	False	False	True	False	False
Lydian	xld	lydi1241	False	False	True	False	False
Luyi	lyn	luya1241	False	False	False	False	True
Lusi	khl	lusi1240	False	True	False	False	False
Luo (Kenya and Tanzania)	luo	luok1236	False	False	True	False	False
Lubuagan Kalinga	knb	lubu1243	False	False	True	False	False
Luba-Lulua	lua	luba1249	False	False	True	False	False
Luba-Katanga	lub	luba1250	False	False	True	False	False
Luang	lex	luan1263	False	True	False	False	False
Lower Silesian	sli	lowe1388	False	False	True	False	False
Lower Richmond	NOCODE_Lower-Richmond	lowe1444	False	False	True	False	False
Louisiana Creole French	lou	loui1240	False	False	True	False	False
Lou	loj	louu1245	False	False	False	False	True
Lotha Naga	njh	loth1237	False	False	True	False	False
Lonwolwol	crc	lonw1238	False	False	True	False	False
Lombard	lmo	lomb1257	False	False	True	False	False
Loma (Liberia)	lom	loma1260	False	False	True	False	False
Lokono	arw	araw1276	False	False	True	False	False
Loko	lok	loko1255	False	False	False	False	True
Lodhi	lbm	lodh1246	False	False	True	False	False
Lithuanian	lit	lith1251	False	False	True	False	False
Lishán Didán	trg	lish1246	False	False	True	False	False
Lishana Deni	lsd	lish1247	False	False	True	False	False
Limonese Creole	qlm	limo1249	False	False	True	False	False
Lillooet	lil	lill1248	False	True	False	False	False
Lijili	mgi	liji1238	False	False	False	False	True
Lihir	lih	lihi1237	False	False	True	False	False
Ligbi	lig	ligb1244	False	False	False	False	True
Libyan Arabic	ayl	liby1240	False	False	True	False	False
Libido	liq	libi1250	False	False	True	False	False
Liberia Kpelle	xpe	libe1247	False	False	True	False	False
Leti (Indonesia)	lti	leti1246	False	False	True	False	False
Lepcha	lep	lepc1244	False	False	True	False	False
Lemeting	beg	bela1260	False	True	False	False	False
Lembena	leq	lemb1266	True	False	False	False	False
Leh Ladakhi	lbj	lada1244	False	False	True	False	False
Lega-Shabunda	lea	lega1249	False	False	True	False	False
Lavia-Awalai-Damangnuo Awa	vwa	awac1238	False	False	True	False	False
Latvian	lav	latv1249	False	False	True	False	False
Latin	lat	lati1261	False	False	True	False	False
Late Palestinian Aramaic	NOCODE_Late-Palestinian-Aramaic	late1255	False	False	True	False	False
Lamnso'	lns	lamn1239	False	False	False	False	True
Lamboya	lmy	lamb1273	False	False	True	False	False
Lambadi	lmn	lamb1269	False	False	True	False	False
Lamang	hia	lama1288	False	False	True	False	False
Lama (Togo)	las	lama1275	False	False	False	False	True
Lakota	lkt	lako1247	False	False	True	False	False
Lak	lbe	lakk1252	False	False	True	False	False
Laiyolo	lji	laiy1246	False	True	False	False	False
Lahu	lhu	lahu1253	False	True	False	False	False
Ladino	lad	ladi1251	False	False	True	False	False
Ladin	lld	ladi1250	False	False	True	False	False
Lachi	lbt	lach1248	False	True	False	False	False
Kyerung	kgy	kyer1238	False	False	True	False	False
Kyaka	kyc	kyak1244	False	False	True	False	False
Kwoma	kmo	kwom1262	False	False	True	False	False
Kwaya	kya	kway1241	False	False	False	False	True
Kwara'ae	kwf	kwar1239	False	False	True	False	False
Kwama	kmq	kwam1249	False	False	True	False	False
Kutenai	kut	kute1249	False	False	True	False	False
Kupia	key	kupi1238	False	False	True	False	False
Kupang Malay	mkn	kupa1239	False	False	True	False	False
Kunimaipa	kup	kuni1267	False	True	False	False	False
Kunama	kun	kuna1268	False	False	True	False	False
Kumbainggar	kgs	kumb1268	False	False	True	False	False
Kulung (Nigeria)	bbu	kulu1255	False	False	True	False	False
Kulung (Nepal)	kle	kulu1253	False	True	False	False	False
Kullu Pahari	kfx	kull1236	False	False	True	False	False
Kula (Indonesia)	tpg	kula1280	False	True	False	False	False
Kuku	ukv	kuku1285	False	False	True	False	False
Kuikúro-Kalapálo	kui	kuik1246	False	False	True	False	False
Kui (India)	kxu	kuii1252	False	False	True	False	False
Kubachi	ugh	kuba1248	False	False	False	False	True
Krio	kri	krio1253	False	False	True	False	False
Kriang-Khlor	ngt	ngeq1245	False	True	False	False	False
Kpan	kpk	kpan1246	False	False	False	False	True
Koya	kff	koya1251	False	False	True	False	False
Koy Sanjaq Jewish Neo-Aramaic	kqd	koys1242	False	False	True	False	False
Kovai	kqb	kova1243	True	False	False	False	False
Kosraean	kos	kosr1238	False	True	False	False	False
Korra Koraga	kfd	korr1238	False	False	True	False	False
Korowai	khe	koro1312	False	False	True	False	False
Korku	kfq	kork1243	False	False	True	False	False
Korean	kor	kore1280	False	True	False	False	False
Koorete	kqy	koor1239	False	False	True	False	False
Koonzime	ozm	koon1245	False	False	False	False	True
Konyak Naga	nbe	kony1248	False	False	True	False	False
Konni	kma	konn1242	False	False	False	False	True
Konkan Marathi	knn	konk1267	False	False	True	False	False
Komo (Democratic Republic of Congo)	kmw	komo1260	False	False	True	False	False
Komba	kpf	komb1273	False	False	True	False	False
Kokota	kkk	koko1269	False	False	True	False	False
Koko Dhawa	NOCODE_Koko-Dhawa	koko1272	False	True	False	False	False
Koitabu	kqi	koit1244	False	False	False	False	True
Koireng	nkd	koir1240	False	False	True	False	False
Kohumono	bcs	kohu1244	False	False	False	False	True
Kofyar	kwl	kofy1242	False	False	True	False	False
Koenoem	kcs	koen1239	False	False	True	False	False
Koda	cdz	koda1236	False	False	True	False	False
Kochila Tharu	thq	koch1247	False	False	True	False	False
Kituba (Democratic Republic of Congo)	ktu	kitu1246	False	False	False	False	True
Kitja	gia	kitj1240	False	False	True	False	False
Kitan	zkt	kita1247	False	False	True	False	False
Kistane	gru	kist1241	False	False	True	False	False
Kire	geb	kire1240	False	False	False	False	True
