Language	ISO 639-3	Glottocode	feet	finger	five	hand	numerals	quinary	toe
Raji	rji	raji1240	False	False	True	True	True	False	False
Pontic	pnt	pont1253	False	False	True	True	True	False	False
Pitjantjatjara	pjt	pitj1243	False	False	True	True	True	False	False
Pintupi-Luritja	piu	pint1250	False	False	True	True	False	False	True
Pinotepa Nacional Mixtec	mio	pino1237	False	False	True	True	True	False	False
Pima Bajo	pia	pima1248	False	False	True	True	True	False	False
Piapoco	pio	piap1246	True	False	True	True	False	False	False
Phom Naga	nph	phom1236	False	False	True	True	True	False	False
Pfaelzisch	pfl	pala1330	False	False	True	True	True	False	False
Peñoles Mixtec	mil	peno1244	False	False	True	True	True	False	False
Peripheral Mongolian	mvf	peri1253	True	False	False	True	True	False	False
Pawnee	paw	pawn1254	True	False	True	True	False	False	False
Patwin	pwi	patw1250	False	False	True	True	True	False	False
Patep	ptp	pate1247	False	False	True	True	False	False	True
Pass Valley Yali	yac	pass1247	False	False	True	True	False	False	True
Papiamento	pap	papi1253	False	False	True	True	True	False	False
Panará	kre	pana1307	False	False	False	True	True	False	True
Pampanga	pam	pamp1243	False	True	True	True	False	False	False
Palikúr	plu	pali1279	False	False	True	True	True	False	False
Palenquero	pln	pale1260	False	True	True	True	False	False	False
Palantla Chinantec	cpa	pala1351	False	False	True	True	True	False	False
Paipai	ppi	paip1241	True	False	True	True	False	False	False
Paasaal	sig	paas1238	False	False	True	True	True	False	False
Osage	osa	osag1243	False	False	True	True	False	False	True
Orya	ury	orya1242	False	False	True	True	True	False	False
Orowe	bpk	orow1242	False	False	True	True	True	False	False
Oroko	bdu	orok1266	False	False	True	True	True	False	False
Oroha	ora	oroh1237	False	True	False	True	True	False	False
Omi	omi	omii1238	False	True	True	True	False	False	False
Omaha-Ponca	oma	omah1247	True	False	True	True	False	False	False
Omagua	omg	omag1248	False	False	True	True	True	False	False
Old Mon	omx	oldm1242	False	False	True	True	True	False	False
Oku	oku	okuu1243	False	False	True	True	True	False	False
Okolie	oie	okol1243	False	True	False	True	False	False	True
Oirata	oia	oira1263	False	False	True	True	True	False	False
Oirad-Kalmyk-Darkhat	xal	kalm1243	False	False	True	True	True	False	False
Ogea	eri	ogea1238	True	False	True	True	False	False	False
Ogbia	ogb	ogbi1239	False	False	True	True	True	False	False
Obdorsk Khanty	NOCODE_Obdorsk-Khanty	obdo1234	False	False	True	True	True	False	False
Nyiyaparli	xny	nija1241	False	True	True	True	False	False	False
Nyigina	nyh	nyig1240	True	False	True	True	False	False	False
Nyangatom	nnj	nyan1315	True	False	True	False	True	False	False
Nyali	nlj	nyal1250	False	True	True	True	False	False	False
Notsi	ncf	nots1237	False	False	True	True	True	False	False
Northwest Maidu	mjd	nort2951	False	False	True	True	False	False	True
Northwest Gbaya	gya	nort2775	False	False	True	True	True	False	False
Northern Roglai	rog	nort2994	False	False	True	True	True	False	False
Northern Puebla Nahuatl	ncj	nort2957	False	False	True	True	True	False	False
Northern Pame	pmq	nort2984	False	True	True	True	False	False	False
Northern Mansi	mns	mans1258	False	False	True	True	True	False	False
Northern Luri	lrc	nort2645	False	True	True	True	False	False	False
Northern Khmer	kxm	nort2684	False	False	True	True	False	False	True
Northern Inland Yuin	NOCODE_Northern-Inland-Yuin	nort2760	True	False	False	True	True	False	False
Northern Gumuz	guk	gumu1244	False	False	True	True	True	False	False
Northern East Cree	crl	nort1552	False	False	True	True	False	False	True
Northern Dagara	dgi	nort2780	False	False	True	True	False	False	True
Northern Conchucos Ancash Quechua	qxn	nort2979	True	False	True	True	False	False	False
North Marquesan	mrq	nort2845	False	False	True	True	True	False	False
Noone	nhu	noon1243	False	False	True	True	True	False	False
Nobiin	fia	nobi1240	True	False	True	True	False	False	False
Nisenan	nsz	nise1244	False	False	True	True	False	False	True
Ninde	mwi	labo1244	False	False	True	True	True	False	False
Nii	nii	niii1240	False	False	True	True	True	False	False
Nigerian Pidgin	pcm	nige1257	False	False	True	True	True	False	False
Ngochang	NOCODE_Ngochang	ngoc1235	False	False	True	True	True	False	False
Ngkâlmpw Kanum	kcd	ngka1235	False	False	True	True	True	False	False
Ngie	ngj	ngie1242	False	False	True	True	False	False	True
Ngarla on the Ashburton river south of the Hamersley range	nrk	ngar1296	False	False	True	True	True	False	False
Ngangam	gng	ngan1299	False	False	True	True	True	False	False
Neo-Mandaic	mid	nucl1706	False	False	True	True	True	False	False
Nend	anh	nend1239	False	False	True	True	True	False	False
Ndut	ndv	ndut1239	False	False	True	True	True	False	False
Ncane	ncr	ncan1245	False	False	True	True	True	False	False
Narrinyeri	nay	narr1259	False	True	True	True	False	False	False
Namia	nnm	nami1256	False	False	True	True	True	False	False
Najdi Arabic	ars	najd1235	False	False	True	True	True	False	False
Nai	bio	naii1241	True	False	True	True	False	False	False
Mwan	moa	mwan1250	False	False	True	True	True	False	False
Muyang	muy	muya1243	False	True	False	True	False	False	True
Mundari	unr	mund1320	False	False	True	True	True	False	False
Movono	tgp	tang1347	False	False	True	True	True	False	False
Mongolia Buriat	bxm	mong1330	False	False	True	True	True	False	False
Molmo One	aun	molm1235	False	True	True	True	False	False	False
Mok	mqt	mokk1243	False	False	True	True	True	False	False
Mohawk	moh	moha1258	True	False	True	True	False	False	False
Mogholi	mhj	mogh1245	False	False	True	True	True	False	False
Modern Hebrew	heb	hebr1245	False	False	True	True	True	False	False
Mmen	bfm	mmen1238	False	False	True	True	True	False	False
Miyako	mvi	miya1259	False	False	True	True	True	False	False
Mingrelian	xmf	ming1252	False	False	True	True	True	False	False
Mina (Cameroon)	hna	mina1276	False	False	True	True	True	False	False
Min Nan Chinese	nan	minn1241	False	False	True	True	True	False	False
Mewati	wtm	mewa1250	False	False	True	True	True	False	False
Mescalero-Chiricahua Apache	apm	mesc1238	False	False	True	True	True	False	False
Mesaka	iyo	mesa1245	True	True	False	True	False	False	False
Mende (Papua New Guinea)	sim	mend1268	False	False	True	True	True	False	False
Mele-Fila	mxe	mele1250	False	False	True	True	True	False	False
Me'en	mym	meen1242	True	False	True	False	True	False	False
Mbugu	mhd	mbug1240	False	False	True	True	True	False	False
Mbosi	mdw	mbos1242	True	False	True	True	False	False	False
Mbere-Mbamba	mdt	mber1257	True	False	True	False	False	False	True
Mazanderani	mzn	maza1291	False	True	True	True	False	False	False
Masbatenyo	msb	masb1238	False	False	True	True	True	False	False
Martu Wangka	mpj	mart1256	True	False	True	True	False	False	False
Marik	dad	mari1428	False	True	False	True	True	False	False
Maricopa	mrc	mari1440	True	False	True	True	False	False	False
Maranao	mrw	mara1404	True	False	True	True	False	False	False
Maraghei	vmh	mara1373	False	True	True	True	False	False	False
Mansim	NOCODE_Mansim	mans1260	False	False	True	True	True	False	False
Mansaka	msk	mans1262	True	False	True	True	False	False	False
Mannan	mjv	mann1246	False	True	True	True	False	False	False
Mangga Buang	mmo	mang1404	False	False	True	True	False	False	True
Manga Kanuri	kby	mang1399	False	True	True	True	False	False	False
Mandari	mqu	mand1425	False	True	True	True	False	False	False
Mand	ate	atem1241	False	False	True	True	True	False	False
Manat	pmr	payn1244	False	False	True	True	True	False	False
Mamanwa	mmn	mama1275	True	False	True	True	False	False	False
Malinaltepec Me'phaa	tcf	mali1285	False	False	True	True	True	False	False
Malgana	vml	malg1242	False	False	True	True	True	False	False
Malecite-Passamaquoddy	pqm	male1292	False	False	True	True	True	False	False
Malayo	mbp	mala1522	True	True	False	True	False	False	False
Malay, Manado	xmm	mala1481	False	False	True	True	True	False	False
Malaweg	NOCODE_Malaweg	mala1534	False	False	True	True	True	False	False
Makaa	mcp	maka1304	False	False	True	True	True	False	False
Majhi	mjz	majh1253	False	False	True	True	True	False	False
Magahi	mag	maga1260	False	False	True	True	True	False	False
Machame	jmc	mach1266	False	False	True	True	True	False	False
Mabaale	mmz	maba1270	False	False	True	True	True	False	False
Lü	khb	luuu1242	True	False	True	True	False	False	False
Lusi	khl	lusi1240	False	False	True	True	True	False	False
Luna	luj	luna1244	False	False	True	True	True	False	False
Lozi	loz	lozi1239	False	True	True	True	False	False	False
Lower-Nosop	nsb	lowe1407	False	True	False	True	True	False	False
Lower Tanana	taa	lowe1425	False	False	True	True	False	False	True
Loma (Liberia)	lom	loma1260	False	False	True	True	True	False	False
Lolopo	ycl	lolo1259	False	False	True	True	True	False	False
Lisu	lis	lisu1250	False	False	True	True	True	False	False
Limilngan	lmc	nucl1327	True	False	True	True	False	False	False
Ligbi	lig	ligb1244	False	False	True	True	True	False	False
Libinza	liz	libi1244	False	True	False	True	True	False	False
Lese	les	lese1243	False	True	False	True	True	False	False
Lelepa	lpa	lele1267	False	False	True	True	True	False	False
Lele (Chad)	lln	lele1276	False	False	True	True	True	False	False
Lega-Mwenga	lgm	lega1250	False	False	True	True	True	False	False
Laz	lzz	lazz1240	False	False	True	True	True	False	False
Lardil	lbz	lard1243	False	False	True	True	False	False	True
Lamenu	lmu	lame1260	False	False	True	False	True	True	False
Lamboya	lmy	lamb1273	False	True	True	True	False	False	False
Lak	lbe	lakk1252	False	False	True	True	True	False	False
Lahu	lhu	lahu1253	False	False	True	True	True	False	False
Ladino	lad	ladi1251	False	False	True	True	True	False	False
Ladin	lld	ladi1250	True	False	True	True	False	False	False
Kâte	kmg	kate1253	True	False	True	True	False	False	False
Kwoma	kmo	kwom1262	False	False	True	True	False	False	True
Kwini	gww	kwin1241	False	False	True	True	True	False	False
Kwegu	xwg	kweg1241	False	False	True	True	True	False	False
Kwangali	kwn	kwan1273	False	False	True	True	True	False	False
Kwama	kmq	kwam1249	False	False	True	True	True	False	False
Kupia	key	kupi1238	False	True	True	True	False	False	False
Kupang Malay	mkn	kupa1239	False	False	True	True	True	False	False
Kunjen	kjn	kunj1245	False	True	False	True	False	False	True
Kunimaipa	kup	kuni1267	True	False	True	True	False	False	False
Kunama	kun	kuna1268	False	False	True	True	True	False	False
Kumzari	zum	kumz1235	False	True	True	True	False	False	False
Kulung (Nigeria)	bbu	kulu1255	False	False	True	True	True	False	False
Kulsab	faj	fait1240	False	False	True	True	True	False	False
Kuku	ukv	kuku1285	False	True	True	True	False	False	False
Kriol	rop	krio1252	False	False	True	True	True	False	False
Krio	kri	krio1253	False	False	True	True	False	False	True
Kriang-Khlor	ngt	ngeq1245	True	False	True	True	False	False	False
Kotiria	gvc	guan1269	True	False	True	True	False	False	False
Koorete	kqy	koor1239	False	False	True	True	True	False	False
Komo (Democratic Republic of Congo)	kmw	komo1260	False	False	False	True	True	False	True
Komi-Zyrian	kpv	komi1268	False	False	True	True	True	False	False
Kombio	xbi	komb1272	False	False	True	True	True	False	False
Kom (Cameroon)	bkm	komc1235	False	False	True	True	True	False	False
Koluwawa	klx	kolu1245	False	False	True	True	True	False	False
Kituba (Democratic Republic of Congo)	ktu	kitu1246	False	False	True	True	True	False	False
Kitja	gia	kitj1240	True	True	False	True	False	False	False
Kitan	zkt	kita1247	False	False	True	True	True	False	False
Kirghiz	kir	kirg1245	False	False	True	True	True	False	False
Kipsigis	sgc	kips1239	False	False	True	True	True	False	False
Kiowa Apache	apk	kiow1264	False	True	False	True	False	False	True
Kimaragang	kqr	kima1244	True	False	True	True	False	False	False
Kilen	NOCODE_Kilen	kile1243	False	False	True	True	True	False	False
Khumi Chin	cnk	khum1248	False	True	True	True	False	False	False
Khroskyabs	jiq	guan1266	False	True	True	True	False	False	False
Khengkha	xkf	khen1241	False	False	True	True	True	False	False
Khandesi	khn	khan1272	False	False	True	True	False	False	True
Kemezung	dmo	keme1240	True	False	True	False	True	False	False
Keiga	kec	keig1242	False	False	True	True	True	False	False
Kazym-Berezover-Suryskarer Khanty	kca	khan1273	False	False	True	True	True	False	False
Kayapó	txu	kaya1330	False	False	True	True	False	False	True
Kawi	kaw	kawi1241	False	False	True	True	True	False	False
Kavalan	ckv	kava1241	False	False	True	True	True	False	False
Kaulong	pss	kaul1240	False	False	True	True	True	False	False
Kashubian	csb	kash1274	False	True	False	True	False	False	True
Karkar-Yuri	yuj	kark1258	False	True	False	True	True	False	False
Karajá	kpj	kara1500	False	False	True	True	True	False	False
Kangri	xnr	kang1280	True	False	True	True	False	False	False
Kanakanavu	xnb	kana1286	False	False	True	True	True	False	False
Kamula	xla	kamu1260	False	False	True	True	True	False	False
Kamu	xmu	kamu1258	False	False	True	True	True	False	False
Kamas-Koibal	xas	kama1351	False	False	True	True	True	False	False
Kamara	jmr	kama1357	True	False	False	True	True	False	False
Kalo Finnish Romani	rmf	kalo1256	False	False	True	True	True	False	False
Kalkoti	xka	kalk1245	False	False	True	True	True	False	False
Kalami	gwc	kala1373	True	False	False	True	True	False	False
Kalagan	kqe	kala1388	False	True	True	True	False	False	False
Kajali	xkj	kaja1247	False	False	True	True	True	False	False
Kagayanen	cgc	kaga1256	False	True	True	True	False	False	False
Kaera	jka	kaer1234	False	False	True	True	True	False	False
Kadazan Dusun	dtp	cent2100	False	False	True	True	True	False	False
Kachari	xac	kach1279	False	False	True	True	True	False	False
Kabuverdianu	kea	kabu1256	False	False	True	True	True	False	False
Judeo-Persian	jpr	jude1257	True	False	True	True	False	False	False
Jola-Fonyi	dyo	jola1263	False	False	True	True	True	False	False
Jju	kaj	jjuu1238	True	False	True	True	False	False	False
Jedek	NOCODE_Jedek	jede1239	False	False	True	True	True	False	False
Javanese	jav	java1254	False	False	True	True	True	False	False
Jarai	jra	jara1266	False	False	True	True	True	False	False
Jah Hut	jah	jahh1242	False	True	False	True	True	False	False
Izi-Ezaa-Ikwo-Mgbo	izi	izie1238	False	False	True	True	True	False	False
Iyo	nca	iyoo1238	False	True	True	True	False	False	False
Ixtenco Otomi	otz	ixte1237	False	False	True	True	True	False	False
Iwam	iwm	iwam1256	False	False	True	True	True	False	False
Iwal	kbm	iwal1237	False	False	True	True	True	False	False
Isnag	isd	isna1241	False	True	True	True	False	False	False
Irish	gle	iris1253	False	False	True	True	True	False	False
Inland-Buhi-Daraga Bikol	bhk	alba1269	True	False	True	True	False	False	False
Indus Kohistani	mvy	indu1241	False	True	True	True	False	False	False
Ilianen Manobo	mbi	ilia1236	True	False	True	True	False	False	False
Ibibio	ibb	ibib1240	False	False	True	True	True	False	False
Iau	tmu	iauu1242	False	False	True	True	False	False	True
Huizhou Chinese	czh	huiz1242	False	False	True	True	True	False	False
Huautla Mazatec	mau	huau1238	False	False	True	True	True	False	False
Huambisa	hub	huam1247	True	False	False	True	True	False	False
Hre	hre	hree1244	True	False	True	True	False	False	False
Hopi	hop	hopi1249	False	False	True	True	True	False	False
Hixkaryána	hix	hixk1239	False	False	True	True	True	False	False
Hindi	hin	hind1269	False	False	True	True	True	False	False
Hewa	ham	hewa1241	False	True	True	True	False	False	False
Hdi	xed	hdii1240	True	False	False	True	True	False	False
Hawkesbury	xda	hawk1239	False	False	True	True	True	False	False
Hausa States Fulfulde	fuv	nige1253	False	False	True	True	True	False	False
Hatam	had	hata1243	False	False	True	True	False	False	True
Hassaniyya	mey	hass1238	False	False	True	True	True	False	False
Hanga Hundi	wos	hang1263	True	False	False	True	False	False	True
Hamer-Banna	amf	hame1242	False	False	True	True	True	False	False
Halia	hla	hali1244	False	False	True	True	True	False	False
Gwich'in	gwi	gwic1235	False	True	True	True	False	False	False
Gurung	gvr	guru1261	False	False	True	True	True	False	False
Gupapuyngu	guf	gupa1247	True	True	False	True	False	False	False
Guianese Creole French	gcr	guia1246	True	False	True	True	False	False	False
Guhu-Samane	ghs	guhu1244	False	False	True	True	True	False	False
Guerrero Amuzgo	amu	guer1243	False	False	True	True	True	False	False
Guató	gta	guat1253	False	False	False	True	True	True	False
Guahibo	guh	guah1255	False	True	True	True	False	False	False
Gorum-Parenga	pcj	pare1266	False	False	True	True	True	False	False
Gola	gol	gola1255	False	True	True	False	True	False	False
Glavda	glw	glav1244	False	False	True	True	True	False	False
Gitxsan	git	gitx1241	False	False	True	True	False	False	True
Girawa	bbr	gira1247	False	False	True	True	False	False	True
Gimi (Eastern Highlands)	gim	gimi1243	False	False	True	True	True	False	False
Gbari	gby	gbar1246	False	False	True	True	True	False	False
Garig-Ilgar	ilg	gari1253	False	True	True	True	False	False	False
Gants	gao	gant1244	False	False	True	True	True	False	False
Gan Chinese	gan	ganc1239	False	False	True	True	True	False	False
Galela	gbi	gale1259	True	False	True	True	False	False	False
Gaa	ttb	gaaa1245	False	False	True	True	False	False	True
Fulniô	fun	fuln1247	True	False	True	True	False	False	False
Fordata	frd	ford1242	False	False	True	True	False	False	True
Foodo	fod	food1238	True	False	True	True	False	False	False
Fe'fe'	fmp	fefe1239	False	False	True	True	False	False	True
Fasu	faa	fasu1242	False	False	True	True	True	False	False
Falam Chin	cfm	fala1243	False	False	True	True	False	False	True
Faifi	fif	faif1234	True	False	True	True	False	False	False
Ewage-Notu	nou	ewag1241	False	False	True	True	True	False	False
Ese	mcq	esee1247	False	False	True	True	False	False	True
Epena	sja	epen1239	False	False	True	True	True	False	False
Elip	ekm	elip1238	True	False	True	True	False	False	False
Eleme	elm	elem1253	False	False	True	True	True	False	False
Elamite	elx	elam1244	False	False	True	True	True	False	False
Egyptian Arabic	arz	egyp1253	False	False	True	True	True	False	False
Efik	efi	efik1245	False	False	True	True	True	False	False
Ebira	igb	ebir1243	False	False	True	True	True	False	False
Eastern Tamang	taj	east2347	False	False	True	True	True	False	False
Eastern Puroik	suv	sulu1241	False	True	True	True	False	False	False
Eastern Penan	pez	east2485	False	False	True	True	True	False	False
Eastern Newari	NOCODE_Dolakha-Newari	east2773	False	False	True	True	True	False	False
Eastern Mnong	mng	east2333	True	False	True	True	False	False	False
Eastern Bru	bru	east2332	True	False	True	True	False	False	False
Eastern Bolivian Guaraní	gui	east2555	False	True	False	True	False	True	False
Eastern Atadei	lmf	sout2896	True	False	True	True	False	False	False
Eastern Armenian	hye	nucl1235	False	False	True	True	True	False	False
Eastern Abenaki	aaq	east2544	False	True	False	True	True	False	False
East Yugur	yuy	east2337	False	False	True	True	True	False	False
Duvle	duv	duvl1242	False	False	True	True	False	False	True
Dusner	dsn	dusn1237	False	False	True	False	True	False	True
Doromu-Koki	kqc	doro1266	False	False	True	True	False	False	True
Domung	dev	domu1246	False	False	True	True	True	False	False
Dogul Dom Dogon	dbg	dogu1235	False	False	True	True	True	False	False
Dobel	kvo	dobe1238	False	False	True	True	True	False	False
Digor Ossetian	NOCODE_Digor-Ossetian	digo1242	True	False	False	True	True	False	False
Dhargari	dhr	dhar1247	False	False	True	True	True	False	False
Denya	anv	deny1238	False	True	True	True	False	False	False
Dawro	dwr	dawr1236	False	False	True	True	True	False	False
Dass	dot	dass1243	False	False	True	True	True	False	False
Dar Daju Daju	djc	dard1243	False	True	True	True	False	False	False
Danau	dnu	dana1252	False	False	True	True	True	False	False
Dalmatian	dlm	dalm1243	False	False	True	True	True	False	False
Dakpakha	dka	dakp1242	False	True	True	True	False	False	False
Dahalik	dlk	daha1247	False	False	True	True	False	False	True
Daai Chin	dao	daai1236	False	False	True	True	True	False	False
Cuiba	cui	cuib1242	False	True	True	True	False	False	False
Continental Southern Italian	nap	neap1235	False	False	True	True	True	False	False
Comaltepec Chinantec	cco	coma1246	False	False	True	True	True	False	False
Colonia Tovar German	gct	colo1254	False	False	True	True	True	False	False
Coastal-Naga Bikol	bcl	cent2087	True	False	True	True	False	False	False
Cimbrian	cim	cimb1238	True	False	True	True	False	False	False
Chumburung	ncu	chum1261	False	False	True	True	True	False	False
Chru	cje	chru1239	True	False	True	True	False	False	False
Chortí	caa	chor1273	False	False	True	True	True	False	False
Choctaw	cho	choc1276	False	False	True	True	True	False	False
Chocangacakha	cgk	choc1275	False	True	True	True	False	False	False
Chiru	cdf	chir1283	False	False	True	True	True	False	False
China Buriat	bxu	chin1476	False	False	True	True	True	False	False
Chimwiini	NOCODE_Chimwiini	chim1312	False	False	True	True	True	False	False
Chepang	cdm	chep1245	True	False	True	True	False	False	False
Chadong	cdy	chad1240	False	False	True	True	True	False	False
Central Tunebo	tuf	cent2150	False	True	True	True	False	False	False
Central Tarahumara	tar	cent2131	True	False	True	True	False	False	False
Central Okinawan	ryu	cent2126	False	False	True	True	True	False	False
Central Kurdish	ckb	cent1972	False	False	True	True	True	False	False
Central Khmer	khm	cent1989	False	False	True	True	True	False	False
Casiguran-Nagtipunan Agta	dgc	casi1235	False	True	True	True	False	False	False
Capanahua	kaq	capa1241	False	False	True	True	True	False	False
Caluyanun	clu	calu1238	False	False	True	True	False	False	True
Cacaopera	ccr	caca1247	False	False	True	True	True	False	False
Burmeso	bzu	burm1264	False	True	True	True	False	False	False
Buol	blf	buol1237	False	False	True	True	True	False	False
Bukusu	bxk	buku1249	False	False	True	True	True	False	False
Buhutu	bxh	buhu1237	False	False	True	True	True	False	False
Bu-Nao Bunu	bwx	buna1273	False	True	True	True	False	False	False
Brao	brb	lave1249	False	False	True	True	True	False	False
Boro (Ethiopia)	bwo	boro1277	False	False	True	True	True	False	False
Bonggi	bdg	bong1289	False	False	True	True	True	False	False
Bolgo	bvo	bolg1251	False	False	True	True	False	False	True
Bokyi	bky	boky1238	True	False	True	True	False	False	False
Bokar-Ramo	NOCODE_Bokar	boka1249	False	True	True	True	False	False	False
Bohtan Neo-Aramaic	bhn	boht1238	False	True	True	True	False	False	False
Biwat	bwm	biwa1243	False	False	True	True	True	False	False
Birrdhawal	ihw	gana1268	False	False	True	True	True	False	False
Binongan Itneg	itb	bino1237	False	True	True	True	False	False	False
Bila	bip	bila1255	False	False	True	True	True	False	False
Biafada	bif	biaf1240	False	False	True	True	True	False	False
Betawi	bew	beta1252	False	False	True	True	True	False	False
Beria	zag	zagh1240	False	False	True	True	True	False	False
Beli (Sudan)	blm	beli1257	False	True	True	True	False	False	False
Belanda Viri	bvi	bela1255	False	False	True	True	True	False	False
Beja	bej	beja1238	False	False	True	True	True	False	False
Batak	bya	bata1301	False	False	True	True	False	False	True
Batad Ifugao	ifb	bata1298	False	False	True	True	False	False	True
Basa (Cameroon)	bas	basa1284	False	False	True	True	True	False	False
Barranbinya	NOCODE_Barranbinya	barr1252	False	False	True	True	True	False	False
Barbareño	boi	barb1263	True	False	True	True	False	False	False
Barain	bva	bare1279	False	False	True	True	True	False	False
Barai	bbb	nucl1630	False	False	True	True	False	False	True
Barabayiiga-Gisamjanga	tcc	dato1239	False	False	True	True	True	False	False
Baraamu	brd	bara1357	False	False	True	True	True	False	False
Bannoni	bcm	bann1247	False	False	True	True	True	False	False
Bankan Tey Dogon	dbw	bank1259	False	False	True	True	True	False	False
Baniva de Maroa	gae	guar1293	False	False	True	True	True	False	False
Bandi	bza	band1352	True	False	True	True	False	False	False
Bamun	bax	bamu1253	False	False	True	True	True	False	False
Baltic Romani	rml	balt1257	False	False	True	True	True	False	False
Balanta-Kentohe	ble	bala1301	False	False	True	False	True	False	True
Baki	bki	baki1244	False	False	True	True	True	False	False
Bakhtiari	bqi	bakh1245	False	False	True	True	True	False	False
Bajelani	bjm	baje1238	False	True	True	True	False	False	False
Bahinemo	bjh	bahi1254	False	False	True	True	True	False	False
Bahamas Creole English	bah	baha1260	True	False	True	True	False	False	False
Baham	bdw	baha1258	False	True	True	True	False	False	False
Bafanji	bfj	bafa1249	False	False	False	True	True	False	True
Bade	bde	bade1248	False	True	True	True	False	False	False
Bactrian	xbc	bact1239	False	False	True	True	True	False	False
Babuza	bzg	babu1240	False	False	True	True	True	False	False
Baba Malay	mbf	baba1267	False	False	True	True	True	False	False
Baatonum	bba	baat1238	False	False	True	True	True	False	False
Ayoreo	ayo	ayor1240	False	False	True	True	True	False	False
Avokaya	avu	avok1242	False	False	False	True	True	False	True
Avar	ava	avar1256	False	False	True	True	True	False	False
Au	avt	auuu1241	False	False	True	True	True	False	False
Ati	atk	atii1237	False	False	True	True	False	False	True
Asuri	asr	asur1254	False	False	True	True	True	False	False
Arpitan	frp	fran1260	True	False	True	True	False	False	False
Arosi	aia	aros1241	False	False	False	True	True	False	True
Arizona Tewa	NOCODE_Arizona-Tewa	ariz1237	False	False	True	True	True	False	False
Arigidi	aqg	arig1246	False	False	True	True	True	False	False
Arequipa-La Unión Quechua	qxu	areq1237	True	False	True	True	False	False	False
Arammba	stk	aram1253	False	True	True	False	True	False	False
Apurinã	apu	apur1254	False	False	False	True	True	False	True
Anii	blo	anii1245	True	False	True	True	False	False	False
Angal	age	anga1293	True	False	True	True	False	False	False
Ancient North Arabian	xna	anci1245	False	False	True	True	True	False	False
Amdo Tibetan	adx	amdo1237	False	False	True	True	True	False	False
Amatlán Zapotec	zpo	amat1238	True	False	True	True	False	False	False
Ama (Papua New Guinea)	amm	amap1240	False	False	True	True	True	False	False
Alviri-Vidari	avd	alvi1241	True	False	True	True	False	False	False
Alutor	alr	alut1245	False	True	False	True	True	False	False
Alorese	aol	alor1247	False	False	True	True	True	False	False
Akha	ahk	akha1245	False	True	True	True	False	False	False
Akawaio	ake	akaw1239	True	False	True	True	False	False	False
Akateko	knj	west2635	True	False	False	True	True	False	False
Akan	aka	akan1250	False	False	True	True	True	False	False
Aka-Kora	ack	akak1251	False	True	True	True	False	False	False
Aimele	ail	aime1238	False	False	True	True	True	False	False
Aghu Tharnggalu	ggr	aghu1254	False	False	True	True	True	False	False
Acheron	acz	ache1245	False	False	True	True	True	False	False
Acatepec Me'phaa	tpx	acat1239	False	True	True	True	False	False	False
Abenlen Ayta	abp	aben1249	False	False	True	True	True	False	False
Abadi	kbt	abad1241	False	False	True	True	True	False	False
/Xam	xam	xamm1241	False	False	True	True	True	False	False
//Xegwi	xeg	xegw1238	False	False	False	True	True	False	True
Záparo	zro	zapa1253	False	False	True	True	False	False	False
Zinza	zin	zinz1238	False	False	True	False	True	False	False
Zbu	NOCODE_Zbu	zbua1234	False	False	False	True	True	False	False
Yulparija	NOCODE_Yulparija	yulp1239	False	False	True	True	False	False	False
Yokuts	yok	yoku1256	False	False	True	True	False	False	False
Yiwom	gek	yiwo1237	False	False	True	True	False	False	False
Yekhee	ets	yekh1238	False	False	True	True	False	False	False
Yagara-Jandai	NOCODE_Yagara	yaga1256	True	False	False	True	False	False	False
Xicotepec De Juárez Totonac	too	xico1235	False	False	True	True	False	False	False
Xanaguía Zapotec	ztg	xana1235	False	False	True	True	False	False	False
Wongo	won	wong1247	False	False	False	True	True	False	False
Wilson River (Grey Range)	nbx	ngur1261	False	False	True	True	False	False	False
Western Tlacolula Valley Zapotec	zab	sanj1284	False	False	True	True	False	False	False
Western Ojibwa	ojw	west1510	False	False	True	True	False	False	False
Western Kayah	kyu	west2409	False	False	True	True	False	False	False
Western Apache	apw	west2615	False	False	True	True	False	False	False
Waurá	wau	waur1244	False	False	True	True	False	False	False
Warumungu	wrm	waru1265	False	False	True	True	False	False	False
Warrnambool	gjm	warr1257	False	False	True	True	False	False	False
Wantoat	wnc	want1252	False	False	False	True	True	False	False
Wampanoag	wam	wamp1249	True	False	False	True	False	False	False
Vunjo	vun	vunj1238	False	False	True	True	False	False	False
Venetic	xve	vene1257	False	False	True	True	False	False	False
Uzbeki Arabic	auz	uzbe1248	False	False	True	True	False	False	False
Upper Kinabatangan	dmg	uppe1427	False	False	True	True	False	False	False
Uncunwee	ghl	ghul1238	False	False	True	True	False	False	False
Ukaan	kcf	ukaa1243	False	True	False	True	False	False	False
Tuscarora	tus	tusc1257	False	False	True	True	False	False	False
Turung	try	turu1249	False	False	False	True	True	False	False
Turkic Khalaj	klj	turk1303	False	False	True	True	False	False	False
Tunen	tvu	tune1261	False	False	False	True	True	False	False
Tula	tul	tula1252	True	False	False	True	False	False	False
Tsuvadi	tvd	tsuv1239	False	False	True	True	False	False	False
Totela	ttl	tote1238	False	False	True	True	False	False	False
Torau	ttu	tora1259	False	False	True	True	False	False	False
Tonsawang	tnw	tons1239	False	False	True	True	False	False	False
Tombonuo	txa	tomb1244	False	False	True	False	True	False	False
