Language	ISO 639-3	Glottocode	feet	finger	five	hand	numerals	quinary	toe
Lakota	lkt	lako1247	True	False	True	True	True	False	False
Lake Miwok	lmw	lake1258	False	True	True	True	True	False	False
Lahta-Zayein Karen	kxk	zaye1235	True	False	True	True	True	False	False
Kwamera	tnk	kwam1252	True	False	True	True	True	False	False
Kuy	kdt	kuyy1240	False	True	True	True	True	False	False
Kupsabiny	kpz	kups1238	False	False	True	True	True	False	True
Kung	kfl	kung1260	False	False	True	True	True	False	True
Kumarbhag Paharia	kmj	kuma1274	False	True	True	True	True	False	False
Kuman	kue	kuma1280	True	True	True	True	False	False	False
Kumam	kdi	kuma1275	False	True	True	True	True	False	False
Kulungtfu-Yuanggeng-Tobo	kgf	kube1244	True	False	True	True	True	False	False
Kuku-Yalanji	gvn	kuku1273	True	False	True	True	True	False	False
Kui (Indonesia)	kvd	kuii1253	False	False	True	True	True	False	True
Koyukon	koy	koyu1237	True	False	True	True	True	False	False
Koya	kff	koya1251	False	True	True	True	True	False	False
Kove	kvc	kove1237	False	True	True	True	True	False	False
Kovai	kqb	kova1243	False	False	True	True	True	False	True
Koroshi	ktl	koro1296	True	False	True	True	True	False	False
Korku	kfq	kork1243	True	False	True	True	True	False	False
Konzo	koo	konz1239	False	True	True	True	True	False	False
Konyak Naga	nbe	kony1248	False	True	True	True	True	False	False
Konso	kxc	kons1243	False	True	True	True	True	False	False
Konai	kxw	kona1242	False	True	True	True	True	False	False
Kola	kvv	kola1285	True	False	True	True	True	False	False
Kokata	ktd	koka1244	True	False	True	True	False	False	True
Kok Borok	trp	kokb1239	False	True	True	True	True	False	False
Koi	kkt	koii1238	False	True	True	True	True	False	False
Koho	kpm	koho1244	False	True	True	True	True	False	False
Kohistani Shina	plk	kohi1248	True	True	True	True	False	False	False
Koenoem	kcs	koen1239	False	True	True	True	False	False	True
Kobon	kpw	kobo1249	False	True	True	True	True	False	False
Kman	mxj	miju1243	False	True	True	True	True	False	False
Kinnauri	kfk	kinn1249	False	True	True	True	True	False	False
Khwarezmian	xco	khwa1238	True	True	False	True	True	False	False
Khmu	kjg	khmu1256	False	True	True	True	True	False	False
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	kham1281	False	True	True	True	True	False	False
Khamba	kbg	kham1283	False	True	True	True	True	False	False
Kerinci	kvr	keri1250	False	True	True	True	True	False	False
Kele-Foma	khy	kele1255	False	False	True	True	True	False	True
Kele (Papua New Guinea)	sbc	kele1258	False	True	True	True	True	False	False
Kelantan-Pattani Malay	mfa	patt1249	False	True	True	True	False	False	True
Keerak	hhr	kera1248	True	False	True	True	True	False	False
Keapara	khz	keap1239	False	False	True	True	True	True	False
Kazakh	kaz	kaza1248	False	True	True	True	True	False	False
Kawarrang-Ogh Undjan	NOCODE_Kawarrang-Ogh-Undjan	kawa1290	True	True	True	True	False	False	False
Kathmandu Valley Newari	new	newa1246	False	True	True	True	True	False	False
Kathlamet	NOCODE_Kathlamet	kath1253	True	False	True	True	True	False	False
Karok	kyh	karo1304	False	True	True	True	False	False	True
Karata	kpt	kara1474	False	True	True	True	True	False	False
Kara-Kalpak	kaa	kara1467	True	False	True	True	True	False	False
Kanikkaran	kev	kani1275	False	True	True	True	True	False	False
Kanembu	kbl	kane1243	True	False	True	True	True	False	False
Kamasau	kms	kama1367	True	False	True	True	True	False	False
Kamang	woi	kama1365	False	True	True	True	True	False	False
Kaluli	bco	kalu1248	True	True	True	True	False	False	False
Kalasha	kls	kala1372	False	True	True	True	True	False	False
Kalanga	kck	kala1384	False	True	True	True	True	False	False
Kala Lagaw Ya	mwp	kala1377	True	True	True	True	False	False	False
Kagulu	kki	kagu1239	False	True	True	True	True	False	False
Kabyle	kab	kaby1243	True	False	True	True	True	False	False
Kabardian	kbd	kaba1278	False	False	True	True	True	False	True
K'iche'	quc	kich1262	True	False	True	True	True	False	False
Juquila Mixe	mxq	juqu1238	False	False	True	True	True	True	False
Judeo-Iraqi Arabic	yhd	jude1266	False	True	True	True	True	False	False
Jowulu	jow	jowu1238	False	True	True	True	False	False	True
Jita	jit	jita1239	False	True	True	True	True	False	False
Jina	jia	jina1244	True	False	True	True	True	False	False
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	jewi1240	True	False	True	True	True	False	False
Jejueo	jje	jeju1234	True	False	True	True	True	False	False
Jejara Naga	pzn	para1302	False	True	True	True	True	False	False
Jeh	jeh	jehh1245	True	True	True	True	False	False	False
Jaru	ddj	jaru1254	False	True	True	True	True	False	False
Jaqaru	jqr	jaqa1244	True	False	True	True	True	False	False
Jambi Malay	jax	jamb1236	False	True	True	True	True	False	False
Itawit	itv	itaw1240	True	True	False	True	False	False	True
Italian	ita	ital1282	False	True	True	True	True	False	False
Isu (Fako Division)	szv	isuf1235	False	True	True	True	False	False	True
Island Carib	crb	isla1278	True	False	True	True	True	False	False
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	True	True	True	True	False	False	False
Iowa-Oto	iow	iowa1245	True	True	True	True	False	False	False
Inor	ior	inor1238	True	False	True	True	True	False	False
Inabaknon	abx	inab1237	False	True	True	True	False	False	True
Imonda	imn	imon1245	False	False	True	True	True	True	False
Ili'uun	ilu	iliu1237	True	False	True	True	True	False	False
Igor Ossetian	oss	iron1242	False	True	True	True	True	False	False
Igede	ige	iged1239	False	False	True	True	True	False	True
Igbo	ibo	nucl1417	True	False	True	True	True	False	False
Ibanag	ibg	iban1267	True	False	True	True	True	False	False
Iaai	iai	iaai1238	False	False	True	True	True	True	False
Huli	hui	huli1244	False	False	True	True	True	False	True
Hruso	hru	hrus1242	False	True	True	True	False	False	True
Hrangkhol	hra	hran1239	True	False	True	True	True	False	False
Hote	hot	hote1245	False	False	True	True	True	False	True
Hlai	lic	hlai1239	False	True	True	True	True	False	False
Hittite	hit	hitt1242	True	False	True	True	True	False	False
Hinuq	gin	hinu1240	False	True	True	True	True	False	False
Hijazi Arabic	acw	hija1235	True	False	True	True	True	False	False
Highland Popoluca	poi	high1276	False	False	True	True	True	False	True
Highland Oaxaca Chontal	chd	high1242	True	False	True	True	True	False	False
Haya	hay	haya1250	False	True	True	True	True	False	False
Havasupai-Walapai-Yavapai	yuf	hava1248	True	False	True	True	True	False	False
Hatang Kayi	agv	remo1247	False	True	True	True	True	False	False
Harari	har	hara1271	False	True	True	True	True	False	False
Hano	lml	hano1246	False	True	True	True	True	False	False
Halang	hal	hala1252	True	False	True	True	False	False	True
Haitian	hat	hait1244	False	True	True	True	False	False	True
Hadza	hts	hadz1240	False	True	True	True	True	False	False
Hadiyya	hdy	hadi1240	False	True	True	True	True	False	False
Gweno	gwe	gwen1239	False	True	True	True	True	False	False
Gwahatike	dah	gwah1244	True	False	True	True	True	False	False
Guragone	gge	gura1252	True	False	True	True	False	False	True
Gumawana	gvs	guma1254	False	True	True	True	True	False	False
Gujarati	guj	guja1252	False	True	True	True	True	False	False
Gugu Badhun	gdc	gugu1253	False	False	True	True	True	False	True
Guaicurian	NOCODE_Guaicurian	guai1237	False	True	True	True	True	False	False
Guadeloupean Creole French	gcf	guad1242	True	True	True	True	False	False	False
Golo	NOCODE_Golo	golo1234	False	True	True	True	True	False	False
Gogodala	ggw	gogo1265	True	True	True	True	False	False	False
Godwari	gdx	godw1241	False	False	True	True	True	False	True
Goan Konkani	gom	goan1235	False	True	True	True	True	False	False
Gilit Mesopotamian Arabic	acm	meso1252	True	False	True	True	True	False	False
Gidar	gid	gida1247	False	True	True	True	True	False	False
Ghari	gri	ghar1239	False	True	True	True	True	False	False
Ghanaian Pidgin English	gpe	ghan1244	False	False	True	True	True	False	True
Geser-Gorom	ges	gese1240	False	True	True	True	False	False	True
Gazi	gzi	gazi1243	False	True	True	True	True	False	False
Gata'	gaq	gata1239	False	True	True	True	True	False	False
Gapapaiwa	pwg	gapa1238	False	False	True	True	True	True	False
Ganggalida	gcd	gang1267	True	True	False	True	False	False	True
Gandhari	pgd	gand1259	True	False	True	True	True	False	False
Galoli-Talur	gal	galo1243	True	False	True	True	True	False	False
Gagauz	gag	gaga1249	True	True	True	True	False	False	False
Gagadu	gbu	gaga1251	True	False	True	True	True	False	False
Gadsup	gaj	gads1258	True	True	True	True	False	False	False
Ga'dang	gdg	gada1258	True	True	True	True	False	False	False
Forest Nenets	NOCODE_Forest-Nenets	fore1274	False	False	True	True	True	False	True
Fore	for	fore1270	True	False	True	True	True	False	False
Foi	foi	foii1241	False	True	False	True	True	False	True
Filomeno Mata Totonac	tlp	filo1235	True	False	True	True	True	False	False
Fayu	fau	fayu1238	False	True	True	True	True	False	False
Fataluku	ddg	fata1247	True	False	True	True	True	False	False
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	faet1240	True	False	True	True	True	False	False
Ewe	ewe	ewee1241	True	False	True	True	True	False	False
Evenki	evn	even1259	False	True	True	True	True	False	False
Etulo	utr	etul1245	True	False	True	True	True	False	False
Etruscan	ett	etru1241	False	False	True	True	True	False	True
Eravallan	era	erav1242	True	True	True	True	False	False	False
Epigraphic Mayan	emy	epig1241	True	False	True	True	True	False	False
Engenni	enn	enge1239	False	False	True	True	True	False	True
El Molo	elo	elmo1238	False	True	True	True	True	False	False
Ekpeye	ekp	ekpe1253	False	False	True	True	True	False	True
Eggon	ego	eggo1239	False	True	True	True	True	False	False
Eastern Magar	mgp	east2352	False	True	True	True	True	False	False
Eastern Low German	nds	nort2627	False	True	True	True	True	False	False
Eastern Lawa	lwl	east2330	False	True	True	True	True	False	False
Eastern Egyptian Bedawi Arabic	avl	east2690	True	False	True	True	True	False	False
Eastern Canadian Inuktitut	ike	east2534	True	False	True	True	False	False	True
Early Irish	sga	oldi1245	False	False	True	True	True	False	True
Dyula	dyu	dyul1238	True	False	True	True	True	False	False
Dyirbal	dbl	dyir1250	False	True	True	True	False	False	True
Duri	mvp	duri1242	True	False	True	True	True	False	False
Duna	duc	duna1248	False	True	True	True	True	False	False
Doyayo	dow	doya1240	False	False	True	True	True	False	True
Dongxiang	sce	dong1285	True	False	True	True	True	False	False
Domari	rmt	doma1258	False	True	True	True	True	False	False
Dobu	dob	dobu1241	False	False	True	True	True	False	True
Dizin	mdx	dizi1235	True	False	True	True	True	False	False
Dirasha	gdl	dira1242	True	True	True	True	False	False	False
Dibole	bvx	dibo1245	False	True	True	True	False	False	True
Dhundari	dhd	dhun1238	False	True	True	True	True	False	False
Dhudhuroa	ddr	dhud1236	False	False	True	True	True	False	True
Dharumbal	xgm	dhar1248	False	True	True	True	False	False	True
Dera (Nigeria)	kna	dera1248	False	False	True	True	True	False	True
Defaka	afn	defa1248	False	True	True	True	False	False	True
Dazaga	dzg	daza1242	False	True	True	True	True	False	False
Darai	dry	dara1250	False	True	True	True	True	False	False
Dahalo	dal	daha1245	False	True	True	True	True	False	False
Dagur	dta	daur1238	False	True	True	True	True	False	False
Dagbani	dag	dagb1246	True	False	True	True	True	False	False
Dadibi	mps	dadi1250	False	False	True	True	True	False	True
Daasanach	dsh	daas1238	False	True	True	True	True	False	False
Cypriot Greek	NOCODE_Cypriot-Greek	cypr1249	True	False	True	True	True	False	False
Curripaco	kpc	curr1243	True	False	True	True	True	False	False
Cua	cua	cuaa1241	True	True	True	True	False	False	False
Cross River Mbembe	mfn	cros1244	False	True	True	True	True	False	False
Crimean Tatar	crh	crim1257	False	True	True	True	True	False	False
Creolized Grand Ronde Chinook Jargon	chn	chin1272	True	False	True	True	True	False	False
Cornish	cor	corn1251	True	False	True	True	True	False	False
Copainalá Zoque	zoc	copa1236	False	False	True	True	True	False	True
Congo Swahili	swc	cong1236	False	True	True	True	True	False	False
Coeur d'Alene	crd	coeu1236	True	False	True	True	False	False	True
Cocos Islands Malay	coa	coco1260	False	True	False	True	True	False	True
Cochimi	coj	coch1272	False	True	True	True	True	False	False
Coatzospan Mixtec	miz	coat1241	True	False	True	True	True	False	False
Coahuilteco	xcw	coah1252	False	False	True	True	True	False	True
Classical Armenian	xcl	clas1249	False	True	True	True	True	False	False
Cicipu	awc	cici1237	False	True	True	True	True	False	False
Cia-Cia	cia	ciac1237	False	True	False	True	True	False	True
Chuj	cac	chuj1250	True	False	True	True	True	False	False
Chrau	crw	chra1242	False	True	True	True	True	False	False
Cholón	cht	chol1284	True	False	True	True	True	False	False
Cholti	NOCODE_Cholti	chol1283	True	False	True	True	True	False	False
Chol	ctu	chol1282	False	True	True	True	True	False	False
Chitwania Tharu	the	chit1274	False	True	True	True	True	False	False
Chitimacha	ctm	chit1248	False	False	True	True	True	False	True
Chinali	cih	chin1475	False	True	True	True	True	False	False
Chimalapa Zoque	zoh	chim1300	False	True	True	True	False	False	True
Chichimeca-Jonaz	pei	chic1272	True	False	True	True	True	False	False
Chavacano	cbk	chav1241	True	False	True	True	True	False	False
Chadian Arabic	shu	chad1249	True	False	True	True	True	False	False
Cha'palaa	cbi	chac1249	False	True	True	True	False	False	True
Central Ojibwa	ojc	cent2136	True	False	True	True	False	False	True
Central Maewo	mwo	cent2058	True	False	True	True	True	False	False
Central East Middle German	sxu	uppe1400	True	False	True	True	True	False	False
Central Alemannic	gsw	swis1247	True	False	True	True	True	False	False
Cemuhî	cam	cemu1238	False	False	True	True	True	True	False
Cebuano	ceb	cebu1242	True	False	True	True	True	False	False
Cayubaba	cyb	cayu1262	False	True	True	True	True	False	False
Canela-Krahô	ram	cane1242	True	False	True	True	True	False	False
Camsá	kbh	cams1241	True	False	True	True	True	False	False
Cameroon Pidgin	wes	came1254	True	False	True	True	True	False	False
Cajun French	frc	caju1236	False	False	True	True	True	False	True
Cabécar	cjp	cabe1245	False	False	True	True	True	True	False
Bussa	dox	buss1239	False	True	True	True	True	False	False
Bunun	bnn	bunu1267	False	False	True	True	True	False	True
Bunama	bdd	buna1276	False	False	True	True	True	False	True
Bulo Stieng	sti	bulo1242	True	False	True	True	True	False	False
Bujhyal	byh	bujh1238	False	True	True	True	True	False	False
Bugun	bgg	bugu1246	False	True	True	True	False	False	True
Bughotu	bgt	bugh1239	False	True	True	True	True	False	False
Bube	bvb	bube1242	True	False	True	True	False	False	True
Bouyei	pcc	bouy1240	False	False	True	True	True	False	True
Botolan Sambal	sbl	boto1242	True	False	True	True	True	False	False
Borong	ksr	boro1279	False	False	True	True	True	False	True
Bolivar-North Chimborazo Highland Quichua	qug	chim1302	False	True	True	True	True	False	False
Bolinao	smk	boli1256	True	False	True	True	True	False	False
Bodo-Mech	brx	bodo1269	False	True	True	True	True	False	False
Bobongko	bgb	bobo1255	False	False	True	True	True	False	True
Blang	blr	blan1242	True	False	True	True	True	False	False
Bislama	bis	bisl1239	False	True	True	True	True	False	False
Bishnupuriya	bpy	bish1244	False	False	True	True	True	False	True
Birri	bvq	birr1240	False	True	True	True	True	False	False
Biri	bzr	biri1256	False	True	True	True	True	False	False
Bine	bon	bine1240	True	False	True	True	False	False	True
Bimin	bhl	bimi1240	False	True	True	True	True	False	False
Bilua	blb	bilu1245	False	True	True	True	True	False	False
Bih	ibh	biha1246	True	False	True	True	True	False	False
Biangai	big	bian1252	False	False	True	True	True	False	True
Bezhta	kap	bezh1248	False	True	True	True	True	False	False
Betta Kurumba	xub	bett1235	False	True	True	True	True	False	False
Betoi-Jirara	NOCODE_Betoi	beto1236	False	True	True	True	True	False	False
Berta	wti	bert1248	False	True	True	True	True	False	False
Berik	bkl	beri1254	True	False	True	True	True	False	False
Berbice Creole Dutch	brc	berb1259	True	False	True	True	True	False	False
Berau Malay	bve	bera1262	False	True	True	True	False	False	True
Bengali	ben	beng1280	False	True	True	True	True	False	False
Benga	bng	beng1282	False	True	True	True	True	False	False
Ben Tey Dogon	dbt	bent1238	False	False	True	True	True	False	True
Bembe	bmb	bemb1255	True	False	True	True	True	False	False
Bemba (Zambia)	bem	bemb1257	False	False	True	True	True	False	True
Bekwarra	bkv	bekw1241	True	False	True	True	True	False	False
Befang	bby	befa1241	False	True	True	True	True	False	False
Bebele	beb	bebe1248	True	False	True	True	True	False	False
